tipo_establecimiento;tipo_titularidad;municipio_codigo;municipio_nombre;direccion_via_codigo;direccion_via_nombre;direccion_portal_numero;direccion_piso;direccion_puerta;direccion_codigo_postal;direccion_ubicacion;direccion_coordenada_x;direccion_coordenada_y;horario_acceso;codigo_dea
Otros;Privada;152;Torrelodones;CTRA;Nacional VI (Madrid- A Coruña);-;;;28250;CIMODIN SL ;422416;4491177;;2021-283
Otros;Privada;079;Madrid;CALLE;Gran Vía;29;;;28013;PESTANA CR7 MADRID S.L. ;440329;4474606;;2021-284
Grandes establecimientos comerciales con una superficie superior a 2500 m2;Privada;134;San Sebastián de los Reyes;CALLE;Salvador de Madariaga;1;;;28702;DECATHLON ESPAÑA SAU ;448487;4491013;10:00 - 22:00;2021-287
Otros;Pública;123;Rivas-Vaciamadrid;AVDA;de José Hierro;82;;;;EN VEHÍCULO PATRULLA POLICÍA LOCAL AYTO. RIVAS VACIAMADRID;454984;4466458;24h/365dias;2021-346
Establecimiento dependiente de una Administración Pública;Pública;148;Torrejón de Ardoz;CALLE;San Fernando;0;;;28850;COMPLEJO DEPORTIVO J. A. SAMARANCH ;458447;4479082;24/7;2021-402
Establecimiento dependiente de una Administración Pública;Pública;148;Torrejón de Ardoz;CALLE;Londres;11;;;28850;CENTRO DEPORTIVO LONDRES - ZONA AFI ;460281;4479057;24/7;2021-404
Establecimiento dependiente de una Administración Pública;Pública;153;Torremocha de Jarama;CALLE;del Canal de Isabel II;34;;;28189;POLIDEPORTIVO ;457986;4520846;;2021-420
Centros residenciales de mayores con 200 plazas;Privada;079;Madrid;CALLE;de Zurich;16;;;28022;PASILLO CENTRAL JUNTO AL VESTÍBULO DE ENTRADA ARTEVIDA CENTROS RESIDENCIALES;444898;4488974;24H;2018-700
Establecimiento dependiente de una Administración Pública;Pública;008;Aldea del Fresno;CALLE;CAMPO DE FÚTBOL MUNICIPAL. EN VESTUARIOS;1;;;;KM 48,6 DE M-510 AYUNTAMIENTO DE ALDEA DEL FRESNO;397622;4464784;apertura de la instalación;2017-234
Otros;Pública;152;Torrelodones;CALLE;Cudillero;6;;;28250;Policía local -Vehiculo policial Matricula 8658 KGD ;421570;4491333;;2021-447
Aeropuertos;Pública;079;Madrid;AVDA;de la Hispanidad;0;;;28042;PARQUE CENTRAL DE BOMBEROS DEL AEROPUERTO DE MADRID BARAJAS ;449721;4482599;;2021-457
Centro de trabajo con más de 250 trabajadores;Privada;005;Alcalá de Henares;CALLE;Galileo Galilei;26;BAJA;;28806;POLIGONO INDUSTRIAL LA GARENA. MODULO QUE COMUNICA VESTUARIOS ZONA DE PRIMEROS AUXILIOS. BORGERS SAU;465770;4481544;24H;2018-1374
Establecimiento dependiente de una Administración Pública;Privada;123;Rivas-Vaciamadrid;AVDA;de la Técnica;21;;;28522;RECEPCION DE VEHICULOS ;453995;4466406;;2021-928
Aeropuertos;Pública;079;Madrid;AVDA;de la Hispanidad;0;;;28042;CENTRAL ELECTRICA CELA AEROPUERTO Adolfo Suarez Madrid-Barajas;449721;4482599;;2022-7
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de Pradillo;62;2;;28002;PLANTA 2 ;443310;4477895;;2022-43
Grandes establecimientos comerciales con una superficie superior a 2500 m2;Privada;079;Madrid;CALLE;de Aracne;0;2ª;;28022;PLANTA 2 CENTRO COMERCIAL PLENILUNIO;450170;4477656;10-22;2018-2443
Otros;Privada;079;Madrid;PASEO;de la Castellana;259;8;A;28046;TORRE FOSTER. COMEDOR BAÑOS AMAZON WEB SERVICES EMEA;441733;4480795;HORARIO DE OFICINA;2020-758
Otros;Privada;079;Madrid;AVDA;de la Reina Victoria;28;4;;28003;4 planta junto a aseos discapacitados CRUZ ROJA ESPAÑOLA;439817;4477644;;2022-69
Otros;Privada;079;Madrid;CALLE;de la Poeta Ángela Figuera;11;;;28003;SIRESA HOYSE 2 CAMPUS .S.L. ;439417;4477356;24 horas del día durante todos los días del año;2022-72
Otros;Privada;079;Madrid;PLAZA;de Manuel Becerra;12;2;;28028;2º PLANTA EN SALA UNIPRAGA S.A.;443392;4475470;;2022-73
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de Montalbán;1;;;28014;FASE 1, PLANTA 4, ESCALERA S PALACIO DE CIBIELES;441312;4474480;24H;2022-81
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;del Poeta Joan Maragall;66;6;;28020;EN LA PLANTA 6 D.G. INFRAESTRUCTURAS;441403;4479604;;2021-693
Establecimiento dependiente de una Administración Pública;Pública;148;Torrejón de Ardoz;CALLE;Río;16;B;;28850;CONTROL SEGURIDAD/ PLANTA BAJA D.G. INFRAESTRUCTURAS JUDICIALES;459977;4477784;;2021-655
Establecimiento dependiente de una Administración Pública;Pública;115;Pozuelo de Alarcón;CTRA;Vía de las Dos Castillas;33;B;;28223;JUZGADO Nº3 DE POZUELO ÁTICA 3 D.G. INFRAESTRUCTURAS JUDICIALES;433322;4476955;;2021-537
Establecimiento dependiente de una Administración Pública;Pública;115;Pozuelo de Alarcón;CTRA;Vía de las Dos Castillas;33;2;;28223;JUZGADO Nº 2 DE POZUELO ÁTICA 3 ;433322;4476955;;2021-538
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;del Poeta Joan Maragall;66;7;;28020;EN LA PLANTA 7 D.G. INFRAESTRUCTURAS JUDICIALES;441403;4479604;;2021-692
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;del Poeta Joan Maragall;66;5;;28020;EN LA PLANTA 5 D.G. INFRAESTRUCTURAS;441403;4479604;;2021-694
Otros;Privada;074;Leganés;AVDA;Gran Bretaña;s/n;;;28916;MEDIAKARKT LEGANÉS SA ;437581;4465764;;2021-60
Establecimiento dependiente de una Administración Pública;Pública;005;Alcalá de Henares;CALLE;Escritorios;15;;;28801;HALL DE ENTRADA AYTO ALCALÁ DE HENARES;468802;4481200;;2021-101
Centro educativo;Privada;176;Villanueva de la Cañada;CALLE;Castillo de Manzanares;s/n;;;28692;"RESIDENCIA MASCULINA PASILLO ""A"" JUNTO A SERVICIOS MEDICOS SEK EL CASTILLO";420218;4480404;;2018-520
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;AVDA;del Partenón;12;;;28042;* Número: 12-14 AMERICAN EXPRESS EUROPE;447832;4479385;;2021-111
Otros;Privada;074;Leganés;CALLE;Puerto de Morcuera;13;;;28919;CENTRO COMERCIAL PRADO OVERA - PLANTA 1 - OFICINA 20 RECUPERACION Y RECICLAJE DE VIDRIO SL;438528;4466818;24 horas;2021-334
Instalaciones de transporte;Pública;079;Madrid;CALLE;Gran Vía;21;;;28013;DENTRO DE LA ESTACION DE METRO DE GRAN VIA. EN EL VESTIBULO PRINC IPAL;440504;4474597;;2021-376
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;CALLE;de la Encomienda;16;;;28012;THE CENTRAL HOUSE-LAVAPIES ;440102;4473588;;2021-414
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de Eduardo Barreiros;110;;;28041;EGO EDIFICIO OFICINAS PLANTA 2 PEUGEOT CITROEN AUTOMOVILES ESPAÑA;440262;4467689;Lunes a Viernes de 8:00 a 18:00 hrs;2021-479
Centro educativo;Pública;096;Navalcarnero;CALLE;Felguera;1;;;28600;CEIP JOSÉ JALÓN HALL DEL EDIFICIO PRINCIPAL;413452;4459693;HORARIO LECTIVO;2017-125
Centro educativo;Pública;079;Madrid;CALLE;de la Portera del Cura;4;;;28034;VESTIBULO PABELLON B ;439361;4482506;8-14;2019-1967
Otros;Privada;079;Madrid;PLAZA;del Celenque;2;;;28013;FUNDACIÓN OBRA SOCIAL Y MONTE de PIEDAD DE MADRID HALL ENTRADA PRINCIPAL. ZONA CONTROL ACCESOS;440103;4474347;;2017-143
Establecimiento dependiente de una Administración Pública;Pública;115;Pozuelo de Alarcón;AVDA;Radio y Televisión;4;;;28223;VESTIBULO/PASILLO CENTRAL EDIFICIO RTVE PRADO DEL REY ;433066;4473592;;2021-528
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;AVDA;de Manoteras;46;;;28050;Planta 2ª ;443726;4482087;L-V 8:30-17:30;2021-936
Aeropuertos;Pública;079;Madrid;AVDA;de la Hispanidad;0;;;28042;FILTRO DE EMPLEADOS T1 RYANAIR Aeropuerto Adolfo Suarez Madrid-Barajas;449721;4482599;;2022-11
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;PLAZA;de Castilla;1;1;;28046;EN LA PLANTA 1ª DERECHA D.G. INFRAESTRUCTURAS JUDICIALES;441487;4479614;;2021-755
Centro de trabajo con más de 250 trabajadores;Privada;006;Alcobendas;AVDA;de la Vega;15;;;28108;CISCO SYSTEM ;446526;4487255;;2022-119
Otros;Privada;005;Alcalá de Henares;CALLE;Francisco Rabal;7;;;28806;ZONA FICHAJE ALMACEN LEGRAND ;465394;4481541;;2022-154
Establecimiento dependiente de una Administración Pública;Pública;106;Parla;AVDA;Juan Carlos I;17;2;;28981;JUZGADOS DE PRIMERA INSTANCIA DE PARLA- PLANTA 2- ;434557;4453452;;2022-171
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de San Romualdo;26;;;28037;ENTRADA SALA PRIMEROS AUXILIOS ;447253;4476573;8:00 A 21:00 LS A VS / FIN DE SEMANA 6:30 A 7:30/23:30 A 00:00;2018-2692
Otros;Privada;106;Parla;CALLE;Icíar Bollaín;6;;;28981;RECEPCION - CAFETERIA NAVE 66;433453;4453128;;2022-217
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;Vía Carpetana;57;;;28047;CENTRO DEPORTIVO MUNICIPAL ANTIGUO CANODROMO ;437604;4472194;;2022-237
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;del Payaso Fofó;;;;28018;CENTRO DEPORTIVO MUNICIPAL ANGEL NIETO (ANT.PTE VALLECAS) ;444010;4471408;;2022-238
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de El Provencio;20;;;28043;CENTRO DEPORTIVO MUNICIPAL LUIS ARAGONÉZ AYUNTAMIENTO DE MADRID;446753;4479650;;2022-248
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;PASEO;del Embarcadero;8;;;28011;CENTRO DEPORTIVO MUNICIPAL LAGO CASA DE CAMPO (NAVE CENTRAL) ;437941;4474302;;2022-271
Otros;Privada;014;Arganda del Rey;AVDA;de Madrid;64;;;28500;ALMACEN ;459923;4461937;7H - 23H;2018-1931
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;AVDA;de Rafaela Ybarra;52;;;28026;CENTRO DEPORTIVO MUNICIPAL ORCASITAS ;439511;4469706;;2022-286
Otros;Privada;079;Madrid;AVDA;Central;34;;;28042;CENTRO DE CARGA AÉREA DE BARAJAS POL.INDUSTRIAL PROLOGIS PARK -;450798;4478515;10:00 a 19:00;2022-288
Otros;Privada;079;Madrid;PLAZA;de Santa Bárbara;3;;;28004;ASOC. NACIONAL DE PERFUMERIA Y COSMETICA ;440918;4475423;;2022-290
Establecimiento dependiente de una Administración Pública;Pública;141;Sevilla la Nueva;AVDA;del Guadarrama;0;;;28609;POLIDEPORTIVO HÉCTOR VALERO ;414016;4468013;segun actividad del recinto l-d;2021-422
Establecimiento dependiente de una Administración Pública;Pública;141;Sevilla la Nueva;CALLE;Villanueva;14;;;28609;PABELLÓN ADOLFO SUÁREZ ;412499;4466885;SEGUN ACTIVIDAD DEL RECINTO L-D;2021-423
Otros;Privada;161;Valdemoro;AVDA;del Sur;20;;;28343;DE LA FUENTE INTERNATIONAL MOVERS ;442764;4450206;;2021-425
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;Vía de los Poblados;1;;;28033;HALL ENTRADA PLANTA 3 EDIF F ;446101;4480843;L-V 10-16;2021-469
Establecimiento hotelero con más de 100 plazas;Privada;047;Collado Villalba;AVDA;Juan Carlos I;45;;;28400;HALL ENTRADA DEL HOTEL ;414573;4498662;24 HORAS;2018-2965
Aeropuertos;Pública;079;Madrid;AVDA;de la Hispanidad;0;;;28042;FILTRO DE TRIPULACIONES T2 OFICINAS Aeropuerto Adolfo Suarez Madrid-Barajas;449721;4482599;;2022-12
Aeropuertos;Pública;079;Madrid;AVDA;de la Hispanidad;0;;;28042;Patio Carrillos T123 Patio Central T1 Aeropuerto Adolfo Suarez Madrid-Barajas;449721;4482599;;2022-18
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de Pradillo;66;2;;28002;PLANTA 2/ REGISTRO CIVIL ;443333;4477919;;2022-46
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de Pradillo;66;4;;28002;PLANTA 4 /REGISTRO CIVIL ;443333;4477919;;2022-47
Otros;Pública;176;Villanueva de la Cañada;AVDA;Dehesa;1;;;28691;Coche Policia Local -Coche nº 2 Itinerante DISPOSITIVO MOVIL;415335;4478633;24 H;2021-505
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;PLAZA;de Castilla;1;7;;28046;EN LA PLANTA 7 DERECHA D.G. INFRAESTRUCTURAS JUDICIALES;441487;4479614;;2021-765
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;PLAZA;de Castilla;1;5;;28046;EN LA PLANTA 5 IZQUIERDA D.G. INFRAESTRUCTURAS JUDICIALES;441487;4479614;;2021-763
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;del Conde Duque;9;;;28015;ACCESO PATIO NORTE IZQUIERDA RELOJ FICHAJE CENTRO CULTURAL CONTEMPORANEA;439675;4475343;24H;2022-77
Establecimiento dependiente de una Administración Pública;Pública;074;Leganés;PLAZA;Comunidad de Madrid;5;B;;28914;JUZGADOS DE LEGANES. SEGURIDAD. PLANTA BAJA ;435633;4464397;;2021-838
Otros;Privada;079;Madrid;CALLE;de Titán;15;0-2;;28045;Mahou San Miguel Acceso ascensores Planta 12 ;442278;4471368;Lunes a Viernes de 08:00 a 20:00;2022-109
Centro educativo;Privada;079;Madrid;CALLE;de Antonio López;81;;;28026;Recepción ;440140;4471649;8-19;2022-204
Otros;Privada;079;Madrid;CALLE;INSTALADO EN VEHICULO - DISPOSITIVO MOVIL;95;;;28053;;442732;4471463;24H;2022-225
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;del Tranvía de Arganda;4;;;28031;CENTRO DEPORTIVO MUNICIPAL PALOMERAS SALIDA PISTAS AYUNTAMIENTO DE MADRID;446125;4470422;;2022-305
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de Andrés Arteaga;5;;;28026;CENTRO DEPORTIVO MUNICIPAL MOSCARDO V ;440035;4471081;;2022-307
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de Martínez Corrochano;26;;;28007;CENTRO DEPORTIVO MUNICIPAL LAS ADELFAS ;443237;4472649;;2022-308
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;PLAZA;de las Cortes;7;;;28014;EN EL GIMNASIO ;440985;4474001;24 H;2019-796
Centro educativo;Privada;181;Villaviciosa de Odón;CALLE;Tajo;S/N;;;28670;RECEPCIÓN - EDIFICIO E ;421995;4469694;HORARIO DE LA UNIVERSIDAD;2018-2115
Establecimiento dependiente de una Administración Pública;Pública;148;Torrejón de Ardoz;CALLE;Londres;5;;;28850;CASA DE LA CULTURA ;459826;4478937;24/7;2021-392
Establecimiento dependiente de una Administración Pública;Pública;148;Torrejón de Ardoz;CALLE;Hilados;0;;;28850;CENTRO CULTURAL EL PARQUE ;460731;4477635;24/7;2021-393
Centro de trabajo con más de 250 trabajadores;Privada;130;San Fernando de Henares;CALLE;Vergara;13;;;28830;PASILLO SANITARIO. ANTES DE DESPACHO MÉDICO Y DE ENFERMERÍA EXPLOTACIÓN RESIDENCIA REAL SITIO DE SAN FERNANDO;454993;4474539;24h;2018-697
Aeropuertos;Pública;079;Madrid;AVDA;de la Hispanidad;0;;;28042;PATIO CARRILLOS T4 NORTE DERECHA ;449721;4482599;;2021-463
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de María de Portugal;9;BAJA;;28050;EN RECEPCIÓN INITECX PLANTAS INDUSTRIALES SAU;444026;4483423;24 HORAS;2021-487
Centro de trabajo con más de 250 trabajadores;Privada;115;Pozuelo de Alarcón;VREDA;de los Zapateros;0;;;28223;PRIMERA PLANTA. AL LADO ESCALERAS FLOWSERVE SIHI SPAIN,S.L.;428849;4476529;24H;2021-488
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de Torrelaguna;79;B;COMED;28043;COFELY ESPAÑA ENGIE;444296;4477663;7:30 A 19:00;2017-154
Otros;Privada;005;Alcalá de Henares;CALLE;Iplacea;6;;;28802;P.I. LAS MANTILLAS-P2 oficinas ;466170;4480289;7:15-17:00;2021-530
Centro educativo;Privada;080;Majadahonda;CTRA;M-516 (Boadilla);100;;;28220;Secretaria ;425238;4478712;;2021-535
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;PLAZA;de Castilla;1;B;;28046;ENTRADA/SEGURIDAD ;441487;4479614;;2022-56
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;PLAZA;de Castilla;1;2;;28046;EN LA PLANTA 2ª IZQUIERDA D.G. INFRAESTRUCTURAS;441487;4479614;;2021-758
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;del Poeta Joan Maragall;66;4;;28020;EN LA PLANTA 4 D.G. INFRAESTRUCTURAS;441403;4479604;;2021-695
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;del Poeta Joan Maragall;66;3;;28020;EN LA PLANTA 3 D.G. INFRAESTRUCTURAS;441403;4479604;;2021-696
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de Montalbán;1;;;28014;FASE 2 - PLANTA 2 - CENTRO DE CONTROL 3 ;441312;4474480;24H;2022-87
Otros;Privada;065;Getafe;CALLE;de la Calidad;68;;;28906;POLIGONO INDUSTRIAL LOS OLIVOS , 68 NAVE JOAQUIN AYORA SAU;441502;4463023;;2022-91
Otros;Privada;058;Fuenlabrada;URB;Nuevo Versalles;29;;;28942;C.P. NUEVO VERSALLES 29 ;429418;4461066;;2022-97
Establecimiento dependiente de una Administración Pública;Pública;074;Leganés;PLAZA;Comunidad de Madrid;5;3;;28914;JUZGADOS DE LEGANES. PLANTA TERCERA ;435633;4464397;;2021-840
Instalaciones de transporte;Pública;079;Madrid;PLAZA;de Manuel Becerra;4;;;28028;DENTRO DE LA ESTACIÓN DE MANUEL BECERRA, EN ACCESO LÍNEA 6 HALL ;443211;4475434;;2022-137
Grandes establecimientos comerciales con una superficie superior a 2500 m2;Privada;148;Torrejón de Ardoz;CTRA;Ajalvir;0;;;28850;HALL CINES FRENTE ZONA DULCERIA YELMO FILMS CENTRO COMERCIAL;459235;4480715;;2022-138
Otros;Privada;079;Madrid;CALLE;de Santiago Rusiñol;12;;;28040;EDIFICIO 2 - ENUSA INDUSTRIAS AVANZADAS ;439199;4477646;;2022-166
Otros;Privada;079;Madrid;CALLE;de Santiago Rusiñol;12;;;28040;ENTRADA DEL EDIFICIO - ENUSA INDUSTRIAS AVANZADAS ;439199;4477646;;2022-167
Establecimiento dependiente de una Administración Pública;Pública;075;Loeches;CALLE;la Estrella;14;;;28890;POLIDEPORTIVO JOSE RODRIGUEZ AYUNTAMIENTO DE LOECHES;464888;4470095;;2022-176
Instalaciones de transporte;Pública;065;Getafe;AVDA;del Casar;0;;;28903;DENTRO DE LA ESTACIÓN DE METRO DEL CASAR EN EL VESTÍBULO;439677;4463373;;2018-3143
Centro educativo;Privada;181;Villaviciosa de Odón;CALLE;Tajo;S/N;;;28670;RECEPCIÓN - EDIFICIO B ;421968;4469463;HORARIO DE LA UNIVERSIDAD;2018-2114
Centro educativo;Privada;181;Villaviciosa de Odón;CALLE;Tajo;s/n;;;28670;RECEPCIÓN - EDIFICIO A ;421999;4469304;HORARIO DE LA UNIVERSIDAD;2018-2109
Aeropuertos;Pública;079;Madrid;AVDA;de la Hispanidad;0;;;28042;SOTANO HIPODROMOS T4 1 AEROPUERTO ADOLFO SUAREZ MADRID-BARAJAS;449721;4482599;;2021-467
Centro educativo;Pública;079;Madrid;CALLE;de Arturo Soria;140;BAJA;;28043;CONSERVATORIO DE MÚSICA ARTURO SORIA PASILLO DE ACCESO A CAFETERÍA Y DESPACHOS EQUIPO DIRECTIVO;444690;4478086;9:00 A 22:00;2017-164
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;PASEO;EUROP ASSITANCE SERVICIOS INTEGRALES;130;1;;28046;;441060;4477660;24H;2018-1178
Centro de trabajo con más de 250 trabajadores;Pública;079;Madrid;CALLE;de O'Donnell;50;BAJA;;28009;CONSEJERÍA DE POLÍTICAS SOCIALES Y FAMILIA ;443067;4474716;24H;2018-2378
Otros;Privada;006;Alcobendas;AVDA;de la Transición Española;32;;;28108;Lateral de manguera de incendios ;447421;4487352;L-V 10-18;2021-560
Grandes establecimientos comerciales con una superficie superior a 2500 m2;Privada;079;Madrid;CALLE;de la Calderilla;1;;;28054;KIABI ESPAÑA KSCE S.A. hall principal acceso a oficinas-C.C. ISLA AZUL;437378;4468533;HORARIO COMERCIAL;2020-307
Centro educativo;Pública;074;Leganés;AVDA;Universidad;30;BAJA;;28911;EDIF 5 AUDITORIO UNIVERSIDAD CARLOS III DE MADRID;438249;4462991;8-21;2018-450
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;Gran Vía;52;B;;28013;EN LA ZONA DE SEGURIDAD DE LA PLANTA BAJA ;440034;4474734;;2021-926
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;AVDA;de los Hermanos García Noblejas;37;5;;28037;PLANTA 5. JUZGADOS DE MENORES ;446269;4475917;;2021-927
Centro educativo;Privada;079;Madrid;AVDA;de la Albufera;319;;;28038;CLECE SERVICIOS SOCIALES-Planta 5 ;446274;4470615;L a V 8:30?17:30;2021-940
Otros;Privada;005;Alcalá de Henares;AVDA;Juan Carlos I;6;;;28806;VITRINAS EN EL HALL PRINCIPAL DE EXPOSICIÓN DE COCHES POLIGONO INDUSTRIAL LA GARENA;466401;4481208;L a V 8 a 20 h / S  8 a 14 h;2019-1321
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Pública;176;Villanueva de la Cañada;CALLE;Polideportivo;0;;;28691;Polideportivo Santiago Apostol-Entrada Principal ;415666;4478665;L-V 9-22:30 S y D 10-21;2021-500
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de la Castellana;55;;;28032;RECEPCION ;441363;4476670;24h;2019-2649
Centro de trabajo con más de 250 trabajadores;Privada;127;Rozas de Madrid, Las;CALLE;Entrada, Planta Baja;1;;;28232;;433321;4476953;DE 8:30 A 19:00;2019-150
Otros;Privada;079;Madrid;CALLE;de Yécora;31;;;28022;CONSERJERIA ;451274;4477277;;2022-125
Otros;Privada;013;Aranjuez;CTRA;Antigua Carretera N-IV;47,500;;;28300;Entrada edificio Admision ;444780;4430494;;2022-163
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de Barquillo;23;B;;28004;FISCALIA DEL TSJ DE LA COMUNIDAD DE MADRID ;440977;4474872;;2021-515
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;Gran Vía;12;2;;28013;PLANTA SEGUNDA /JUZGADOS ;440709;4474572;;2021-921
Establecimiento dependiente de una Administración Pública;Pública;074;Leganés;CALLE;Puerto de Somosierra;13;1;;28919;ENFRENTE DE LA SECRETARIA, AL LADO DE LA FOTOCOPIADORA ;441980;4475365;;2021-571
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Pública;177;Villanueva del Pardillo;AVDA;de los Estudiantes;2;;;28229;POLIDEPORTIVO MUNICIPAL PISCINA ;417595;4481796;;2021-634
Grandes establecimientos comerciales con una superficie superior a 2500 m2;Privada;104;Paracuellos de Jarama;AVDA;de Juan Pablo II;26;;;28860;PLANTA BAJA JUNTO ESCALERA MECANICA ACCESO PLANTA SUPERIOR CENTRO COMERCIAL MIRAMADRID;456454;4483721;;2021-669
Centro de trabajo con más de 250 trabajadores;Privada;065;Getafe;CALLE;Bell;24;;;28906;HALL ENTRADA PLANTA BAJA JUNTO RECEPCIÓN ZELENZA POL. IND. SAN MARCOS;441039;4460926;;2021-671
