tipo_establecimiento;tipo_titularidad;municipio_codigo;municipio_nombre;direccion_via_codigo;direccion_via_nombre;direccion_portal_numero;direccion_piso;direccion_puerta;direccion_codigo_postal;direccion_ubicacion;direccion_coordenada_x;direccion_coordenada_y;horario_acceso;codigo_dea
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;AVDA;del Ingeniero Emilio Herrera;23;;;28050;O.EMPLEO ;444660;4482651;08:30 - 14:30;2019-743
Establecimiento dependiente de una Administración Pública;Pública;148;Torrejón de Ardoz;CALLE;;10;;;28850;;459151;4478519;08:30 - 14:30;2019-744
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de Antonio López;101;;;28026;O.EMPLEO . ;440298;4471497;08:30 - 14:30;2019-745
Establecimiento dependiente de una Administración Pública;Pública;161;Valdemoro;PASEO;de la Estación;17;;;28343;O.EMPLEO ;442885;4449354;8:30-14:30;2019-746
Establecimiento dependiente de una Administración Pública;Pública;047;Collado Villalba;CALLE;Piedrahita;42;;;28400;O.E. EMPLEO ;415312;4498981;8:30 - 14:30;2019-747
Establecimiento dependiente de una Administración Pública;Pública;047;Collado Villalba;CALLE;Piedrahita;42;;;28400;O.EMPLEO ;415312;4498981;8:30-14:30;2019-748
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de Salsipuedes;7;;;28021;O.EMPLEO ;440045;4466242;8:30 - 14:30;2019-749
Otros;Privada;079;Madrid;CALLE;de Alfredo Marquerie;43;;;28034;HOTEL EUROSTAR MIRASIERRA ;440340;4482003;24 H;2019-926
Centro educativo;Privada;079;Madrid;CMNO;del Río;5;;;28041;PASILLO DIRECCIÓN AL LADO DE ASEOS PROFESORES ;440636;4469314;;2019-961
Otros;Privada;079;Madrid;CALLE;de San Norberto;48;2;;28021;PLANTA 2ª - SALIDA DE EMERGENCIA JUNTO ACCESO PRINCIPAL A OFICINA ;440075;4465750;24 H;2019-963
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de La Coruña;25;baja;;28020;PLANTA BAJA VESTÍBULO ;440694;4478526;;2019-2605
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;CALLE;de Claudio Coello;139;;;28006;EN EL HALL HOTEL MELIÁ MADRID SERRANO;441868;4476360;;2019-2618
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;CALLE;de Claudio Coello;139;5ª;;28006;HOTEL MELIÁ MADRID SERRANO ;441868;4476360;;2019-2619
Otros;Privada;079;Madrid;CALLE;de Orense;58;7;;28020;OFICEE DE LA OFICINA BOEHRINGER INGELHEIM ESPAÑA S.A.;441174;4479017;8:30-18:00H;2019-505
Otros;Privada;049;Coslada;AVDA;de la Cañada;64-66;;;28820;ENTRADA DE PERSONAL ;454133;4476563;24H;2019-2643
Centro educativo;Pública;;;;C/ DE LOS ARADOS 10, 28944, FUENLABRADA;;;;;GIMNASIO;432221;4458972;;2019-2681
Centro educativo;Pública;;;;C/ DE EZCARAY 3, 28032, VICALVARO;;;;;HALL ENTRADA;447931;4473486;;2019-2682
Otros;Privada;079;Madrid;PASEO;de la Castellana;280;1;;28046;SALA DE COMEDOR PRIMERA PLANTA ;441865;4480847;24 H;2019-2699
Otros;Privada;006;Alcobendas;AVDA;de la Transición Española;36;2;;28108;PARQUE EMPRESARIAL OMEGA EDIFICIO A JUNTO A LAS TAQUILLAS DEL PERSONAL;447299;4487141;07:00 a 20:00;2019-2708
Establecimiento hotelero con más de 100 plazas;Privada;065;Getafe;AVDA;Ada Lovelace;23;;;28906;RECEPCIÓN HOTEL ELEGANCE GETAFE ;440870;4460207;;2019-2709
Centro educativo;Privada;079;Madrid;PLAZA;de Santa Ana;13;0;;28012;DETRAS DE SECRETARIA ;440506;4473983;DURANTE EL HORARIO DEL CENTRO;2019-2384
Otros;Privada;079;Madrid;CALLE;de Arequipa;13;;;28043;EDIFICIO AUDITORIO - PASILLO ENTRADA ;446258;4480004;lunes a viernes 9:00 a 14:00;2019-2385
Centro educativo;Pública;;;;AVDA. VEINTICINCO DE SEPTIEMBRE 3, 28027, MADRID;;;;;JUNTO CONSERJERIA;446953;4477212;;2019-2482
Centro educativo;Pública;;;;C/ DE LA FUENTE 36, 28944, FUENLABRADA;;;;;GIMNASIO;433008;4458939;;2019-2483
Centro educativo;Pública;;;;C/ DE LA FUENTE 36, 28944, FUENLABRADA;;;;;HALL PRINCIPAL;433008;4458939;;2019-2484
Centro educativo;Pública;;;;AVDA. LOS CASTILLOS 5, 28925, ALCORCON;;;;;EDIF. A - HALL PRINCIPAL;431047;4467989;;2019-2485
Centro educativo;Pública;;;;AVDA. LOS CASTILLOS 5, 28925, ALCORCON;;;;;EDIF. B - HALL PRINCIPAL;431047;4467989;;2019-2486
Centro educativo;Pública;;;;C/ TOLEDO 44, 28901, GETAFE;;;;;EDIF. H - HALL PRINCIPAL;437554;4461314;;2019-2487
Centro educativo;Pública;;;;C/ TOLEDO 44, 28901, GETAFE;;;;;EDIF. PPAL. - CONSERJERIA;437554;4461314;;2019-2488
Centro educativo;Pública;;;;AVDA. ABRANTES 5, 28025, MADRID;;;;;EDIF. BERCEO 1;438719;4470709;;2019-2489
Centro educativo;Pública;;;;AVDA. ABRANTES 5, 28025, MADRID;;;;;EDIF. BERCEO 2;438719;4470709;;2019-2490
Centro educativo;Pública;;;;C/ RUIZ ALARCON 2, 28400, COLLADO VILLALBA;;;;;PLANTA 2;414970;4497466;;2019-2491
Centro educativo;Pública;;;;C/ TERESA BERGANZA 35, 28200, SAN LORENZO DE EL ESCORIAL;;;;;HALL PRINCIPAL;403947;4495077;;2019-2492
Centro educativo;Pública;;;;C/ FELIX CANDELA 4, 28033, MADRID;;;;;HALL PRINCIPAL;447177;4483066;;2019-2493
Centro educativo;Pública;;;;PLAZA DOS DE MAYO 2, 28004, MADRID;;;;;HALL PRINCIPAL;440234;4475375;;2019-2494
Otros;Privada;079;Madrid;CALLE;de Brescia;19;;;28028;HALL ENTRADA A MANO IZQUIERDA ;443831;4476442;;2019-2614
Otros;Privada;079;Madrid;CALLE;del Valle de Tobalina;58;;J;28021;RECEPCIÓN ENTRADA FEDERAL SIGNAL VAMA SA;439653;4465806;L A J 8-13 17-17  V 8-14;2019-2620
Otros;Pública;106;Parla;CALLE;Humanes;27;;;28981;ENTRADA AL CENTRO ;434264;4454333;08:00 a 20:00 H;2019-2633
Otros;Privada;079;Madrid;CALLE;OFICINAS;9;;;;;443706;4479964;DE OFICINA;2019-2634
Otros;Privada;079;Madrid;CALLE;de Viriato;73;1;A;28010;ALMACEN DE MATERIALES ;441038;4476350;L-M-J-V 15:30-20:30 // X 9:30-14:00;2019-2635
Otros;Privada;127;Rozas de Madrid, Las;CALLE;Ramón y Cajal;2;;;28232;PASILLO DE GARITA DE CONSERJERÍA JUNTO ENTRADA DE LA MISMA ;424032;4486151;24 H;2019-2637
Otros;Privada;065;Getafe;CALLE;de Helena Rubinstein;2;1;;28906;PASILLO CENTRAL DE OFICINAS ENTRE ASEO DE SEÑORAS Y SALA DE JUNTA ;441062;4460623;6:30-18:00;2019-2638
Instalaciones de transporte;Pública;079;Madrid;CALLE;de Pobladura del Valle;4;;;28037;DENTRO DE ESTACIÓN DE METRO SAN BLAS, EN VESTÍBULO ;447748;4475391;;2019-23
Instalaciones de transporte;Pública;079;Madrid;AVDA;de Oporto;2;;;28019;DENTRO ESTACIÓN PLAZA ELIPTICA. EN VEST.VIA LUSITANA/AV.OPORTO/ PLAZA FDEZ. LADREDA;439015;4470769;;2019-26
Instalaciones de transporte;Pública;079;Madrid;CALLE;de Luis del Campo;0;;;28017;DENTRO ESTACIÓN DE METRO GARCÍA NOBLEJAS, ENEL VESTÍBULO ;446391;4475574;;2019-34
Centro educativo;Pública;;;;C/ SONDICA 2, 28044, MADRID;;;;;PLANTA BAJA, JUNTO CALDERA;435267;4469631;;2019-1430
Centro educativo;Pública;;;;C/ FRAY JOSE CERDEIRIÑA 51, 28024, MADRID;;;;;HALL ENTRADA;433880;4470632;;2019-1431
Centro educativo;Pública;;;;C/ MAQUEDA 86, 28024, MADRID;;;;;SALA DE PROFESORES;435180;4471345;;2019-1432
Centro educativo;Pública;;;;C/ SEVERINO AZNAR EMBID 6-8, 28011, MADRID;;;;;HALL ENTRADA;437308;4473321;;2019-1433
Centro educativo;Pública;;;;C/ MUÑICO 1, 28047, MADRID;;;;;HALL ENTRADA;437121;4472687;;2019-1434
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de Almagro;9;;;28010;JUNTO CAFETERÍA ;441155;4475686;24 HORAS;2019-1922
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de Santa Hortensia;26;;;28002;ASCENSORES B ;443504;4477214;24 H;2019-1932
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de Santa Hortensia;26;7;;28002;ASCENSORES A ;443504;4477214;24 H;2019-1933
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de Santa Hortensia;26;2;;28002;PASILLO FUERA SERVICIO MÉDICO ;443504;4477214;24 H;2019-1934
Otros;Pública;174;Villamanta;CÑADA;Real Segoviana;s/n;;;28610;invierno edificio polideportivo/verano piscina ;405706;4461259;;2018-1384
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de Cronos;1;;;28037;PASILLO SERVICIO MÉDICO ;447502;4476817;24H;2019-1935
Centro educativo;Privada;079;Madrid;PASEO;de Extremadura;165;1;;28011;ENTRADA PARED CONSERJERIA ;436984;4473344;;2019-1943
Centro educativo;Privada;131;San Lorenzo de El Escorial;AVDA;Juan de Borbón y Battenberg;2;;;28200;RECEPCION ;402800;4493849;24H;2019-2081
Centro de trabajo con más de 250 trabajadores;Pública;079;Madrid;AVDA;de la Ciudad de Barcelona;6;;;28007;RECEPCION SEGURIDAD PARED TRASERA ;441827;4473002;7:00 a 21:00 DE L a v;2019-2083
Otros;Privada;079;Madrid;CALLE;de La Rioja;19;;;28042;PASILLO DE ACCESO ;450205;4478859;24 HORAS;2019-2087
Otros;Privada;123;Rivas-Vaciamadrid;CALLE;Marie Curie;17;1;;28521;EDIFICIO 1 1ª PLANTA, ZONA 2 FRENTE SALA DE DESCANSO PLAZA MAYOR;455589;4465881;24 H;2019-545
Centro educativo;Pública;183;Zarzalejo;CALLE;ROBLEDONDO. HALL DE ENTRADA;4;;;;C.R.A. SIERRA OESTE ZARZALEJO;397815;4492551;;2019-2368
Centro educativo;Pública;090;Moralzarzal;CALLE;del Caño;1;;;28411;EN EL HALL DE ENTRADA CEPA ALMAJAN;417744;4503877;;2019-2369
Otros;Privada;013;Aranjuez;CTRA;de Andalucía;50.5;;;28300;EN COCINAS JUNTO A LAS CAMARAS FRIGORIFICAS ;448256;4428508;;2019-2378
Otros;Privada;130;San Fernando de Henares;CALLE;Vidrieros;9;0;;28830;TABLON DE SEGURIDAD , ACCESO NAVE TALLER Y ALMACEN ;448500;4477272;8:00-18:30;2019-2382
Otros;Privada;079;Madrid;CALLE;del Padre Claret;17;BAJA;;28002;LOCAL ;443658;4477603;;2019-2402
Otros;Privada;079;Madrid;CALLE;de Miguel Fleta;9;1;;28037;AL LADO ASEOS 1ª PLANTA ;446427;4475876;horario oficina de 08:00 a 18:00 de lunes a viernes;2019-2403
Centro de trabajo con más de 250 trabajadores;Privada;180;Villarejo de Salvanés;AVDA;Hermanos Gómez Cuétara;1;;;28590;SERVICIO MÉDICO ;475323;4447236;24 H;2019-2407
Centro educativo;Privada;106;Parla;CALLE;Reina Victoria;27;1;;28982;PLANTA 1ª ;434402;4453980;SEPT. a JUN. 8:30 a 20:30 - JUL 8:30 a 15:30 - AGO 9:00 a 14:00;2019-2414
Grandes establecimientos comerciales con una superficie superior a 2500 m2;Privada;005;Alcalá de Henares;CALLE;Valentín Juara Bellot;4;;;28805;CENTRO COMERCIAL ALCALÁ MAGNA ;469515;4487891;;2019-2417
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de la Princesa;5;1;;28008;HALL PRINCIPAL PLANTA BAJA JUNTO ARCHIVOS ;439520;4475224;;2019-2421
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;AVDA;de Monforte de Lemos;s/n;;;28050;VESTIBULO ACCESO EDIFICIO OESTE ;440349;4481310;24 H;2019-2427
Centro educativo;Privada;079;Madrid;CALLE;de San Anastasio;4;;;28005;COLEGIO DOS PARQUES ;440310;4472085;;2019-102
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;CALLE;de Abada;7;;;28013;RECEPCION , POSTERIOR PUESTO DE CONTROL ;440253;4474518;;2019-227
Centro educativo;Privada;074;Leganés;CALLE;San Vicente;17;;;28912;ENTRADA PORC/SAN NICOLAS 13 ;435467;4464665;HORARIO ESCOLAR DE 8:00 A 18:00 HORAS;2019-228
Grandes establecimientos comerciales con una superficie superior a 2500 m2;Privada;005;Alcalá de Henares;CALLE;Valentín Juara Bellot;4;;;28805;CENTRO COMERCIAL ALCALÁ MAGNA ;469580;4487291;;2019-2418
Establecimiento dependiente de una Administración Pública;Pública;015;Arroyomolinos;CALLE;CEIP FRANCISCO ORELLANA - JUNTO SECRETARIA;19;;;28939;;422706;4458068;;2019-2718
Establecimiento dependiente de una Administración Pública;Pública;015;Arroyomolinos;CALLE;CEIP EL TORREON - CONSERJERIA;6;;;28939;;421892;4457836;;2019-2720
Establecimiento dependiente de una Administración Pública;Pública;015;Arroyomolinos;CALLE;CENTRO DE LAS ARTES - RECEPCION;25;;;28939;;422148;4458420;;2019-2721
Establecimiento dependiente de una Administración Pública;Pública;015;Arroyomolinos;CALLE;POLIDEPORTIVO LA DEHESA - ENTRADA RECEPCION;44;;;28939;;422395;4458509;;2019-2722
Establecimiento dependiente de una Administración Pública;Pública;015;Arroyomolinos;CALLE;CENTRO POLIFUNCIONAL - PLANTA BAJA;3;;;28939;;421721;4457966;;2019-2724
Establecimiento dependiente de una Administración Pública;Pública;015;Arroyomolinos;CALLE;EDIFICIO URBANISMO - ENTRADA;21;;;28939;;421889;4458020;;2019-2726
Establecimiento dependiente de una Administración Pública;Pública;015;Arroyomolinos;CALLE;POLIDEPORTIVO LA DEHESA - PISCINA;44;;;28939;;422395;4458509;;2019-2729
Establecimiento dependiente de una Administración Pública;Pública;015;Arroyomolinos;CALLE;POLIDEPORTIVO EL TORREON - CONSERJERIA;1;;;28939;;421719;4457880;;2019-2730
Establecimiento dependiente de una Administración Pública;Pública;015;Arroyomolinos;CALLE;POLIDEPORTIVO LOS MOSQUITOS - RECEPCION;110;;;28939;;422336;4460552;;2019-2731
Otros;Privada;005;Alcalá de Henares;CALLE;RECEPCION ENTRADA EDIFICIO;10;;;28806;Polígono Industrial Bañuelos;465643;4484272;24 H;2019-2753
Centro de trabajo con más de 250 trabajadores;Pública;079;Madrid;PASEO;del Prado;4;;;28014;VESTIBULO PRINCIPAL ACCESIBLE DESDE PASEO DEL PRADO 4 ;441081;4474285;24 H 7 D;2019-2380
Grandes establecimientos comerciales con una superficie superior a 2500 m2;Privada;123;Rivas-Vaciamadrid;AVDA;de la Técnica;0;;;28529;CENTRO COMERCIAL PARQUE RIVAS EN LA ENTRADA FRENTE MOSTRADOR DE INFORMACIÓN;454654;4465690;L-V 7:00-21:30 - S 7:30-22:00 D 9:00-15:00;2019-2505
Centro educativo;Pública;;;;C/ RAFAEL SANCHEZ FERLOSIO S/N, 28830, SAN FERNANDO DE HENARES;;;;;HALL ENTRADA;455088;4474805;;2019-2651
Centro educativo;Pública;;;;C/ALEMANIA 1, 28907, GETAFE;;;;;EDIF. INFANTIL - HALL;437324;4464300;;2019-2652
Centro educativo;Pública;;;;C/ALEMANIA 1, 28907, GETAFE;;;;;EDIF. PRIMARIA - HALL;437324;4464300;;2019-2653
Centro educativo;Pública;;;;AVDA. DE LOYOLA 23, 28300, ARANJUEZ;;;;;PLANTA 2 - PASILLO PPAL.;447408;4431016;;2019-2654
Centro educativo;Pública;;;;C/ JOSE CAÑAVERAS S/N, 28570, ORUSCO DE TAJUÑA;;;;;HALL ENTRADA;482254;4459227;;2019-2655
Centro educativo;Pública;;;;C/ CARLOS RUIZ S/N, 28512, VILLAR DEL OLMO;;;;;HALL ENTRADA;479981;4465143;;2019-2656
Centro educativo;Pública;;;;C/ REAL 77, 28743, CANENCIA;;;;;PASILLO PPAL.;437688;4528646;;2019-2657
Centro educativo;Pública;;;;C/ VEREDA DE LAS ERAS 1, 28743, GARGANTA DE LOS MONTES;;;;;ENTRADA COMEDOR;442251;4530389;;2019-2658
Centro educativo;Pública;;;;C/ LUNA 2, 28742, LOZOYA;;;;;HALL ENTRADA;433461;4533471;;2019-2659
Centro educativo;Pública;;;;C/ LUNA 2, 28742, LOZOYA;;;;;ENTRADA COMEDOR;433461;4533471;;2019-2660
Centro educativo;Pública;;;;C/ CANAL DE ISABEL II 1, 28749, PINILLA DEL VALLE;;;;;CUARTO DE APOYO;430734;4530992;;2019-2661
Centro educativo;Privada;079;Madrid;CALLE;de Zurbarán;21;;;28010;HALL PRINCIPAL ;441354;4475675;L A V DE 8:00 A 19:00;2019-2676
Centro educativo;Pública;007;Alcorcón;CALLE;las Hayas;1;;;28922;ESQUINA CALLE LOS SAUCES HALL DE ENTRADA PRINCIPAL;428941;4465149;9:00-16:00;2019-2679
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;CALLE;de las Huertas;16;;;28012;CUARTO DETRAS DE RECEPCIÓN ;440579;4473939;24 H;2019-2680
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de Velázquez;74;baja;;28001;HALL PRINCIPAL PLANTA BAJA ;442002;4475636;24 H;2019-2707
Centro educativo;Privada;079;Madrid;CALLE;de Martín de Vargas;17;;;28005;;440452;4472714;08:30-21:30;2019-187
Centro educativo;Privada;079;Madrid;CALLE;de Francisco Iglesias;17;;;28038;;443470;4472277;08:30-21:30;2019-189
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;PASEO;de la Castellana;191;;;28046;;441534;4479854;24 H;2019-190
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;AVDA;del Llano Castellano;51;0;;28034;- -;441899;4482240;;2019-201
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;AVDA;del Llano Castellano;51;;;28034;ENTREPLANTA ;441899;4482240;;2019-203
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de Cifuentes;5;;;28021;LA NAVE. AYUNTAMIENTO DE MADRID LA NAVE (TORRE) ENTRADA CUARTO DE SEGURIDAD;440917;4466665;24 H;2019-204
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;AVDA;del Llano Castellano;51;2;;28034;- -;441899;4482240;;2019-206
Centro educativo;Privada;006;Alcobendas;CALLE;de la Iglesia;1;;;28100;PRIMERA PLANTA ENFRENTE DIRECCIÓN ;468092;4463650;;2019-375
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;CALLE;del Timón;35;;;28042;HALL RECEPCIÓN ;450376;4480416;;2019-421
Establecimiento dependiente de una Administración Pública;Pública;010;Alpedrete;PLAZA;de la Villa;1;;;28430;PROTECCIÓN CIVIL ALPEDRETE. VEHICULO DE EMERGENCIAS AYUNTAMIENTO DE ALPEDRETE. MATRÍCULA 8586HCT;413333;4501551;24 H;2019-597
Establecimiento dependiente de una Administración Pública;Pública;010;Alpedrete;PLAZA;de la Villa;1;;;28430;PLAZA DEL AYUNTAMIENTO EN LA PLAZA AYUNTAMIENTO DE ALPEDRETE;413464;4501383;24 H;2019-598
Otros;Privada;079;Madrid;CALLE;de Bárbara de Braganza;14;;;28004;Entrada, pared dcha detrás de Recepción ;441274;4474979;;2019-623
Centro de trabajo con más de 250 trabajadores;Privada;080;Majadahonda;CTRA;de Pozuelo de Alarcón;52;;;28222;Edif. 1 anexo. Recepción ;427594;4477782;;2019-624
Centro de trabajo con más de 250 trabajadores;Privada;080;Majadahonda;CTRA;de Pozuelo de Alarcón;52;;;28222;Ed.2, Recepción ;427623;4477789;;2019-625
Grandes establecimientos comerciales con una superficie superior a 2500 m2;Privada;079;Madrid;AVDA;del General Perón;40;;;28020;C.C. Portal B, pasada puerta a la dcha. ;441331;4478127;;2019-626
Centro educativo;Privada;079;Madrid;CALLE;de Mateo Inurria;20;;;28036;;442037;4479825;;2019-726
Centro educativo;Privada;005;Alcalá de Henares;AVDA;Jesuitas;34;;;28806;PASILLO FRENTE A SECRETARIA ;469270;4483059;;2019-727
Centro educativo;Privada;123;Rivas-Vaciamadrid;AVDA;de Pablo Iglesias;84;;;28521;;455659;4466172;L-V 7:00 - 19:00;2019-728
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Pública;058;Fuenlabrada;CMNO;Bajo de Getafe;228.94;;;28946;"PISCINA MUNICIPAL""COMPLEJO DEPORTIVO FERMÍN CACHO"" ";434756;4459202;M A D Y FESTIVOS 10:30 A 20:00  L 14:00 A 20:00;2019-729
Otros;Privada;079;Madrid;CALLE;de Estébanez Calderón;3;1;;28020;HUECO CENTRAL DONDE ESTA LA IMPRESORA ;441439;4479442;;2019-730
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Pública;144;Soto del Real;CALLE;la Orden-Prado Real;6;;;28791;COMPLEJO DEPORTIVO PRADO REAL ;433750;4511520;L a V 8:00 a 22:00. S, D y Festivos de apertura 9:00 a 14:00;2019-731
Establecimiento dependiente de una Administración Pública;Pública;080;Majadahonda;RONDA;Carralero;21;;;28222;O.EMPLEO ;426031;4478880;8:30-14:30;2019-762
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de la Hacienda de Pavones;350;;;28030;;446179;4472224;8:30-14:30;2019-763
Establecimiento dependiente de una Administración Pública;Pública;092;Móstoles;CALLE;del Pintor Velázquez;57;;;28935;SEPE ;425140;4463855;08:30-14:30;2019-764
Establecimiento dependiente de una Administración Pública;Pública;092;Móstoles;CALLE;del Pintor Velázquez;57;;;28935;OFICINA EMPLEO ;425140;4463855;08:30-14:30;2019-765
Otros;Privada;079;Madrid;AVDA;de Secundino Zuazo;75;;;28055;AL LADO DE CONSERJERÍA ;447753;4482967;24 H;2019-2404
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CTRA;M-607 Colmenar Viejo;13.8;;;;ENTRADA PRINCIPAL PARED PUESTO DE SEGURIDAD ;441407;4486808;;2019-2443
Otros;Privada;079;Madrid;CALLE;de Cabeza Mesada;5;4;;28031;RECEPCIÓN ;446559;4469757;de L a V de 08:00 - 14:00 y 15:30 - 18:00;2019-2445
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de O'Donnell;12;1;;28009;PRIMERA PLANTA - CONSEJERÍA EDUCACIÓN E INVESTIGACIÓN ;442498;4474771;07:00 a 20:00 de L a V;2019-2459
Establecimiento hotelero con más de 100 plazas;Privada;074;Leganés;AVDA;de la Recomba;11;;;28914;EN EL HALL DE ENTRADA HOTEL HOLIDAY INN EXPRESS;434161;4461947;24 HORAS;2019-2461
Establecimiento dependiente de una Administración Pública;Pública;181;Villaviciosa de Odón;CALLE;Torrelaguna;s/n;;;28670;CENTRO MIGUEL DELIBES - RECEPCIÓN AL LADO DE ASCENSOR ;453895;4451411;24 H;2019-2463
Establecimiento dependiente de una Administración Pública;Pública;181;Villaviciosa de Odón;AVDA;Príncipe de Asturias;163;;;28670;CENTRO CULTURAL COLISEO - RECEPCIÓN AL LADO DE ASCENSOR ;453901;4451489;24 H;2019-2464
Establecimiento dependiente de una Administración Pública;Pública;181;Villaviciosa de Odón;CALLE;Abrevadero;11;;;28670;SERVICIOS SOCIALES - PASILLO DESPACHOS ;454405;4451497;24 H;2019-2465
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Pública;181;Villaviciosa de Odón;AVDA;Manuel Gutiérrez Mellado;3;;;28670;POLIDPORTIVO MANUELGUTIERREZ - RECEPCIÓN ;423763;4467471;;2019-2466
Grandes establecimientos comerciales con una superficie superior a 2500 m2;Privada;007;Alcorcón;CALLE;POLIGONO INDUSTRIAL EL LUCERO;;;;28922;EN LA ENTRADA;427055;4466878;;2019-2510
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de Alfonso XII;;;;28014;MUSEO NACIONAL DE ANTROPOLOGIA VESTIBULO PRINCIPAL PARED IZQUIERDA;441549;4473259;24 H;2019-2544
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de Serrano;13;;;28001;MUSEO ARQUEOLOGICO NACIONAL BOTIQUIN DE LA ENTRADA DE LA EXPOSICIÓN PERMANENTE DEL MUSEO;441602;4474999;24 H;2019-2545
Otros;Privada;079;Madrid;CALLE;de María Reiche;2;;;28055;ENTRADA PRINCIPAL URBANIZACIÓN, ENFRENTE DE CONSERJERIA ;448005;4482126;24 H;2019-2549
Establecimiento hotelero con más de 100 plazas;Privada;026;Brunete;CALLE;Miguel de Cervantes;2;;;28690;PASILLO AL LADO DE RECEPCIÓN ;417020;4475234;;2019-2550
Otros;Privada;079;Madrid;CALLE;de Andrés Mellado;21;;;28015;ENTRADA, EN LA RECEPCION ;439390;4476000;L-V 7-23  , S y D 10-19;2019-2568
Otros;Privada;079;Madrid;CALLE;de Lagasca;105;1;DCHA.;28006;A LA DERECHA DE LA PUERTA DE ENTRADA ;441937;4476189;L-J 9-19 , V 9-15;2019-2569
Establecimiento hotelero con más de 100 plazas;Privada;038;Cercedilla;AVDA;del Marqués de la Valdavia;13;;;28470;RESIDENCIA DEL BANCO DE ESPAÑA EN RECEPCIÓN;409890;4509101;24 H;2019-2573
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de Labastida;1;;;28034;ENTRADA TRAS LA RECEPCIÓN Y DISTRIBUCIÓN ;441688;4482116;07:00 A 19:00;2019-2575
Otros;Privada;079;Madrid;CALLE;de Pedro de Valdivia;10;3ª;;28006;SONY PICTURES ENTERTAIMENT IBERIA ;441540;4476712;L A J 9-18 Y V 9-15;2019-2596
Otros;Privada;079;Madrid;CALLE;de Pedro de Valdivia;10;4ª;;28006;SONY PICTURES ENTERTAIMENT IBERIA SLU ;441540;4476712;L A J 9-18 V 9-15;2019-2597
Centro de trabajo con más de 250 trabajadores;Privada;115;Pozuelo de Alarcón;CMNO;Cerro de los Gamos;3;;;28224;EDIFICIO OFICINAS ADECCO -ENTRADA AL EDIFICIO PASADO LOS TORNOS JUNTO PUESTO DE RECEPCIÓN;431320;4479503;L a V de 09H a 18 H;2019-2600
Otros;Privada;079;Madrid;CALLE;de Fuencarral;6;1 y 3;;28004;1ª PLANTA - EN COLUMNA AL LADO DE RECEPCIÓN ;440502;4474681;L-V 09:00 a 18:00;2019-2601
Otros;Privada;079;Madrid;CALLE;de María Odiaga;1;;;28025;;437187;4470123;24 H;2018-3164
Otros;Privada;079;Madrid;CMNO;de las Hormigueras;161;;;28031;;445876;4469716;24 H;2018-3166
Otros;Privada;079;Madrid;AVDA;de Fuente de la Mora;10;;;28050;;443949;4481860;24 HORAS;2018-3167
Centro educativo;Privada;079;Madrid;CALLE;del Guadalquivir;9;;;28002;;441719;4477559;8:00 A 22:00 H;2019-95
Centro educativo;Privada;079;Madrid;CALLE;de Juan Montalvo;30;;;28040;JUNTO A SECRETARIA ;439540;4477629;DE 09:00 A 13 Y DE 15 A 17:00 H;2019-348
Centro de trabajo con más de 250 trabajadores;Privada;005;Alcalá de Henares;CALLE;Francisco Alonso;7;;;28806;POLIGONO SANTA ROSA FRANTE HALL DE ENTRADA;466936;4482090;;2019-350
Centro educativo;Privada;079;Madrid;CALLE;de Miguel Fleta;7;;;28037;COLEGIO SANTA CRUZ ;446414;4475870;L a V 7:30 A 17:30;2019-481
