FID,ogc_fid,wkb_geometry,name,description,timestamp,begin,end,altitudemode,tessellate,extrude,visibility,draworder,icon
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d3c,3917814,POINT (367730.7637541755 4066745.146448962),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl . Victor Hugo,1<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> A la altura del número 1 ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d3b,3917815,POINT (373434.426853086 4067444.8767121285),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Las Moreras,31<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> A la altura del número 31 ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d3a,3917816,POINT (372933.42749258 4065411.8174489206),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Ollerías,42<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Pl. Pepe Mena ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d39,3917817,POINT (371734.57515072916 4065830.952327709),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. José Canalejas,8<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Esquina Plaza Eduardo Dato ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d38,3917818,POINT (366372.11463486 4067325.4309973205),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Zarzamora,23<br /> <b>N° Plazas: </b> 10<br/> <b>Descripción:</b> A la altura del número 23 ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d37,3917819,POINT (370574.65394101676 4062609.8448353014),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Niño de Gloria,2<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Esquina c/ Niño del Museo ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d36,3917820,POINT (367651.6633002383 4066856.6702206456),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Escritora Matilde del Nido,1<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Esquina calle Platino ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d35,3917821,POINT (367546.91107800376 4066320.9968661815),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Lara Castañeda,61<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> Esquina con Cl. Ruiseñores ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d34,3917822,POINT (368875.99239988916 4065212.6166549674),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Diego López de Zúñiga,7<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Esquina con Cl. Miguel Carrera ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d33,3917823,POINT (368943.79422998545 4062499.831120298),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Paquiro,26<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> A la altura del número 26 ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d32,3917824,POINT (362776.9742414695 4065249.6834807177),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Cristobalina Fernandez,4<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> A la altura del número 4 ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d31,3917825,POINT (369163.7687440224 4062545.513095241),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Paquiro,14<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> A la altura del número 14 ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d30,3917826,POINT (372346.52591757 4064186.761966881),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Malpica,7<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> A la altura del número 7 ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d2f,3917827,POINT (371358.579552602 4064550.202253775),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Palestina,12<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d2e,3917828,POINT (370191.7901913033 4062145.0450756247),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Travesía de la Luz,1<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> A la altura del número 1 ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d2d,3917829,POINT (369892.11953996343 4062059.1576301674),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Avda. Isaac Peral,18<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Esquina c/ Virgen de Belen ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d2c,3917830,POINT (371909.0953623246 4064989.34574199),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Diego de Vergara,6<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> Esq. con Cl. Antonio Jiménez Ruiz ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d2b,3917831,POINT (373063.64302499464 4065994.5451584477),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Eduardo Domínguez Ávila,19<br /> <b>N° Plazas: </b> 10<br/> <b>Descripción:</b> Esq. Cl. Peinado ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d2a,3917832,POINT (370261.731874475 4063853.1553659667),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Corregidor Pedro Zapata,3<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> A la altura del número 3 ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d29,3917833,POINT (373530.39599796676 4064719.000589471),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Juan Luis Peralta,2<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Esquina Av. Cervantes ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d28,3917834,POINT (365607.56671481195 4058468.676617286),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl.Maestro Usandizaga,17<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> A la altura del número 17 ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d27,3917835,POINT (372791.59466874925 4064703.654806322),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Plaza Enrique García-Herrera,13<br /> <b>N° Plazas: </b> 10<br/> <b>Descripción:</b> ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d26,3917836,POINT (374229.2382847082 4064836.0833417126),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Keromnes,2<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Intersección Paseo de Reding ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d25,3917837,POINT (378574.9890521525 4064612.3022262817),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Avd. Salvador Allende,<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> Frente al nº 76 ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d24,3917838,POINT (372521.09474905627 4063791.46374732),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Alfonso Reyes,5<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Esquina con Cl. Canales ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d23,3917839,POINT (371180.7273334601 4065399.0841620835),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Sondalezas,20<br /> <b>N° Plazas: </b> 10<br/> <b>Descripción:</b> Esq. Cl Maestro Pablo Luna ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d22,3917840,POINT (373616.16010619164 4065463.2871002173),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Rayito,7<br /> <b>N° Plazas: </b> 12<br/> <b>Descripción:</b> Esq. Cl. Poeta Concha Mendez ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d21,3917841,POINT (372366.12810180726 4064548.6513778265),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Hilera,6<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Esq. Cl. Armengual de la Mota ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d20,3917842,POINT (372030.999828174 4065111.9995942963),	 APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Cataluña,9<br /> <b>N° Plazas: </b> 4<br/> <b>Descripción:</b> Esq. C/ Natalia ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d1f,3917843,POINT (373273.57497603615 4065514.959748446),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Hermosilla,2<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> Esq. con Cl. Carrión ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d1e,3917844,POINT (372036.1524924248 4064603.40208997),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Huéscar,<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> A la altura del Instituto Nacional de la S.S. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d1d,3917845,POINT (371992.07714366977 4064565.2243819796),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Plaza de San Juan de la Cruz,<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Junto a edificio de Consejería de Hacienda ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d1c,3917846,POINT (372923.5458283148 4067247.1747658304),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Av. de Santiago Ramón y Cajal,<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> Esq. con Cl. Alcalde Madorel Perea ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d1b,3917847,POINT (373982.60070921906 4065830.1580910697),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Amargura,56<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Esq. Cl. San Lucas Mayor ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d1a,3917848,POINT (376957.34033251094 4064878.30358096),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Bolivia,63<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d19,3917849,POINT (373105.5447221984 4065158.48764026),	 APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Plaza del Teatro,2<br /> <b>N° Plazas: </b> 10<br/> <b>Descripción:</b> ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d18,3917850,POINT (371447.03698524524 4062332.4999901853),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Concejal Muñoz Cervan,5<br /> <b>N° Plazas: </b> 32<br/> <b>Descripción:</b> Junto a oficinas municipales ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d17,3917851,POINT (372875.1907409188 4066914.0067187273),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Av. Santiago Ramón y Cajal,<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> Esq. Pasaje Francisco Blanca Mora ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d16,3917852,POINT (372214.47239682067 4063850.629842579),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Explanada de la Estación,<br /> <b>N° Plazas: </b> 34<br/> <b>Descripción:</b> Frente Estación María Zambrano ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d15,3917853,POINT (370055.9996300014 4061653.0001348383),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Av. Gregorio Diego,5<br /> <b>N° Plazas: </b> 4<br/> <b>Descripción:</b> Esq. Cl. Viñas del Mar ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d14,3917854,POINT (371349.30815450207 4063808.6644385434),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Santa María,7<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Junto a estación de Metro ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d13,3917855,POINT (373223.99968655925 4065180.0001982013),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Álamos,19<br /> <b>N° Plazas: </b> 3<br/> <b>Descripción:</b> esq. C/ Carcer ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d12,3917856,POINT (372885.60208473506 4066971.5525456714),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Av. Santiago Ramón y Cajal,11<br /> <b>N° Plazas: </b> 12<br/> <b>Descripción:</b> Esq. con Pasaje Alcalde Peña Rodríguez ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d11,3917857,POINT (372332.9996026347 4066068.0003013997),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Poeta Bernardo de la Torre,8<br /> <b>N° Plazas: </b> 4<br/> <b>Descripción:</b> Esq. Cl. Godino. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d10,3917858,POINT (362028.5600604404 4063415.2076207767),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Portales de la Victoria,22<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> A la altura del CP Cupiana ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d0f,3917859,POINT (374079.4476436145 4064594.059890962),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Cervantes,13<br /> <b>N° Plazas: </b> 10<br/> <b>Descripción:</b> Esq. Calle Cervantes con Plaza de la Malagueta ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d0e,3917860,POINT (370550.4026274852 4061844.8984829797),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Realenga de San Luis,14<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Esq. CMNO de lo Guindos ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d0d,3917861,POINT (371341.34505852294 4065031.819693563),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Pasaje Sondalezas,1<br /> <b>N° Plazas: </b> 10<br/> <b>Descripción:</b> Esq. con Cl. Sondalezas ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d0c,3917862,POINT (371695.7395203406 4065883.31706818),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Moreno Nieto,8<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d0b,3917863,POINT (373703.99968313926 4066002.9997907784),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Fernando el Católico,56<br /> <b>N° Plazas: </b> 4<br/> <b>Descripción:</b> Esq. Plaza Cristo del Amor ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d0a,3917864,POINT (372254.5985422517 4064581.6071974994),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Hilera,8<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> Frente Cl. Compositor Lehmberg Ruiz ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d09,3917865,POINT (371094.9999178267 4069707.9996226896),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Camino del corcel,<br /> <b>N° Plazas: </b> 5<br/> <b>Descripción:</b> ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d08,3917866,POINT (372366.5755874992 4064452.883994212),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Armengual de la Mota,<br /> <b>N° Plazas: </b> 12<br/> <b>Descripción:</b> Esq. Avda. Andalucía ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d07,3917867,POINT (370849.3981746948 4061951.2363156807),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Francisco Jiménez Lómas,9<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Junto a la Agencia Municipal de Asociaciones y del Voluntariado ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d06,3917868,POINT (373089.06991959753 4065131.768186416),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Pl. del Teatro,1<br /> <b>N° Plazas: </b> 10<br/> <b>Descripción:</b> Esq. con cl. Tejón y Rodríguez ",,,,,-1,0,-1,0,
