idPerson,dateTime,idDateTime,idAccident,street,streetID,district,idDistrict,wikidata_URI,accident_type,weather_status,bicycle_is_electronic,person_type,age_range,sex,hospitalized,coordinate_x_utm,coordinate_y_utm,positive_alcohol
2020S009303,2020-07-04T09:50:00+02:00,20200704950000200,202007049500002002020S009303,AVDA. MANZANARES,AVDAMANZANARES,Latina,LATINA,https://www.wikidata.org/wiki/Q794954,Hitting a person,Clear,0,Driver,30 - 34,Man,0,439.174.200,4.472.359.372,0
2020S009303,2020-07-04T09:50:00+02:00,20200704950000200,202007049500002002020S009303,AVDA. MANZANARES,AVDAMANZANARES,Latina,LATINA,https://www.wikidata.org/wiki/Q794954,Hitting a person,Clear,0,Pedestrian,60 - 64,Woman,0,439.174.200,4.472.359.372,0
2020S009305,2020-07-04T11:45:00+02:00,202007041145000200,2020070411450002002020S009305,EMBAJADORES,EMBAJADORES,Puente de Vallecas,PUENTEDEVALLECAS,https://www.wikidata.org/wiki/Q2003054,Fall,Clear,0,Driver,65 - 69,Man,NULL,442.260.171,4.468.983.281,0
2020S009314,2020-07-03T20:15:00+02:00,202007032015000200,2020070320150002002020S009314,CALLE VIGIL,CALLEVIGIL,Vicálvaro,VICALVARO,https://www.wikidata.org/wiki/Q589403,Frontal-lateral collision,Clear,0,Driver,25 - 29,Man,0,450.238.062,4.472.875.534,0
2020S009316,2020-07-03T01:45:00+02:00,20200703145000200,202007031450002002020S009316,HORTALEZA,HORTALEZA,Centro,CENTRO,https://www.wikidata.org/wiki/Q1763376,Lateral collision,Clear,0,Driver,21 - 24,Woman,0,440.857.752,4.475.267.182,0
2020S009334,2020-07-04T19:45:00+02:00,202007041945000200,2020070419450002002020S009334,PASEO. GINEBRA,PASEOGINEBRA,San Blas,SANBLAS,https://www.wikidata.org/wiki/Q2001937,Scope,Clear,0,Driver,15 - 17,Man,0,448.933.318,4.474.844.225,0
2020S009345,2020-07-05T0:20:00+02:00,20200705020000200,202007050200002002020S009345,SANTA ENGRACIA,SANTAENGRACIA,Chamberí,CHAMBERI,https://www.wikidata.org/wiki/Q1763370,Fall,Clear,0,Driver,21 - 24,Man,0,440.690.203,4.476.385.863,0
2020S009385,2020-07-05T23:45:00+02:00,202007052345000200,2020070523450002002020S009385,CUSTA. SAN VICENTE,CUSTASANVICENTE,Moncloa-Aravaca,MONCLOAARAVACA,https://www.wikidata.org/wiki/Q2017682,Crash against fixed obstacle,Clear,0,Driver,18 - 20,Man,1,439.584.440,4.474.922.887,0
2020S009393,2020-07-05T14:10:00+02:00,202007051410000200,2020070514100002002020S009393,MEZQUITE,MEZQUITE,Arganzuela,ARGANZUELA,https://www.wikidata.org/wiki/Q2000929,Frontal-lateral collision,Clear,0,Driver,25 - 29,Man,0,442.095.165,4.472.005.818,0
2020S009410,2020-07-06T11:50:00+02:00,202007061150000200,2020070611500002002020S009410,ODONNELL,ODONNELL,Retiro,RETIRO,https://www.wikidata.org/wiki/Q2002296,Frontal-lateral collision,Clear,0,Driver,50 - 54,Man,NULL,441.653.646,4.474.608.273,0
2020S009414,2020-07-06T11:00:00+02:00,202007061100000200,2020070611000002002020S009414,CAMINO DE LOS VINATEROS,CAMINODELOSVINATEROS,Moratalaz,MORATALAZ,https://www.wikidata.org/wiki/Q2076109,Hitting a person,Clear,0,Driver,21 - 24,Man,0,444.264.928,4.473.558.557,0
2020S009414,2020-07-06T11:00:00+02:00,202007061100000200,2020070611000002002020S009414,CAMINO DE LOS VINATEROS,CAMINODELOSVINATEROS,Moratalaz,MORATALAZ,https://www.wikidata.org/wiki/Q2076109,Hitting a person,Clear,0,Pedestrian,40 - 44,Man,1,444.264.928,4.473.558.557,0
2020S009432,2020-07-06T18:10:00+02:00,202007061810000200,2020070618100002002020S009432,GONZALO DE CESPEDES,GONZALODECESPEDES,Barajas,BARAJAS,https://www.wikidata.org/wiki/Q807230,Crash against fixed obstacle,Clear,0,Driver,21 - 24,Man,0,450.813.995,4.480.246.351,0
2020S009453,2020-07-07T09:39:00+02:00,20200707939000200,202007079390002002020S009453,SANTA ENGRACIA,SANTAENGRACIA,Chamberí,CHAMBERI,https://www.wikidata.org/wiki/Q1763370,Frontal-lateral collision,Clear,0,Driver,40 - 44,Woman,0,440.913.917,4.475.687.166,0
2020S009494,2020-07-05T11:05:00+02:00,202007051105000200,2020070511050002002020S009494,CTRA. SOMOSAGUAS,CTRASOMOSAGUAS,Moncloa-Aravaca,MONCLOAARAVACA,https://www.wikidata.org/wiki/Q2017682,Fall,Clear,0,Driver,74 - + ,Man,1,435.655.769,4.474.576.249,0
2020S009495,2020-07-07T23:15:00+02:00,202007072315000200,2020070723150002002020S009495,PASEO. VIRGEN DEL PUERTO,PASEOVIRGENDELPUERTO,Arganzuela,ARGANZUELA,https://www.wikidata.org/wiki/Q2000929,Fall,Clear,0,Driver,35 - 39,Man,0,438.809.610,4.473.444.070,0
2020S009498,2020-07-07T23:40:00+02:00,202007072340000200,2020070723400002002020S009498,PASEO. PRADO,PASEOPRADO,Retiro,RETIRO,https://www.wikidata.org/wiki/Q2002296,Scope,Clear,1,Driver,60 - 64,Woman,NULL,441.187.820,4.473.936.060,0
2020S009561,2020-07-06T22:30:00+02:00,202007062230000200,2020070622300002002020S009561,PEZ VOLADOR,PEZVOLADOR,Retiro,RETIRO,https://www.wikidata.org/wiki/Q2002296,Fall,Clear,0,Driver,35 - 39,Man,0,443.318.503,4.473.812.399,0
2020S009567,2020-07-08T08:00:00+02:00,20200708800000200,202007088000002002020S009567,CASTILLO DE CANDANCHU,CASTILLODECANDANCHU,Fuencarral-El Pardo,FUENCARRALELPARDO,https://www.wikidata.org/wiki/Q656196,Lateral collision,Clear,0,Driver,60 - 64,Man,0,442.566.173,4.483.663.377,0
2020S009573,2020-07-09T09:25:00+02:00,20200709925000200,202007099250002002020S009573,AVDA. MIGUEL HERNANDEZ,AVDAMIGUELHERNANDEZ,Puente de Vallecas,PUENTEDEVALLECAS,https://www.wikidata.org/wiki/Q2003054,Fall,NULL,0,Driver,60 - 64,Man,NULL,446.176.911,4.471.137.600,0
2020S009581,2020-07-09T15:45:00+02:00,202007091545000200,2020070915450002002020S009581,AVDA. COMPLUTENSE,AVDACOMPLUTENSE,Moncloa-Aravaca,MONCLOAARAVACA,https://www.wikidata.org/wiki/Q2017682,Fall,Clear,0,Driver,45 - 49,Man,1,438.343.281,4.477.236.583,0
2020S009619,2020-07-10T08:14:00+02:00,20200710814000200,202007108140002002020S009619,AVDA. LOS ROSALES,AVDALOSROSALES,Villaverde,VILLAVERDE,https://www.wikidata.org/wiki/Q919536,Fall,Clear,0,Driver,65 - 69,Man,0,442.213.455,4.467.449.428,0
2020S009624,2020-07-10T06:35:00+02:00,20200710635000200,202007106350002002020S009624,MODESTO LAFUENTE,MODESTOLAFUENTE,Chamberí,CHAMBERI,https://www.wikidata.org/wiki/Q1763370,Frontal-lateral collision,Clear,0,Driver,30 - 34,Man,0,440.992.766,4.477.232.594,0
2020S009635,2020-07-07T21:20:00+02:00,202007072120000200,2020070721200002002020S009635,AVDA. SECUNDINO ZUAZO,AVDASECUNDINOZUAZO,Hortaleza,HORTALEZA,https://www.wikidata.org/wiki/Q1928529,Frontal collision,Clear,0,Driver,10 - 14,Man,0,447.123.923,4.482.904.542,0
2020S009635,2020-07-07T21:20:00+02:00,202007072120000200,2020070721200002002020S009635,AVDA. SECUNDINO ZUAZO,AVDASECUNDINOZUAZO,Hortaleza,HORTALEZA,https://www.wikidata.org/wiki/Q1928529,Frontal collision,Clear,0,Driver,40 - 44,Woman,1,447.123.923,4.482.904.542,0
2020S009674,2020-07-10T07:30:00+02:00,20200710730000200,202007107300002002020S009674,ODONNELL,ODONNELL,Retiro,RETIRO,https://www.wikidata.org/wiki/Q2002296,Fall,Clear,0,Driver,55 - 59,Man,0,443.276.078,4.474.673.664,0
2020S009691,2020-07-11T22:00:00+02:00,202007112200000200,2020071122000002002020S009691,SEGOVIA,SEGOVIA,Arganzuela,ARGANZUELA,https://www.wikidata.org/wiki/Q2000929,Fall,Clear,0,Driver,40 - 44,Woman,NULL,439.143.629,4.473.937.495,0
2020S009705,2020-07-12T04:45:00+02:00,20200712445000200,202007124450002002020S009705,SANTA ENGRACIA,SANTAENGRACIA,Chamberí,CHAMBERI,https://www.wikidata.org/wiki/Q1763370,Fall,Clear,1,Driver,25 - 29,Man,0,440.508.276,4.476.951.295,0
2020S009717,2020-07-12T12:58:00+02:00,202007121258000200,2020071212580002002020S009717,VELAZQUEZ,VELAZQUEZ,Salamanca,SALAMANCA,https://www.wikidata.org/wiki/Q1773521,Scope,Clear,0,Driver,35 - 39,Man,0,441.976.090,4.475.262.554,0
2020S009721,2020-07-11T21:30:00+02:00,202007112130000200,2020071121300002002020S009721,BELLATRIX,BELLATRIX,Moncloa-Aravaca,MONCLOAARAVACA,https://www.wikidata.org/wiki/Q2017682,Fall,Clear,1,Driver,21 - 24,Woman,0,434.481.344,4.479.030.171,0
2020S009740,2020-07-13T08:10:00+02:00,20200713810000200,202007138100002002020S009740,ESTOCOLMO,ESTOCOLMO,San Blas,SANBLAS,https://www.wikidata.org/wiki/Q2001937,Fall,Clear,0,Driver,45 - 49,Man,1,449.185.338,4.475.695.871,0
2020S009781,2020-07-14T07:40:00+02:00,20200714740000200,202007147400002002020S009781,PASEO. EDUARDO DATO,PASEOEDUARDODATO,Chamberí,CHAMBERI,https://www.wikidata.org/wiki/Q1763370,Scope,Clear,0,Driver,55 - 59,Man,0,441.146.439,4.476.036.955,0
2020S009818,2020-07-14T16:58:00+02:00,202007141658000200,2020071416580002002020S009818,EMETERIO CASTANOS,EMETERIOCASTANOS,Ciudad Lineal,CIUDADLINEAL,https://www.wikidata.org/wiki/Q1763694,Fall,Clear,0,Driver,30 - 34,Woman,1,443.777.432,4.479.299.787,0
2020S009840,2020-07-07T11:00:00+02:00,202007071100000200,2020070711000002002020S009840,AVDA. LOS ROSALES,AVDALOSROSALES,Usera,USERA,https://www.wikidata.org/wiki/Q953368,Frontal collision,Clear,0,Driver,50 - 54,Man,0,441.881.321,4.468.260.794,0
2020S009848,2020-07-15T12:45:00+02:00,202007151245000200,2020071512450002002020S009848,CARTAGENA,CARTAGENA,Salamanca,SALAMANCA,https://www.wikidata.org/wiki/Q1773521,Fall,Clear,1,Driver,40 - 44,Man,1,443.148.055,4.476.218.961,0
2020S009855,2020-07-14T20:05:00+02:00,202007142005000200,2020071420050002002020S009855,GOYA,GOYA,Salamanca,SALAMANCA,https://www.wikidata.org/wiki/Q1773521,Scope,Clear,1,Driver,35 - 39,Man,1,442.045.097,4.475.175.037,0
2020S009864,2020-07-15T18:10:00+02:00,202007151810000200,2020071518100002002020S009864,PUERTO DE CANFRANC,PUERTODECANFRANC,Puente de Vallecas,PUENTEDEVALLECAS,https://www.wikidata.org/wiki/Q2003054,Scope,NULL,0,Driver,25 - 29,Man,NULL,443.878.402,4.472.270.148,0
2020S009900,2020-07-15T22:35:00+02:00,202007152235000200,2020071522350002002020S009900,AVDA. GRAN VIA DE VILLAVERDE,AVDAGRANVIADEVILLAVERDE,Villaverde,VILLAVERDE,https://www.wikidata.org/wiki/Q919536,Crash against fixed obstacle,Clear,0,Driver,40 - 44,Woman,1,440.791.803,4.466.251.870,0
2020S009909,2020-07-15T22:00:00+02:00,202007152200000200,2020071522000002002020S009909,ARTURO SORIA,ARTUROSORIA,Ciudad Lineal,CIUDADLINEAL,https://www.wikidata.org/wiki/Q1763694,Fall,Clear,0,Driver,21 - 24,Man,0,445.629.962,4.476.994.461,0
2020S009926,2020-07-13T21:14:00+02:00,202007132114000200,2020071321140002002020S009926,PASEO. EXTREMADURA,PASEOEXTREMADURA,Latina,LATINA,https://www.wikidata.org/wiki/Q794954,Frontal-lateral collision,NULL,0,Driver,35 - 39,Woman,NULL,438.500.681,4.473.960.106,0
2020S009926,2020-07-13T21:14:00+02:00,202007132114000200,2020071321140002002020S009926,PASEO. EXTREMADURA,PASEOEXTREMADURA,Latina,LATINA,https://www.wikidata.org/wiki/Q794954,Frontal-lateral collision,NULL,0,Passenger,-  - 5 ,Man,NULL,438.500.681,4.473.960.106,0
2020S009930,2020-07-08T19:20:00+02:00,202007081920000200,2020070819200002002020S009930,SAN MANUEL,SANMANUEL,Latina,LATINA,https://www.wikidata.org/wiki/Q794954,Lateral collision,NULL,0,Driver,60 - 64,Man,NULL,435.435.140,4.472.717.232,0
2020S009933,2020-07-14T21:15:00+02:00,202007142115000200,2020071421150002002020S009933,PASEO. SANTA MARIA DE LA CABEZA,PASEOSANTAMARIADELACABEZA,Arganzuela,ARGANZUELA,https://www.wikidata.org/wiki/Q2000929,Crash against fixed obstacle,Clear,0,Driver,15 - 17,Man,0,440.634.720,4.472.471.327,0
2020S009941,2020-07-16T23:40:00+02:00,202007162340000200,2020071623400002002020S009941,ODONNELL,ODONNELL,Retiro,RETIRO,https://www.wikidata.org/wiki/Q2002296,Frontal-lateral collision,Clear,0,Driver,40 - 44,Man,1,442.074.101,4.474.757.751,0
2020S009952,2020-07-16T13:35:00+02:00,202007161335000200,2020071613350002002020S009952,BLAS CABRERA,BLASCABRERA,Latina,LATINA,https://www.wikidata.org/wiki/Q794954,Overturn,Clear,0,Driver,35 - 39,Man,1,434.206.339,4.470.350.420,0
2020S009961,2020-07-16T08:05:00+02:00,20200716805000200,202007168050002002020S009961,RETAMA,RETAMA,Arganzuela,ARGANZUELA,https://www.wikidata.org/wiki/Q2000929,Fall,Clear,0,Driver,21 - 24,Man,0,442.786.727,4.471.859.099,0
2020S009971,2020-07-17T10:00:00+02:00,202007171000000200,2020071710000002002020S009971,EMILIO MUNOZ,EMILIOMUNOZ,San Blas,SANBLAS,https://www.wikidata.org/wiki/Q2001937,Frontal-lateral collision,Clear,0,Driver,25 - 29,Man,0,446.615.149,4.475.815.637,0
2020S009978,2020-07-17T13:35:00+02:00,202007171335000200,2020071713350002002020S009978,NUESTRA SENORA DEL CARMEN,NUESTRASENORADELCARMEN,Tetuán,TETUAN,https://www.wikidata.org/wiki/Q1773540,Hitting a person,Clear,0,Driver,21 - 24,Man,0,440.484.254,4.478.865.762,0
2020S009978,2020-07-17T13:35:00+02:00,202007171335000200,2020071713350002002020S009978,NUESTRA SENORA DEL CARMEN,NUESTRASENORADELCARMEN,Tetuán,TETUAN,https://www.wikidata.org/wiki/Q1773540,Hitting a person,Clear,0,Pedestrian,70 - 74,Man,0,440.484.254,4.478.865.762,0
2020S010009,2020-07-17T07:50:00+02:00,20200717750000200,202007177500002002020S010009,NARVAEZ,NARVAEZ,Salamanca,SALAMANCA,https://www.wikidata.org/wiki/Q1773521,Frontal-lateral collision,Clear,0,Driver,45 - 49,Man,1,442.668.323,4.475.057.658,0
2020S010046,2020-07-18T18:00:00+02:00,202007181800000200,2020071818000002002020S010046,MAYOR,MAYOR,Centro,CENTRO,https://www.wikidata.org/wiki/Q1763376,Crash against fixed obstacle,Clear,0,Driver,45 - 49,Man,0,440.180.190,4.474.229.573,0
2020S010079,2020-07-19T14:50:00+02:00,202007191450000200,2020071914500002002020S010079,JORGE JUAN,JORGEJUAN,Salamanca,SALAMANCA,https://www.wikidata.org/wiki/Q1773521,Scope,Clear,0,Driver,25 - 29,Man,0,442.101.354,4.475.007.124,0
2020S010103,2020-07-20T07:50:00+02:00,20200720750000200,202007207500002002020S010103,PESCARA,PESCARA,Ciudad Lineal,CIUDADLINEAL,https://www.wikidata.org/wiki/Q1763694,Frontal-lateral collision,Clear,0,Driver,40 - 44,Man,0,446.856.916,4.474.081.241,0
2020S010110,2020-07-20T10:25:00+02:00,202007201025000200,2020072010250002002020S010110,GTA. JAVIER BELLOSILLO,GTAJAVIERBELLOSILLO,Hortaleza,HORTALEZA,https://www.wikidata.org/wiki/Q1928529,Fall,Clear,0,Driver,65 - 69,Man,1,448.435.841,4.482.482.055,0
2020S010126,2020-07-19T19:45:00+02:00,202007191945000200,2020071919450002002020S010126,ENTRE ARROYOS,ENTREARROYOS,Moratalaz,MORATALAZ,https://www.wikidata.org/wiki/Q2076109,Fall,Clear,0,Driver,21 - 24,Man,1,444.270.660,4.473.345.659,0
2020S010163,2020-07-20T10:15:00+02:00,202007201015000200,2020072010150002002020S010163,PASEO. SANTA MARIA DE LA CABEZA,PASEOSANTAMARIADELACABEZA,Arganzuela,ARGANZUELA,https://www.wikidata.org/wiki/Q2000929,Hitting a person,Clear,0,Driver,45 - 49,Man,0,440.975.244,4.472.946.660,0
2020S010163,2020-07-20T10:15:00+02:00,202007201015000200,2020072010150002002020S010163,PASEO. SANTA MARIA DE LA CABEZA,PASEOSANTAMARIADELACABEZA,Arganzuela,ARGANZUELA,https://www.wikidata.org/wiki/Q2000929,Hitting a person,Clear,0,Pedestrian,74 - + ,Woman,0,440.975.244,4.472.946.660,0
2020S010167,2020-07-20T08:45:00+02:00,20200720845000200,202007208450002002020S010167,RONDA. CABALLERO DE LA MANCHA,RONDACABALLERODELAMANCHA,Fuencarral-El Pardo,FUENCARRALELPARDO,https://www.wikidata.org/wiki/Q656196,Frontal collision,Clear,0,Driver,25 - 29,Man,0,441.623.598,4.483.724.239,0
2020S010173,2020-07-21T14:50:00+02:00,202007211450000200,2020072114500002002020S010173,REUS,REUS,Carabanchel,CARABANCHEL,https://www.wikidata.org/wiki/Q1001991,Frontal-lateral collision,Clear,0,Driver,40 - 44,Man,0,436.973.168,4.469.259.440,0
2020S010199,2020-07-21T19:25:00+02:00,202007211925000200,2020072119250002002020S010199,ORENSE,ORENSE,Tetuán,TETUAN,https://www.wikidata.org/wiki/Q1773540,Fall,Clear,0,Driver,30 - 34,Woman,1,441.080.601,4.478.309.687,0
2020S010208,2020-07-21T20:45:00+02:00,202007212045000200,2020072120450002002020S010208,PASEO. PRADO,PASEOPRADO,Centro,CENTRO,https://www.wikidata.org/wiki/Q1763376,Scope,Clear,0,Driver,25 - 29,Man,0,441.109.381,4.474.353.458,0
2020S010218,2020-07-21T12:15:00+02:00,202007211215000200,2020072112150002002020S010218,JULIO CANO LASSO,JULIOCANOLASSO,Barajas,BARAJAS,https://www.wikidata.org/wiki/Q807230,Frontal-lateral collision,Clear,0,Driver,40 - 44,Man,1,448.704.189,4.481.376.711,0
2020S010224,2020-07-21T23:55:00+02:00,202007212355000200,2020072123550002002020S010224,COMERCIO,COMERCIO,Retiro,RETIRO,https://www.wikidata.org/wiki/Q2002296,Fall,NULL,0,Driver,30 - 34,Man,1,442.189.635,4.472.803.053,0
2020S010228,2020-07-22T0:25:00+02:00,20200722025000200,202007220250002002020S010228,DOCTOR ESQUERDO,DOCTORESQUERDO,Retiro,RETIRO,https://www.wikidata.org/wiki/Q2002296,Scope,Clear,0,Driver,30 - 34,Man,1,443.191.972,4.474.114.002,0
2020S010247,2020-07-22T19:37:00+02:00,202007221937000200,2020072219370002002020S010247,AVDA. LOS ROSALES,AVDALOSROSALES,Villaverde,VILLAVERDE,https://www.wikidata.org/wiki/Q919536,Frontal-lateral collision,Clear,0,Driver,30 - 34,Man,0,442.060.941,4.467.973.562,0
2020S010253,2020-07-21T20:40:00+02:00,202007212040000200,2020072120400002002020S010253,AVDA. CERRO MILANO,AVDACERROMILANO,Villa de Vallecas,VILLADEVALLECAS,https://www.wikidata.org/wiki/Q1947988,Fall,Clear,0,Driver,40 - 44,Man,0,448.479.534,4.468.184.535,0
2020S010298,2020-07-23T14:30:00+02:00,202007231430000200,2020072314300002002020S010298,EUGENIA DE MONTIJO,EUGENIADEMONTIJO,Carabanchel,CARABANCHEL,https://www.wikidata.org/wiki/Q1001991,Fall,Clear,0,Driver,18 - 20,Man,0,436.574.000,4.470.112.410,0
2020S010308,2020-07-23T20:00:00+02:00,202007232000000200,2020072320000002002020S010308,GTA. QUEVEDO,GTAQUEVEDO,Chamberí,CHAMBERI,https://www.wikidata.org/wiki/Q1763370,Fall,Clear,1,Driver,55 - 59,Woman,1,440.227.164,4.476.134.445,0
2020S010311,2020-07-23T20:51:00+02:00,202007232051000200,2020072320510002002020S010311,ARROYO BUENO,ARROYOBUENO,Villaverde,VILLAVERDE,https://www.wikidata.org/wiki/Q919536,Frontal-lateral collision,Clear,0,Driver,10 - 14,Man,1,439.886.639,4.466.721.518,0
2020S010331,2020-07-24T09:35:00+02:00,20200724935000200,202007249350002002020S010331,MANUEL ARRANZ,MANUELARRANZ,Puente de Vallecas,PUENTEDEVALLECAS,https://www.wikidata.org/wiki/Q2003054,Frontal-lateral collision,Clear,1,Driver,74 - + ,Man,NULL,443.875.705,4.472.823.632,0
2020S010335,2020-07-21T22:00:00+02:00,202007212200000200,2020072122000002002020S010335,CTRA. CIUDAD UNIVERSITARIA,CTRACIUDADUNIVERSITARIA,Moncloa-Aravaca,MONCLOAARAVACA,https://www.wikidata.org/wiki/Q2017682,Fall,Clear,0,Driver,35 - 39,Man,1,435.078.734,4.476.954.272,0
2020S010336,2020-07-23T18:50:00+02:00,202007231850000200,2020072318500002002020S010336,PLAZA. MANUEL BECERRA,PLAZAMANUELBECERRA,Salamanca,SALAMANCA,https://www.wikidata.org/wiki/Q1773521,Fall,Clear,0,Driver,40 - 44,Man,0,443.336.663,4.475.476.457,0
2020S010363,2020-07-24T22:20:00+02:00,202007242220000200,2020072422200002002020S010363,CAPITAN BLANCO ARGIBAY,CAPITANBLANCOARGIBAY,Tetuán,TETUAN,https://www.wikidata.org/wiki/Q1773540,Frontal collision,Clear,0,Driver,15 - 17,Man,1,439.809.915,4.480.057.225,0
2020S010380,2020-07-24T09:45:00+02:00,20200724945000200,202007249450002002020S010380,PASEO. FERNAN NUNEZ,PASEOFERNANNUNEZ,Retiro,RETIRO,https://www.wikidata.org/wiki/Q2002296,Hitting a person,Clear,0,Driver,18 - 20,Man,0,442.254.653,4.474.490.130,0
2020S010380,2020-07-24T09:45:00+02:00,20200724945000200,202007249450002002020S010380,PASEO. FERNAN NUNEZ,PASEOFERNANNUNEZ,Retiro,RETIRO,https://www.wikidata.org/wiki/Q2002296,Hitting a person,Clear,0,Pedestrian,74 - + ,Man,0,442.254.653,4.474.490.130,0
2020S010413,2020-07-25T21:45:00+02:00,202007252145000200,2020072521450002002020S010413,AVDA. LAS SUERTES,AVDALASSUERTES,Villa de Vallecas,VILLADEVALLECAS,https://www.wikidata.org/wiki/Q1947988,Frontal-lateral collision,Clear,0,Driver,10 - 14,Woman,1,448.483.710,4.469.081.926,0
2020S010415,2020-07-26T01:20:00+02:00,20200726120000200,202007261200002002020S010415,APOSTOL SANTIAGO,APOSTOLSANTIAGO,Ciudad Lineal,CIUDADLINEAL,https://www.wikidata.org/wiki/Q1763694,Other,Clear,1,Driver,-- - --,Unknown,NULL,444.470.262,4.475.426.815,0
2020S010438,2020-07-23T21:00:00+02:00,202007232100000200,2020072321000002002020S010438,PQUE. MADRID RIO,PQUEMADRIDRIO,Arganzuela,ARGANZUELA,https://www.wikidata.org/wiki/Q2000929,Fall,Clear,0,Driver,18 - 20,Man,1,440.232.980,4.471.860.403,0
2020S010444,2020-07-26T20:30:00+02:00,202007262030000200,2020072620300002002020S010444,PASEO. PRADO,PASEOPRADO,Retiro,RETIRO,https://www.wikidata.org/wiki/Q2002296,Scope,Clear,0,Driver,21 - 24,Woman,1,441.159.189,4.474.176.485,0
2020S010446,2020-07-26T21:10:00+02:00,202007262110000200,2020072621100002002020S010446,FRANCISCO SILVELA,FRANCISCOSILVELA,Salamanca,SALAMANCA,https://www.wikidata.org/wiki/Q1773521,Frontal-lateral collision,Clear,0,Driver,21 - 24,Woman,0,442.769.653,4.476.260.045,0
2020S010468,2020-07-27T09:15:00+02:00,20200727915000200,202007279150002002020S010468,TOLEDO,TOLEDO,Centro,CENTRO,https://www.wikidata.org/wiki/Q1763376,Lateral collision,Clear,1,Driver,55 - 59,Man,NULL,439.837.681,4.473.553.903,0
2020S010472,2020-07-27T12:05:00+02:00,202007271205000200,2020072712050002002020S010472,ANTONIO DE LEYVA,ANTONIODELEYVA,Carabanchel,CARABANCHEL,https://www.wikidata.org/wiki/Q1001991,Frontal-lateral collision,Clear,0,Driver,18 - 20,Man,0,439.305.131,4.471.960.056,0
2020S010472,2020-07-27T12:05:00+02:00,202007271205000200,2020072712050002002020S010472,ANTONIO DE LEYVA,ANTONIODELEYVA,Carabanchel,CARABANCHEL,https://www.wikidata.org/wiki/Q1001991,Frontal-lateral collision,Clear,0,Pedestrian,30 - 34,Man,0,439.305.131,4.471.960.056,0
2020S010507,2020-07-27T13:45:00+02:00,202007271345000200,2020072713450002002020S010507,ANTONIO DE LEYVA,ANTONIODELEYVA,Carabanchel,CARABANCHEL,https://www.wikidata.org/wiki/Q1001991,Frontal-lateral collision,Clear,0,Driver,15 - 17,Man,0,439.216.998,4.471.235.910,0
2020S010510,2020-07-28T08:00:00+02:00,20200728800000200,202007288000002002020S010510,MARIA REICHE,MARIAREICHE,Hortaleza,HORTALEZA,https://www.wikidata.org/wiki/Q1928529,Frontal-lateral collision,Clear,0,Driver,40 - 44,Man,1,448.422.345,4.482.048.067,0
2020S010520,2020-07-28T11:48:00+02:00,202007281148000200,2020072811480002002020S010520,BRAVO MURILLO,BRAVOMURILLO,Tetuán,TETUAN,https://www.wikidata.org/wiki/Q1773540,Scope,Clear,0,Driver,40 - 44,Man,0,440.414.687,4.478.472.746,0
2020S010527,2020-07-28T15:20:00+02:00,202007281520000200,2020072815200002002020S010527,HORTALEZA,HORTALEZA,Centro,CENTRO,https://www.wikidata.org/wiki/Q1763376,Lateral collision,Clear,1,Driver,30 - 34,Man,0,440.797.496,4.475.152.051,0
2020S010552,2020-07-28T21:30:00+02:00,202007282130000200,2020072821300002002020S010552,PASEO. PINTOR ROSALES,PASEOPINTORROSALES,Moncloa-Aravaca,MONCLOAARAVACA,https://www.wikidata.org/wiki/Q2017682,Frontal-lateral collision,Clear,1,Driver,25 - 29,Man,NULL,438.921.062,4.475.415.034,0
2020S010553,2020-07-28T23:40:00+02:00,202007282340000200,2020072823400002002020S010553,CAPITAN BLANCO ARGIBAY,CAPITANBLANCOARGIBAY,Tetuán,TETUAN,https://www.wikidata.org/wiki/Q1773540,Fall,Clear,0,Driver,-  - 5 ,Woman,0,439.977.829,4.479.902.658,0
2020S010561,2020-07-28T12:50:00+02:00,202007281250000200,2020072812500002002020S010561,PASEO. CHOPERA,PASEOCHOPERA,Arganzuela,ARGANZUELA,https://www.wikidata.org/wiki/Q2000929,Frontal-lateral collision,Clear,0,Driver,40 - 44,Man,0,440.579.581,4.471.799.468,0
2020S010564,2020-07-28T13:20:00+02:00,202007281320000200,2020072813200002002020S010564,PASEO. ACACIAS,PASEOACACIAS,Arganzuela,ARGANZUELA,https://www.wikidata.org/wiki/Q2000929,Frontal-lateral collision,Clear,0,Driver,30 - 34,Man,0,440.041.505,4.472.832.207,0
2020S010566,2020-07-29T10:00:00+02:00,202007291000000200,2020072910000002002020S010566,PASEO. FERROVIARIOS,PASEOFERROVIARIOS,Villaverde,VILLAVERDE,https://www.wikidata.org/wiki/Q919536,Fall,Clear,0,Driver,45 - 49,Woman,1,439.122.528,4.466.384.423,0
2020S010570,2020-07-29T10:50:00+02:00,202007291050000200,2020072910500002002020S010570,AVDA. OPORTO,AVDAOPORTO,Carabanchel,CARABANCHEL,https://www.wikidata.org/wiki/Q1001991,Frontal-lateral collision,Clear,0,Driver,50 - 54,Man,NULL,438.235.315,4.470.887.482,0
2020S010580,2020-07-28T21:52:00+02:00,202007282152000200,2020072821520002002020S010580,PASEO. RECOLETOS,PASEORECOLETOS,Salamanca,SALAMANCA,https://www.wikidata.org/wiki/Q1773521,Scope,Clear,0,Driver,30 - 34,Woman,0,441.311.742,4.474.736.445,0
