identifier,destination_code,destination_name
http://www.group22.org/gz/resource/Destinatation/DES111,111,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERÍMETRO SE ENCUENTRA UBICADA UNACASETA DE PERSONAL Y ALMACÉN.
http://www.group22.org/gz/resource/Destinatation/DES160,160,DOTACIONAL SERVICIOS COLECTIVOS VERDE BÁSICO. ANTES PARQUE SALON DE NUESTRA SEÑORA DEL CARMEN.
http://www.group22.org/gz/resource/Destinatation/DES161,161,DOTACIONAL SERVICIOS COLECTIVOS VERDE SINGULAR. DENTRO DEL PERIMETRO DEL PARQUE SE ENCUENTRA UBICADOUN AUDITORIO QUE ,POR DECRETO DE FECHA 10 DE JULIO DE 2013 DE LA DELEGADA DEL ÁREA DE GOBIERNO DEECONOMÍA, HACIENDA Y ADMINISTRACIÓN PÚBLICA, SE HA ADSCRITO AL DISTRITO, UNA CASETA DE PERSONAL YALMACÉN, LA INSTALACIÓN DEPORTIVA BÁSICA DENOMINADA LOS ARBOLITOS (CAMPO DE RUGBY), GESTIONADA POR ELCDM ENTREVÍAS Y UNA PISTA DE PATINAJE. PARCELA DADA DE ALTA EN PMS.
http://www.group22.org/gz/resource/Destinatation/DES162,162,DOTACIONAL SERVICIOS COLECTIVOS VERDE BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES13,13,DOTACIONAL SERVICIOS COLECTIVOS ZONA VERDE BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES163,163,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DEL PERÍMETRO SE ENCUENTRA UBICADA LAINSTALACIÓN DEPORTIVA MUNICIPAL BÁSICA YESERO (PISTA POLIDEPORTIVA CON MARCAJES DE BALONMANO, FÚTBOLSALA Y BALONCESTO), ADSCRITA AL DISTRITO DE PUENTE DE VALLECAS POR DECRETO DE LA DELEGADA DEL ÁREA DEGOBIERNO DE OBRAS Y EQUIPAMIENTOS POR SU DECRETO DE 28 DE OCTUBRE DE 2021.
http://www.group22.org/gz/resource/Destinatation/DES66,66,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR. PARQUE URBANO.
http://www.group22.org/gz/resource/Destinatation/DES164,164,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. PARCELA 8: COLONIA DE SAN PABLO.
http://www.group22.org/gz/resource/Destinatation/DES165,165,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. PARCELA Nº A(SEGREGACIÓN 1). ZONA 2 OESTE.COLONIA SAN JORGE. PARCELA SEGREGADA DE FINA MATRIZ, EL RESTO FORMA UNA SUPERFICIE DE 4.477 ,35METROS CUADRADOS.
http://www.group22.org/gz/resource/Destinatation/DES166,166,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. PARCELA Nº B(SEGREGACIÓN 2). ZONA 2 OESTE.COLONIA SAN JORGE. PARCELA SEGREGADA DE FINA MATRIZ, EL RESTO FORMA UNA SUPERFICIE DE 4.477 ,35METROS CUADRADOS.
http://www.group22.org/gz/resource/Destinatation/DES167,167,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. PARCELA Nº C (SEGREGACIÓN 3). ZONA 2 OESTE.COLONIA SAN JORGE. PARCELA SEGREGADA DE FINA MATRIZ, EL RESTO FORMA UNA SUPERFICIE DE 4.477 ,35METROS CUADRADOS.
http://www.group22.org/gz/resource/Destinatation/DES168,168,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO(SEGREGACIÓN 1).
http://www.group22.org/gz/resource/Destinatation/DES169,169,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO(SEGREGACIÓN 2).
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES81,81,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO
http://www.group22.org/gz/resource/Destinatation/DES81,81,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO
http://www.group22.org/gz/resource/Destinatation/DES170,170,ESTÁ CALIFICADO COMO DOTACIONAL VÍA PÚBLICA SECUNDARIA ÁREA ESTANCIAL SEGÚN PGOUM-97
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES81,81,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES171,171,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRAUBICADO UN TEMPLETE DE MÚSICA SITUADO EN LA PLAZA DEL CINE.
http://www.group22.org/gz/resource/Destinatation/DES172,172,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRANUBICADAS LA INSTALACIÓN DEPORTIVA BÁSICA PALOMERAS BAJAS (CAMPO DE FÚTBOL 11 DE CÉSPED ARTIFICIAL,SITUADO EN LA C/ PUERTO DE BALBARÁN Nº 6) Y LA INSTALACIÓN DEPORTIVA PUERTO DE BALBARÁN (PISTA DEVOLEIBOL, SITA EN LA C/ PUERTO DE BALBARÁN Nº 8).
http://www.group22.org/gz/resource/Destinatation/DES34,34,
http://www.group22.org/gz/resource/Destinatation/DES34,34,
http://www.group22.org/gz/resource/Destinatation/DES173,173,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRANUBICADAS UNA CASETA DE PERSONAL Y ALMACÉN.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES174,174,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRA INCLUIDO UNTEMPLETE DE MÚSICA Y LA INSTALACIÓN DEPORTIVA BÁSICA DEL JARDÍN DEL PARQUE DE LA PALOMA (PISTA DE BALONCESTO),SITA EN LA AVENIDA DE RAFAEL ALBERTI, 38 Y ADSCRITA AL DISTRITO DE PUENTE DE VALLECAS PORDECRETO DE 5 DE OCTUBRE DE 2021 DE LA DELEGADA DEL ÁREA DE GOBIERNO DE OBRAS Y EQUIPAMIENTOS.
http://www.group22.org/gz/resource/Destinatation/DES175,175,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR. ZONA FORESTAL NO CONSOLIDADA.
http://www.group22.org/gz/resource/Destinatation/DES176,176,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DEL PERIMETRO DEL PARQUE SE ENCUENTRANUBICADAS UNA BASE DEL SAMUR, UNA CASETA DE PERSONAL Y ALMACÉN, LA INSTALACIÓN DEPORTIVA BÁSICA HOGARDEL FERROVIARIO (CAMPO DE FÚTBOL 7 DE TIERRA), SITUADA EN LA AVENIDA DEL MEDITERRÁNEO SIN NÚMERO Y LAINSTALACIÓN DEPORTIVA BÁSICA PARQUE DARWIN -CUBIERTA PAR-(2 PISTAS DE BALONCESTO), SITUADA EN LAAVENIDA DE MORATALAZ, FRENTE AL Nº 58.
http://www.group22.org/gz/resource/Destinatation/DES177,177,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. PARQUE URBANO ANTES DENOMINADO PARQUE MARTALA.DENTRO DE SU PERIMETRO SE ENCUENTRA UBICADA LA INSTALACIÓN DEPORTIVA BÁSICA MARTALA I (PISTAPOLIDEPORTIVA CON MARCAJES DE FÚTBOL SALA Y 2 BALONCESTOS. 3 TENIS DE MESA Y 3 PISTAS DE CHITO),SITUADA EN LA CALLE PICO DE LOS ARTILLEROS, Nº 5 Y UNA CASETA DE PERSONAL Y ALMACÉN.
http://www.group22.org/gz/resource/Destinatation/DES143,143,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. PARQUE URBANO
http://www.group22.org/gz/resource/Destinatation/DES178,178,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. PARQUE URBANO. EN SU PERÍMETRO SE ENCUENTRAINCLUÍDA LA INSTALACIÓN DEPORTIVA BÁSICA PARQUE Z (PISTA DE PATINAJE Y 2 TENIS DE MESA), SITUADA ENLA CALLE M ARROQUINA NÚMERO 88 POSTERIOR (PARQUE DE MORATALAZ) Y UN QUIOSCO DE BEBIDAS.
http://www.group22.org/gz/resource/Destinatation/DES179,179,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. PARQUE DE BARRIO
http://www.group22.org/gz/resource/Destinatation/DES180,180,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. PARQUE URBANO. DENTRO DE SU PERÍMETRO SEENCUENTRA UBICADA UNA CASETA DE PERSONAL Y ALMACÉN.
http://www.group22.org/gz/resource/Destinatation/DES181,181,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO, EN CUYO INTERIOR SE ENCUENTRA LA INSTALACIÓNDEPORTIVA BÁSICA ARROYO BELINCOSO (PISTA POLIDEPORTIVA CON MARCAJES DE FÚTBOL SALA Y 2 BALONCESTOS).
http://www.group22.org/gz/resource/Destinatation/DES182,182,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. ES LA PARCELA 12-A DEL API 14-02 CAMINO DE LOSVINATEROS-ARROYO DE LA MEDIA LEGUA.
http://www.group22.org/gz/resource/Destinatation/DES183,183,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. ES LA PARCELA 12-C DEL API 14-02 CAMINO DE LOSVINATEROS-ARROYO DE LA MEDIA LEGUA.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES81,81,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO
http://www.group22.org/gz/resource/Destinatation/DES184,184,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. LA MITAD DE LA PARCELA EN SUPERFICIE ESTÁDESTINADA A JARDÍN CON COLUMPIOS Y UNA PISTA DE PATINAJE, Y LA OTRA MITAD A APARCAMIENTO ENSUPERFICIE. EN EL S UBSUELO DE ESTA PARCELA EXISTE UN APARCAMIENTO PARA RESIDENTES (APARCAMIENTOVINATEROS I).
http://www.group22.org/gz/resource/Destinatation/DES185,185,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. ES LA PARCELA 12-B DEL API 14-02 CAMINO DE LOSVINATEROS-ARROYO DE LA MEDIA LEGUA.
http://www.group22.org/gz/resource/Destinatation/DES186,186,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. ESTE ACTIVO ES UNA PARTE DEL PARQUE DE MORATALAZ
http://www.group22.org/gz/resource/Destinatation/DES187,187,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. ESTE ACTIVO ES UNA PARTE DEL PARQUE DEMORATALAZ.
http://www.group22.org/gz/resource/Destinatation/DES188,188,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. ESTE ACTIVO ES UNA PARTE DEL PAR MARROQUINA.
http://www.group22.org/gz/resource/Destinatation/DES188,188,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. ESTE ACTIVO ES UNA PARTE DEL PAR MARROQUINA.
http://www.group22.org/gz/resource/Destinatation/DES189,189,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRAINCLUIDA LA INSTALACIÓN DEPORTIVA BÁSICA JOSÉ DE PASAMONTE (PISTA DE BALONCESTO), SITUADA EN LAAVENIDA DEL DOCTOR GARCIA TAPIA NÚMERO 51.
http://www.group22.org/gz/resource/Destinatation/DES190,190,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRAINCLUIDA LA INSTALACIÓN DEPORTIVA BÁSICA AVENIDA DE MORATALAZ-M-30 (PISTA DE PATINAJE), SITUADA EN LACALLE RAMÓN ARECES NÚMERO 1 Y UNA CASETA PREFABRICADA.
http://www.group22.org/gz/resource/Destinatation/DES191,191,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN SU PERÍMETRO SE ENCUENTRA INCLIDA LAINSTALACIÓN DEPORTIVA BÁSICA LYON-FLANDES (PISTA DE FÚTBOL SALA), SITUADA EN LA CALLE FLANDES NÚMERO9 B.
http://www.group22.org/gz/resource/Destinatation/DES30,30,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES38,38,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.
http://www.group22.org/gz/resource/Destinatation/DES38,38,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.
http://www.group22.org/gz/resource/Destinatation/DES38,38,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.
http://www.group22.org/gz/resource/Destinatation/DES38,38,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.
http://www.group22.org/gz/resource/Destinatation/DES192,192,DOTACIONAL SERVICIOS COLECTIVOS VÍA PÚBLICA SECUNDARIA SEGÚN PGOUM97.
http://www.group22.org/gz/resource/Destinatation/DES193,193,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERIMETRO SE ENCUENTRA UBICADA LAINSTALACIÓN DEPORTIVA BÁSICA PARQUE ANTONIO PIRALA (2 PISTAS DE BALONCESTO Y 1 PISTA PDE FÚTBOLSALA), SITUADA EN LA C/ DE ANTONIO PIRALA, S/N.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES81,81,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO
http://www.group22.org/gz/resource/Destinatation/DES194,194,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DEL PERIMETRO DEL PARQUE SE ENCUENTRANUBICADAS UNA CASETA DE JARDINERIA Y LA INSTALACIÓN DEPORTIVA BÁSICA PARQUE ARRIAGA (2 PISTAS DEBALONCESTO Y PISTA DE FÚTBOL SALA), SITUADA EN LA AVENIDA DE DAROCA, 93.
http://www.group22.org/gz/resource/Destinatation/DES195,195,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR. DENTRO DE SU PERIMETRO SE ENCUENTRA UBICADASUNA CASETA DE JARDINERIA,UNA PISTA DE PATINAJE Y LA INSTALACIÓN DEPORTIVA BÁSICA ARROYO DE LA MEDIALE GUA(CAMPO DE FÚTBOL 11 DE CÉSPED ARTIFICIAL, 2 PISTAS DE FÚTBOL SALA, 2 PISTAS DE BALONCESTO YPISTA DE CALVA), SITUADA EN LA AVENIDA DE LAS TRECE ROSAS 3-B .
http://www.group22.org/gz/resource/Destinatation/DES196,196,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. PARQUE URBANO. DENTRO DE SU PERIMETRO SEENCUENTRA UBICADA LA INSTALACIÓN DEPORTIVA BÁSICA PARQUE EL CALERO (PISTA DE BALONCESTO. ROCÓDROMO.PISTA DE CALI STENIA. 10 PISTAS DE PETANCA) SITUADA EN LA CALLE VIRGEN DE NURIA, S/N.
http://www.group22.org/gz/resource/Destinatation/DES197,197,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERIMETRO SE ENCUENTRAN UBICADOS ELCAMPO DE FUTBOL  SAN PASCUAL  Y LA INSTALACIÓN DEPORTIVA BÁSICA PARQUE SALVADOR DE MADARIAGA (PISTADE BALONCESTO, 2 PISTAS DE ECUAVOLEY, MINIFRONTÓN COMPARTIDA CON 1 PISTA DE ECUAVOLEY).
http://www.group22.org/gz/resource/Destinatation/DES198,198,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. AJARDINAMIENTO DE ANTIGUO SOLAR; DENTRO DE SUPERÍMETRO SE ENCUENTRA UBICADA LA INSTALACIÓN DEPORTIVA BÁSICA VITAL AZA(PISTA DE BALONCESTO),SITUADA EN LA CALLE VITAL AZA CON VUELTA A LA CALLE EZEQUIEL SOLANA.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES199,199,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRAINCLUIDA PARTE DE LA INSTALACIÓN DEPORTIVA BÁSICA PARQUE MANUEL AZAÑA (PISTA DE BALONCESTO) SITUADAEN LA CALLE JAZMÍN, 51.
http://www.group22.org/gz/resource/Destinatation/DES81,81,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO
http://www.group22.org/gz/resource/Destinatation/DES81,81,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO
http://www.group22.org/gz/resource/Destinatation/DES81,81,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO
http://www.group22.org/gz/resource/Destinatation/DES200,200,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN SU PERÍMETRO SE ENCUENTRA INCLUIDA LAINSTALACIÓN DEPORTIVA BÁSICA CALERUEGA (PISTA DE BALONCESTO), SITUADA EN LA C/ CALERUEGA, 52.
http://www.group22.org/gz/resource/Destinatation/DES201,201,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES. EN EL PERÍMETRO DE LA PARCELA SE ENCUENTRA INCLUIDA LAINSTALACIÓN DEPORTIVA BÁSICA JAZMÍN (PISTA POLIDEPORTIVA), SITUADA EN LA CALLE JAZMÍN Nº 36.
http://www.group22.org/gz/resource/Destinatation/DES202,202,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN SU PERÍMETRO ESTÁ INCLUIDA LA INSTALACIÓNDEPORTIVA BÁSICA SAN JUAN BAUTISTA (PISTA POLIDEPORTIVA CON MARCAJES DE FÚTBOL SALA Y 2 BALONCESTOSTRANSVERS ALES), SITUADA EN LA CALLE AGASTIA C/V CALLE CIDAMÓN.
http://www.group22.org/gz/resource/Destinatation/DES203,203,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN SU PERÍMETRO SE ENCUENTRA INCLUIDA LAINSTALACIÓN DEPORTIVA BÁSICA CALERUEGA-ARTE (PISTA DE BALONCESTO), SITUADA EN LA CALLE CALERUEGA, 65C/V CALLE ARTE, 2.
http://www.group22.org/gz/resource/Destinatation/DES204,204,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERÍMETRO SE ENCUENTRA INCLUIDA LAINSTALACIÓN DEPORTIVA BÁSICA PARQUE EL CEDRAL (PISTA DE BALONCESTO), SITUADA EN LA C/ DE ARTUROSORIA, 233.
http://www.group22.org/gz/resource/Destinatation/DES205,205,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN SU PERÍMETRO SE ENCUENTRA INCLUIDA LAINSTALACIÓN DEPORTIVA BÁSICA PLAZA DE BAMI-BENIDORM (PISTA DE BALONCESTO), SITUADA EN LA CALLE JOSÉVILLENA C/V C/ BENIDORM.
http://www.group22.org/gz/resource/Destinatation/DES206,206,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERIMETRO SE ENCUENTRA UBICADA UNAPISTA DE PATINAJE.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES207,207,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR. PARQUE URBANO. FORMA JUNTO CON EL ACTIVO35/2415 LA TOTALIDAD DEL PARQUE PINAR DE BARAJAS.
http://www.group22.org/gz/resource/Destinatation/DES208,208,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. PARQUE URBANO DENTRO DEL PERIMETRO DEL PARQUE SEENCUENTRA UBICADA LA INSTALACIÓN DEPORTIVA BÁSICA PARQUE DE MANOTERAS-VÉLEZ RUBIO (PISTA DEBALONCESTO CON EQUIPAMIENTO PARA 2 BALONCESTOS TRANSVERSALES, PISTA DE PATINAJE, 3 TENIS DE MESA Y 2PISTAS DE CALVA).
http://www.group22.org/gz/resource/Destinatation/DES209,209,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR. DESARROLLO CON FINCAS A LA AVENIDA DEL PAPANEGRO. PARQUE URBANO. FORMA JUNTO CON EL ACTIVO 35/2408 LA TOTALIDAD DEL PARQUE PINAR DE BARAJAS.
http://www.group22.org/gz/resource/Destinatation/DES210,210,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRAINCLUIDA LA INSTALACIÓN DEPORTIVA BÁSICA MAR DE JAPÓN, PISTA DE PATINAJE, SITUADA EN LA CALLE MAR DEJAPÓN NÚMERO 7.
http://www.group22.org/gz/resource/Destinatation/DES211,211,ESTÁ CALIFICADO DE VÍA PÚBLICA PRINCIPAL EN EL PGOUM97. COINCIDE CON LA PARCELA DE BAJA EN PMS NÚMERO1.378, TRANSMITIDA AL INVENTARIO GENERAL DE BIENES.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES212,212,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. ANTERIORMENTE DENOMINADO C/ SAN ENRIQUE DE OSSO,Nº 301.
http://www.group22.org/gz/resource/Destinatation/DES81,81,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO
http://www.group22.org/gz/resource/Destinatation/DES81,81,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO
http://www.group22.org/gz/resource/Destinatation/DES213,213,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICA. LA PARCELA ESTÁ FORMADA POR DOS FINCASREGISTRALES, SIN QUE SE DISPONGA DE DELIMITACIÓN DE AMBAS, JUNTO AL POLIDEPORTIVO DE HORTALEZA.
http://www.group22.org/gz/resource/Destinatation/DES214,214,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. ZONA VERDE DE BARRIO.
http://www.group22.org/gz/resource/Destinatation/DES81,81,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO
http://www.group22.org/gz/resource/Destinatation/DES66,66,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR. PARQUE URBANO.
http://www.group22.org/gz/resource/Destinatation/DES66,66,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR. PARQUE URBANO.
http://www.group22.org/gz/resource/Destinatation/DES215,215,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR. PARQUE URBANO. DENTRO DE SU PERÍMETRO SEENCUENTRA INCLUIDA LA INSTALACIÓN DEPORTIVA BÁSICA SANTA VIRGILIA,(PISTA POLIDEPORTIVA CONEQUIPAMIENTO DE FÚTBOL SALA Y BALONCESTO, SIN MARCAJES), SITUADA EN LA CALLE SANTA VIRGILIA NÚMERO 17POSTERIOR(CUBIERTA DEL PAR).
http://www.group22.org/gz/resource/Destinatation/DES216,216,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO ESTÁ INCLUIDA LAINSTALACIÓN DEPORTIVA BÁSICA MARUJA MALLO, PISTA POLIDEPORTIVA CON MARCAJES DE FÚLBOL SALA YBALONMANO), SITUADA EN LA CALLE MARUJA MALLO NUMERO 7.
http://www.group22.org/gz/resource/Destinatation/DES217,217,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR. PARQUE URBANO. EN EL INTERIOR DE SU PERÍMETROSE ENCUENTRA INCLUIDA LA INSTALACIÓN DEPORTIVA BÁSICA PEONÍAS-JOSÉ MIGUEL VICENS, PISTA DE BALONCESTOY PISTA DE FÚTBOL SALA, SITUADA EN LA CALLE DE LAS PEONÍAS NÚMERO 2.
http://www.group22.org/gz/resource/Destinatation/DES218,218,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRAINCLUIDA INSTALACIÓN DEPORTIVA BÁSICA MONTALBOS (PISTA DE PATINAJE Y 3 PISTAS DE CHITO), SITUADA ENLA CALLE MONTALBOS NÚMERO 14.
