identifier,archive_number,district,type,location,destinatation,solar_m2
http://www.group22.org/gz/resource/GreenZones/301255,301255,http://www.group22.org/gz/resource/District/D1,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L36,http://www.group22.org/gz/resource/Destinatation/DES1,2379.34
http://www.group22.org/gz/resource/GreenZones/300032,300032,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L37,http://www.group22.org/gz/resource/Destinatation/DES20,108873.35
http://www.group22.org/gz/resource/GreenZones/300034,300034,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L38,http://www.group22.org/gz/resource/Destinatation/DES21,9141.5
http://www.group22.org/gz/resource/GreenZones/300035,300035,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L39,http://www.group22.org/gz/resource/Destinatation/DES1,3013.5
http://www.group22.org/gz/resource/GreenZones/300036,300036,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L40,http://www.group22.org/gz/resource/Destinatation/DES22,776.2
http://www.group22.org/gz/resource/GreenZones/300037,300037,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L41,http://www.group22.org/gz/resource/Destinatation/DES23,176.55
http://www.group22.org/gz/resource/GreenZones/300039,300039,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L42,http://www.group22.org/gz/resource/Destinatation/DES24,6731.0
http://www.group22.org/gz/resource/GreenZones/300064,300064,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L43,http://www.group22.org/gz/resource/Destinatation/DES25,2951.0
http://www.group22.org/gz/resource/GreenZones/300065,300065,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L44,http://www.group22.org/gz/resource/Destinatation/DES1,10548.3
http://www.group22.org/gz/resource/GreenZones/300066,300066,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L45,http://www.group22.org/gz/resource/Destinatation/DES1,1880.81
http://www.group22.org/gz/resource/GreenZones/300067,300067,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L46,http://www.group22.org/gz/resource/Destinatation/DES1,1529.31
http://www.group22.org/gz/resource/GreenZones/300068,300068,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L47,http://www.group22.org/gz/resource/Destinatation/DES1,2916.41
http://www.group22.org/gz/resource/GreenZones/300069,300069,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L48,http://www.group22.org/gz/resource/Destinatation/DES1,828.4
http://www.group22.org/gz/resource/GreenZones/300070,300070,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L49,http://www.group22.org/gz/resource/Destinatation/DES1,1072.6
http://www.group22.org/gz/resource/GreenZones/300071,300071,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L50,http://www.group22.org/gz/resource/Destinatation/DES1,4544.0
http://www.group22.org/gz/resource/GreenZones/300072,300072,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L51,http://www.group22.org/gz/resource/Destinatation/DES1,1890.0
http://www.group22.org/gz/resource/GreenZones/300073,300073,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L52,http://www.group22.org/gz/resource/Destinatation/DES1,10647.0
http://www.group22.org/gz/resource/GreenZones/300074,300074,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L53,http://www.group22.org/gz/resource/Destinatation/DES1,6992.0
http://www.group22.org/gz/resource/GreenZones/300075,300075,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L54,http://www.group22.org/gz/resource/Destinatation/DES1,1520.0
http://www.group22.org/gz/resource/GreenZones/300076,300076,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L55,http://www.group22.org/gz/resource/Destinatation/DES1,2131.0
http://www.group22.org/gz/resource/GreenZones/300077,300077,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L56,http://www.group22.org/gz/resource/Destinatation/DES26,1260.0
http://www.group22.org/gz/resource/GreenZones/300078,300078,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L57,http://www.group22.org/gz/resource/Destinatation/DES1,835.79
http://www.group22.org/gz/resource/GreenZones/300079,300079,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L58,http://www.group22.org/gz/resource/Destinatation/DES1,529.94
http://www.group22.org/gz/resource/GreenZones/300080,300080,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L59,http://www.group22.org/gz/resource/Destinatation/DES27,1571.1
http://www.group22.org/gz/resource/GreenZones/300081,300081,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L60,http://www.group22.org/gz/resource/Destinatation/DES1,1948.51
http://www.group22.org/gz/resource/GreenZones/300082,300082,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L61,http://www.group22.org/gz/resource/Destinatation/DES1,1998.15
http://www.group22.org/gz/resource/GreenZones/300083,300083,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L62,http://www.group22.org/gz/resource/Destinatation/DES1,2201.85
http://www.group22.org/gz/resource/GreenZones/300084,300084,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L63,http://www.group22.org/gz/resource/Destinatation/DES1,650.62
http://www.group22.org/gz/resource/GreenZones/300085,300085,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L64,http://www.group22.org/gz/resource/Destinatation/DES1,1894.05
http://www.group22.org/gz/resource/GreenZones/300086,300086,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L65,http://www.group22.org/gz/resource/Destinatation/DES28,2550.0
http://www.group22.org/gz/resource/GreenZones/300062,300062,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L66,http://www.group22.org/gz/resource/Destinatation/DES1,1022.14
http://www.group22.org/gz/resource/GreenZones/300063,300063,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L67,http://www.group22.org/gz/resource/Destinatation/DES1,4139.65
http://www.group22.org/gz/resource/GreenZones/300040,300040,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L68,http://www.group22.org/gz/resource/Destinatation/DES29,3267.0
http://www.group22.org/gz/resource/GreenZones/300041,300041,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L69,http://www.group22.org/gz/resource/Destinatation/DES1,4385.08
http://www.group22.org/gz/resource/GreenZones/300042,300042,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L70,http://www.group22.org/gz/resource/Destinatation/DES1,1200.0
http://www.group22.org/gz/resource/GreenZones/300043,300043,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L71,http://www.group22.org/gz/resource/Destinatation/DES1,1625.76
http://www.group22.org/gz/resource/GreenZones/300044,300044,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L72,http://www.group22.org/gz/resource/Destinatation/DES1,1350.26
http://www.group22.org/gz/resource/GreenZones/300045,300045,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L73,http://www.group22.org/gz/resource/Destinatation/DES1,5336.95
http://www.group22.org/gz/resource/GreenZones/300046,300046,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L74,http://www.group22.org/gz/resource/Destinatation/DES1,1350.0
http://www.group22.org/gz/resource/GreenZones/300047,300047,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L75,http://www.group22.org/gz/resource/Destinatation/DES1,1350.0
http://www.group22.org/gz/resource/GreenZones/300048,300048,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L76,http://www.group22.org/gz/resource/Destinatation/DES1,4547.27
http://www.group22.org/gz/resource/GreenZones/300049,300049,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L77,http://www.group22.org/gz/resource/Destinatation/DES1,864.0
http://www.group22.org/gz/resource/GreenZones/300050,300050,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L78,http://www.group22.org/gz/resource/Destinatation/DES1,1092.34
http://www.group22.org/gz/resource/GreenZones/300051,300051,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L79,http://www.group22.org/gz/resource/Destinatation/DES1,7637.0
http://www.group22.org/gz/resource/GreenZones/300052,300052,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L80,http://www.group22.org/gz/resource/Destinatation/DES1,1305.0
http://www.group22.org/gz/resource/GreenZones/300053,300053,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L81,http://www.group22.org/gz/resource/Destinatation/DES1,1350.0
http://www.group22.org/gz/resource/GreenZones/300054,300054,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L82,http://www.group22.org/gz/resource/Destinatation/DES1,443.43
http://www.group22.org/gz/resource/GreenZones/300055,300055,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L83,http://www.group22.org/gz/resource/Destinatation/DES1,3154.88
http://www.group22.org/gz/resource/GreenZones/300056,300056,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L84,http://www.group22.org/gz/resource/Destinatation/DES1,2390.54
http://www.group22.org/gz/resource/GreenZones/300057,300057,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L85,http://www.group22.org/gz/resource/Destinatation/DES1,1077.2
http://www.group22.org/gz/resource/GreenZones/300058,300058,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L86,http://www.group22.org/gz/resource/Destinatation/DES1,2099.0
http://www.group22.org/gz/resource/GreenZones/300059,300059,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L87,http://www.group22.org/gz/resource/Destinatation/DES1,2061.82
http://www.group22.org/gz/resource/GreenZones/300060,300060,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L88,http://www.group22.org/gz/resource/Destinatation/DES1,873.28
http://www.group22.org/gz/resource/GreenZones/300038,300038,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L89,http://www.group22.org/gz/resource/Destinatation/DES1,3033.0
http://www.group22.org/gz/resource/GreenZones/301046,301046,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L90,http://www.group22.org/gz/resource/Destinatation/DES30,10608.66
http://www.group22.org/gz/resource/GreenZones/301047,301047,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L91,http://www.group22.org/gz/resource/Destinatation/DES30,36633.96
http://www.group22.org/gz/resource/GreenZones/301049,301049,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L92,http://www.group22.org/gz/resource/Destinatation/DES1,443.0
http://www.group22.org/gz/resource/GreenZones/301050,301050,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L93,http://www.group22.org/gz/resource/Destinatation/DES1,1312.35
http://www.group22.org/gz/resource/GreenZones/301112,301112,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L94,http://www.group22.org/gz/resource/Destinatation/DES31,28239.0
http://www.group22.org/gz/resource/GreenZones/301202,301202,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L95,http://www.group22.org/gz/resource/Destinatation/DES1,2990.56
http://www.group22.org/gz/resource/GreenZones/301203,301203,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L96,http://www.group22.org/gz/resource/Destinatation/DES1,9150.0
http://www.group22.org/gz/resource/GreenZones/301204,301204,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L97,http://www.group22.org/gz/resource/Destinatation/DES1,3363.0
http://www.group22.org/gz/resource/GreenZones/301205,301205,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L98,http://www.group22.org/gz/resource/Destinatation/DES1,1799.0
http://www.group22.org/gz/resource/GreenZones/301206,301206,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L99,http://www.group22.org/gz/resource/Destinatation/DES32,7664.63
http://www.group22.org/gz/resource/GreenZones/301207,301207,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L100,http://www.group22.org/gz/resource/Destinatation/DES33,11098.0
http://www.group22.org/gz/resource/GreenZones/301208,301208,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L101,http://www.group22.org/gz/resource/Destinatation/DES1,2833.23
http://www.group22.org/gz/resource/GreenZones/301209,301209,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L102,http://www.group22.org/gz/resource/Destinatation/DES1,1060.0
http://www.group22.org/gz/resource/GreenZones/301217,301217,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L103,http://www.group22.org/gz/resource/Destinatation/DES1,188.61
http://www.group22.org/gz/resource/GreenZones/301218,301218,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L104,http://www.group22.org/gz/resource/Destinatation/DES1,260.99
http://www.group22.org/gz/resource/GreenZones/301219,301219,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L105,http://www.group22.org/gz/resource/Destinatation/DES1,2721.0
http://www.group22.org/gz/resource/GreenZones/301259,301259,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L106,http://www.group22.org/gz/resource/Destinatation/DES30,9848.0
http://www.group22.org/gz/resource/GreenZones/301262,301262,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L107,http://www.group22.org/gz/resource/Destinatation/DES34,8791.48
http://www.group22.org/gz/resource/GreenZones/301263,301263,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L108,http://www.group22.org/gz/resource/Destinatation/DES35,62393.43
http://www.group22.org/gz/resource/GreenZones/301422,301422,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L109,http://www.group22.org/gz/resource/Destinatation/DES36,4196.59
http://www.group22.org/gz/resource/GreenZones/301423,301423,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L110,http://www.group22.org/gz/resource/Destinatation/DES36,5064.89
http://www.group22.org/gz/resource/GreenZones/301424,301424,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L111,http://www.group22.org/gz/resource/Destinatation/DES36,2873.43
http://www.group22.org/gz/resource/GreenZones/301425,301425,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L112,http://www.group22.org/gz/resource/Destinatation/DES36,1808.47
http://www.group22.org/gz/resource/GreenZones/301426,301426,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L113,http://www.group22.org/gz/resource/Destinatation/DES36,741.87
http://www.group22.org/gz/resource/GreenZones/301427,301427,http://www.group22.org/gz/resource/District/D2,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L114,http://www.group22.org/gz/resource/Destinatation/DES37,24931.87
