CODIGO;"ZONA VERDE / 
VIA PUBLICA";DISTRITO;DIRECCION;COMPLEMENTO DE DIRECCI‡N ;COORD, X;COORD, Y;SISTEMA DE COORDENADAS;FECHA DATOS;Longitud;Latitud
FUE_02_0046;ZV;ARGANZUELA;JARDIN PARROCO SANCHEZ CAMARA ED 2-15;C/MORATINES Nß24;440217,4683;4472591,542;ETRS89 / UTM  Zona 30N;ago.-22;-3.7045037;40.4017881
FUE_02_0047;ZV;ARGANZUELA;PARQUE PE•UELAS;FRENTE EL Nß 31 DE PASEO ESPERANZA;440093,5368;4472398,502;ETRS89 / UTM  Zona 30N;ago.-22;-3.7059459;40.4000401
FUE_02_0048;ZV;ARGANZUELA;CALLE DEL TEJO Nß 3;;442406,8221;4472004,372;ETRS89 / UTM  Zona 30N;ago.-22;-3.6786521;40.3966528
FUE_02_0049;VP;ARGANZUELA;YESERIAS FRENTE Nß 29 FLA. 24-26;;439832,5363;4472235,505;ETRS89 / UTM  Zona 30N;ago.-22;-3.709006;40.398553
FUE_02_0050;VP;ARGANZUELA;PASEO YESERIAS;FRENTE AL Nß15;439688,538;4472330,507;ETRS89 / UTM  Zona 30N;ago.-22;-3.7107117;40.3993984
FUE_02_0052;ZV;ARGANZUELA;AV. PALNETARIO, 11;EN ZONA VERDE CV CALLE MENESES;442125,47;4471670,41;ETRS89 / UTM  Zona 30N;ago.-22;-3.6819368;40.3936248
FUE_02_0053;VP;ARGANZUELA;CALLE GRANITO, 20 ;CON VUELTA CALLE HIERRO;441238,39;4471659,4;ETRS89 / UTM  Zona 30N;ago.-22;-3.6923876;40.3934635
FUE_02_0054;VP;ARGANZUELA;CALLE AGUIL‡N,11;JUNTO A ZONA INFANTIL;440567,02;4472108,5;ETRS89 / UTM  Zona 30N;ago.-22;-3.7003397;40.3974616
FUE_02_0055;VP;ARGANZUELA;CALLE EROS Nß 10;CV CALLE ARIEL;442305,61;4471626,11;ETRS89 / UTM  Zona 30N;ago.-22;-3.6798104;40.3932382
FUE_02_0056;ZV;ARGANZUELA;CALLE AMALTEA Nß 6;JUNTO ZONA INFANTIL;442090,51;4471814,14;ETRS89 / UTM  Zona 30N;ago.-22;-3.6823618;40.3949172
FUE_02_0057;ZV;ARGANZUELA;CALLE JACARANDA 13;C/V ALMEZ;442359,46;4472086,99;ETRS89 / UTM  Zona 30N;ago.-22;-3.6792176;40.3973938
FUE_02_0058;ZV;ARGANZUELA;PASEO DE YESER÷AS, 1;ZV JUNTO PISTA FRONT‡N;439501,78;4472480,58;ETRS89 / UTM  Zona 30N;ago.-22;-3.7129266;40.4007368
FUE_02_0059;ZV;ARGANZUELA;CALLE TOLEDO, 178;JARDINES DE CONCHA PIQUER;439380,75;4472628,01;ETRS89 / UTM  Zona 30N;ago.-22;-3.7143668;40.4020561
FUE_02_0060;ZV;ARGANZUELA;PASEO JUAN ANTONIO VALLEJO NµJERA-BOTAS, 1;C/V GLORIETA SANTA MAR÷A DE LA CABEZA;440602,84;4472491,95;ETRS89 / UTM  Zona 30N;ago.-22;-3.6999534;40.4009185
FUE_02_0061;ZV;ARGANZUELA;C/ VILLOSLADA Nß 9;PARQUE GIL IM‡N;439653,81;4472810,01;ETRS89 / UTM  Zona 30N;ago.-22;-3.7111664;40.4037155
FUE_02_0062;ZV;ARGANZUELA;TRAVES÷A DE SAN ISIDORO DE SEVILLA, 7-9 ;PASEO DE LOS OLMOS Nß 24,;439653,81;4472810,01;ETRS89 / UTM  Zona 30N;ago.-22;-3.7111664;40.4037155
FUE_02_0063;ZV;ARGANZUELA;CALLE PµRROCO EUSEBIO CUENCA, FRENTE Nß 64 ;C/V ANTRACITA (PLANETARIO);441643,21;4471655,95;ETRS89 / UTM  Zona 30N;ago.-22;-3.6876176;40.3934609
FUE_02_0064;ZV;ARGANZUELA;PARQUE ENRIQUE TIERNO GALVAN, AV. PLANETARIO 18;Pß  CATALPAS JUNTO A LA FAROLA 594, µREA CANINA;441790,86;4471419,38;ETRS89 / UTM  Zona 30N;ago.-22;-3.6858563;40.3913401
FUE_02_0065;ZV;ARGANZUELA;CALLE MORENO NIETO,5;CV CALLE JUAN DUQUE 25 ;439019,97;4473706,98;ETRS89 / UTM  Zona 30N;ago.-22;-3.7187215;40.4117496
FB_900020;ZV;ARGANZUELA;MADRID R÷O;Z.10. - CEDEX MARGEN IZQUIERDO;438790,4;4473362,3;ETRS89 / UTM  Zona 30N;ago.-22;-3.7213938;40.4086277
FB_900036;ZV;ARGANZUELA;MADRID R÷O;Z.17. -  ARGANZUELA - ESQUELETO;439641,8;4472334,9;ETRS89 / UTM  Zona 30N;ago.-22;-3.7112629;40.3994346
FB_900037;ZV;ARGANZUELA;MADRID R÷O;Z.17. -  ARGANZUELA - ESQUELETO;439643,7;4472334,7;ETRS89 / UTM  Zona 30N;ago.-22;-3.7112405;40.3994329
FB_900038;ZV;ARGANZUELA;MADRID R÷O;Z.17. -  ARGANZUELA - ESQUELETO;439642,8;4472334,7;ETRS89 / UTM  Zona 30N;ago.-22;-3.7112511;40.3994329
FB_900039;ZV;ARGANZUELA;MADRID R÷O;Z.17. -  ARGANZUELA - ESQUELETO;439530,6;4472240;ETRS89 / UTM  Zona 30N;ago.-22;-3.7125641;40.3985716
FB_900040;ZV;ARGANZUELA;MADRID R÷O;Z.17. -  ARGANZUELA - ESQUELETO;439529,9;4472239,4;ETRS89 / UTM  Zona 30N;ago.-22;-3.7125723;40.3985662
FB_900041;ZV;ARGANZUELA;MADRID R÷O;Z.17. -  ARGANZUELA - ESQUELETO;439529,2;4472238,7;ETRS89 / UTM  Zona 30N;ago.-22;-3.7125805;40.3985598
FB_900042;ZV;ARGANZUELA;MADRID R÷O;Z.18. - ARGANZUELA - PERRAULT;439646,6;4472215,5;ETRS89 / UTM  Zona 30N;ago.-22;-3.711195;40.3983593
FB_900043;ZV;ARGANZUELA;MADRID R÷O;Z.18. - ARGANZUELA - PERRAULT;439647,3;4472215;ETRS89 / UTM  Zona 30N;ago.-22;-3.7111867;40.3983549
FB_900044;ZV;ARGANZUELA;MADRID R÷O;Z.18. - ARGANZUELA - PERRAULT;439648;4472214,4;ETRS89 / UTM  Zona 30N;ago.-22;-3.7111784;40.3983495
FB_900047;ZV;ARGANZUELA;MADRID R÷O;Z.20. - ARGANZUELA - Pß DE PLATANOS;439963,3;4471984,5;ETRS89 / UTM  Zona 30N;ago.-22;-3.7074415;40.3963013
FB_900048;ZV;ARGANZUELA;MADRID R÷O;Z.20. - ARGANZUELA - Pß DE PLATANOS;439962,9;4471983,6;ETRS89 / UTM  Zona 30N;ago.-22;-3.7074462;40.3962931
FB_900049;ZV;ARGANZUELA;MADRID R÷O;Z.20. - ARGANZUELA - Pß DE PLATANOS;439962,6;4471982,8;ETRS89 / UTM  Zona 30N;ago.-22;-3.7074496;40.3962859
FB_900050;ZV;ARGANZUELA;MADRID R÷O;Z.20. - ARGANZUELA - Pß DE PLATANOS;439990,3;4472101,3;ETRS89 / UTM  Zona 30N;ago.-22;-3.7071344;40.3973554
FB_900051;ZV;ARGANZUELA;MADRID R÷O;Z.20. - ARGANZUELA - Pß DE PLATANOS;439991;4472100,8;ETRS89 / UTM  Zona 30N;ago.-22;-3.7071261;40.3973509
FB_900052;ZV;ARGANZUELA;MADRID R÷O;Z.20. - ARGANZUELA - Pß DE PLATANOS;439989,6;4472101,9;ETRS89 / UTM  Zona 30N;ago.-22;-3.7071427;40.3973607
FB_900056;ZV;ARGANZUELA;MADRID R÷O;Z.23. - ARGANZUELA - Pß DE LA CHOPERA;440535,5;4471544;ETRS89 / UTM  Zona 30N;ago.-22;-3.7006584;40.3923741
FB_900057;ZV;ARGANZUELA;MADRID R÷O;Z.23. - ARGANZUELA - Pß DE LA CHOPERA;440534,9;4471544,7;ETRS89 / UTM  Zona 30N;ago.-22;-3.7006655;40.3923803
FB_900058;ZV;ARGANZUELA;MADRID R÷O;Z.23. - ARGANZUELA - Pß DE LA CHOPERA;440512,9;4471564,2;ETRS89 / UTM  Zona 30N;ago.-22;-3.7009265;40.3925544
FB_900059;ZV;ARGANZUELA;MADRID R÷O;Z.23. - ARGANZUELA - Pß DE LA CHOPERA;440512,1;4471563,7;ETRS89 / UTM  Zona 30N;ago.-22;-3.7009359;40.3925499
FB_900060;ZV;ARGANZUELA;MADRID R÷O;Z.23. - ARGANZUELA - Pß DE LA CHOPERA;440511,3;4471563,2;ETRS89 / UTM  Zona 30N;ago.-22;-3.7009453;40.3925453
FB_900067;ZV;ARGANZUELA;MADRID R÷O;Z.28. - BMX;441538,5;4470641,9;ETRS89 / UTM  Zona 30N;ago.-22;-3.6887583;40.3843184
FB_900068;ZV;ARGANZUELA;MADRID R÷O;Z.23. - ARGANZUELA - Pß DE LA CHOPERA;440719,6;4471640,9;ETRS89 / UTM  Zona 30N;ago.-22;-3.6984983;40.3932601
FUE_03_0001;ZV;RETIRO;PARQUE DE ROMA;C/JUAN ESPLANDIU Nß 6.PR‡XIMA A FUENTE ORNAMENTAL CIRCULAR;441495,9624;4475421,702;ETRS89 / UTM  Zona 30N;ago.-22;-3.6896988;40.4273744
FUE_03_0002;ZV;RETIRO;PARQUE DE ROMA;C/JUAN ESPLANDIU Nß 4, JUNTO A JUEGOS INFANTILES;443885,3108;4474124,772;ETRS89 / UTM  Zona 30N;ago.-22;-3.6614183;40.4158555
FUE_03_0005;ZV;RETIRO;PARQUE DE ROMA;AREA CANINA;443835,69;4474016,74;ETRS89 / UTM  Zona 30N;ago.-22;-3.6619936;40.414879
FUE_03_0006;ZV;RETIRO;PARQUE DE ROMA;JUNTO A LA ENTRADA DE LA CALLE PEZ VOLADOR 32;443645,6773;4474002,265;ETRS89 / UTM  Zona 30N;ago.-22;-3.6642318;40.4147358
FUE_03_0007;ZV;RETIRO;PARQUE DE ROMA;C/JUAN ESPLANDIU Nß 11, EN EL ROC‡DROMO;443588,2282;4474449,008;ETRS89 / UTM  Zona 30N;ago.-22;-3.6649485;40.4187564
FUE_03_0008;ZV;RETIRO;JARDINES FEDERICO MORENO TORROBA;C/FEDERICO MORENO TORROBA Nß 11;443396,7563;4472871,442;ETRS89 / UTM  Zona 30N;ago.-22;-3.667065;40.4045317
FUE_03_0010;ZV;RETIRO;JARDINES Pß JOHN LENNON;C/MARQUêS DE LOZOYA Nß 6;443511,2571;4474224,198;ETRS89 / UTM  Zona 30N;ago.-22;-3.6658358;40.4167259
FUE_03_0011;ZV;RETIRO;PARQUE MARTIN LUTHER KING;C/ARREGUI Y ARUEJ  24;443306,1855;4472675,612;ETRS89 / UTM  Zona 30N;ago.-22;-3.6681148;40.4027614
FUE_03_0012;ZV;RETIRO;PARQUE MARTIN LUTHER KING;C/ MARTINEZ CORROCHANO Nß 41;443285,0896;4472780,463;ETRS89 / UTM  Zona 30N;ago.-22;-3.6683728;40.4037045
FUE_03_0013;ZV;RETIRO;JARDINES CONDE CARTAGENA - ABTAO;C/ CONDE DE CARTAGENA 16. JARD÷N ?MAR÷A DE LA CONCEPCI‡N ARIAS Y ARIM‡N? ;442783,5549;4473222,373;ETRS89 / UTM  Zona 30N;ago.-22;-3.6743227;40.4076512
FUE_03_0017;ZV;RETIRO;PARQUE DE COCHERAS;C/HOYUELO Nß 11, JUNTO PISTAS DEPORTIVAS;442611,0732;4472452,101;ETRS89 / UTM  Zona 30N;ago.-22;-3.6762858;40.4007003
FUE_03_0018;ZV;RETIRO;POLIDEPORTIVO DAOIZ Y VELARDE;TELLEZ 31;442414,4272;4472484,934;ETRS89 / UTM  Zona 30N;ago.-22;-3.6786059;40.4009825
FUE_03_0021;ZV;RETIRO;STA. SABINA - DR. ESQUERDO;C/SANTA SABINA Nß 6;443110,9647;4472923,757;ETRS89 / UTM  Zona 30N;ago.-22;-3.6704375;40.4049836
FUE_03_0023;ZV;RETIRO;PARQUE ANUNCIACION;C/ ANUNCIACI‡N 8, ZV CON µREA INFANTIL;442664,95;4473727,46;ETRS89 / UTM  Zona 30N;ago.-22;-3.6757658;40.4121932
FUE_03_0024;ZV;RETIRO;PARQUE MARTIN LUTHER KING;;443176,2633;4472237,002;ETRS89 / UTM  Zona 30N;ago.-22;-3.6696067;40.3988013
FUE_03_0028;ZV;RETIRO;PZA. VAQUERIAS;C/VAQUER÷AS 7;443415,0468;4474454,81;ETRS89 / UTM  Zona 30N;ago.-22;-3.6669902;40.4187969
FUE_03_0030;ZV;RETIRO;Pß INFANTA ISABEL, 4;;441789,3685;4473060,736;ETRS89 / UTM  Zona 30N;ago.-22;-3.686024;40.4061262
FUE_03_0032;ZV;RETIRO;PIO BAROJA - MENENDEZ PELAYO;AVDA.DE MENENDEZ PELAYO Nß67;442597,2008;4473814,919;ETRS89 / UTM  Zona 30N;ago.-22;-3.6765722;40.4129764
FUE_03_0035;ZV;RETIRO;JARDINES JESUS APRENDIZ;C/ ANTONIO DIAZ-CA•ABATE, 4;443016,8084;4473434,551;ETRS89 / UTM  Zona 30N;ago.-22;-3.6715928;40.4095786
FUE_03_0036;ZV;RETIRO;C/ FEDERICO MORENO TORROBA Nß3;AVDA. MEDITERRANEO (MADRID SALUD);443401,08;4473028,91;ETRS89 / UTM  Zona 30N;ago.-22;-3.6670281;40.4059506
FUE_03_0039;VP;RETIRO;IBIZA Nß 16 ( EN EL BULEVAR);;442610,5469;4474400,482;ETRS89 / UTM  Zona 30N;ago.-22;-3.6764677;40.4182523
FUE_03_0040;VP;RETIRO;IBIZA Nß 60 ( EN EL BULEVAR);;443196,5446;4474361,473;ETRS89 / UTM  Zona 30N;ago.-22;-3.6695574;40.4179411
FUE_03_0041;VP;RETIRO;ALCALDE SAINZ DE BARANDA Nß 65 (EN EL BULEVAR);;443184,3429;4474203,072;ETRS89 / UTM  Zona 30N;ago.-22;-3.6696871;40.4165133
FUE_03_0042;VP;RETIRO;CAVANILLES Nß 46 PASAJE;CAVANILLES CV CALLE ABTAO;442748,431;4472936,672;ETRS89 / UTM  Zona 30N;ago.-22;-3.6747108;40.405075
FUE_03_0043;VP;RETIRO;ALCALA Nß 50;;441316,5538;4474539,499;ETRS89 / UTM  Zona 30N;ago.-22;-3.6917323;40.4194144
FUE_03_0044;VP;RETIRO;ALCALDE SAINZ DE BARANDA Nß 20 (Nß 18 EN EL BULEVAR);;442625,9453;4474250,381;ETRS89 / UTM  Zona 30N;ago.-22;-3.6762726;40.4169012
FUE_03_0045;VP;RETIRO;CALLE ANTONIO NEBRIJA 7;CONFLUENCIA CON CALLE COMERCIO;441972,931;4472717,182;ETRS89 / UTM  Zona 30N;ago.-22;-3.6838295;40.4030441
FUE_03_0046;ZV;RETIRO;CALLE CERRO NEGRO;;442951,19;4471915,44;ETRS89 / UTM  Zona 30N;ago.-22;-3.67223;40.3958892
FUE_03_0047;VP;RETIRO;AV. CIUDAD DE BARCELONA, 144;;442417,19;4472721,2;ETRS89 / UTM  Zona 30N;ago.-22;-3.6785948;40.4031111
FUE_03_0048;ZV;RETIRO;CALLE BARRILERO 2;C/V SECO (PZA. LAS CALIFORNIAS);442831,73;4472125,27;ETRS89 / UTM  Zona 30N;ago.-22;-3.6736563;40.3977712
FUE_03_0049;ZV;RETIRO;PASAJE DEL LINCE 8;PLAZUELA VIRGEN DE LA ESTRELLA, JUNTO A PISTAS DEPORTIVAS;443322,04;4473352,89;ETRS89 / UTM  Zona 30N;ago.-22;-3.6679883;40.4088638
FUE_03_0050;ZV;RETIRO;AV. MEDITERRµNEO 2;C/V PLAZA MARIANO DE CAVIA;442463,89;4473180,96;ETRS89 / UTM  Zona 30N;ago.-22;-3.678086;40.4072561
FUE_03_0051;ZV;RETIRO;CALLE DOCE DE OCTUBRE 30;JARDINES DOCE DE OCTUBRE (FRENTE C/ MAIQUEZ);442891,59;4474155,39;ETRS89 / UTM  Zona 30N;ago.-22;-3.6731332;40.4160638
FUE_03_0052;VP;RETIRO;PLAZA DE CONDE DE CASAL, 10;JUNTO PARADA BUS;443082,6;4473087,48;ETRS89 / UTM  Zona 30N;ago.-22;-3.6707864;40.4064565
FUE_03_0053;ZV;RETIRO;CALLE FELIPE IV FRENTE Nß 1;ACCESO MUSEO DEL PRADO;441212,62;4474037,04;ETRS89 / UTM  Zona 30N;ago.-22;-3.6929108;40.4148807
FUE_03_0054;VP;RETIRO;CALLE ESTRELLA POLAR, 13;C/V CALLE PEZ AUSTRAL;443512,78;4473613,83;ETRS89 / UTM  Zona 30N;ago.-22;-3.6657637;40.4112275
FUE_03_0055;VP;RETIRO;CALLE O'DONNELL, 48;HOSPITAL MATERNO INFANTIL;442974,13;4474728,73;ETRS89 / UTM  Zona 30N;ago.-22;-3.6722118;40.4212344
FUE_03_0056;VP;RETIRO;CALLE MENêNDEZ PELAYO, 9;C/V OÔDONNELL;442333,04;4474762,86;ETRS89 / UTM  Zona 30N;ago.-22;-3.6797714;40.4214976
FUE_03_0057;VP;RETIRO;CALLE JUAN VALERA, 24;C/V CALLE ANDRêS TORREJ‡N;442085,58;4473289,53;ETRS89 / UTM  Zona 30N;ago.-22;-3.6825541;40.4082079
FUE_03_0058;ZV;RETIRO;CALLE SIRIO 2;FRENTE A CALLE PEZ VOLADOR, JUNTO A ZONA INFANTIL;443810,53;4473838,97;ETRS89 / UTM  Zona 30N;ago.-22;-3.6622745;40.4132758
FUE_03_0059;ZV;RETIRO;CALLE GRANADA 55 C;JUNTO ZONA INFANTIL;442805,71;4472744,18;ETRS89 / UTM  Zona 30N;ago.-22;-3.6740185;40.4033449
FB_01_000001;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 12 ˙ EL POVAR;441846,65;4474411,3;ETRS89 / UTM  Zona 30N;ago.-22;-3.6854724;40.4182968
FB_01_000002;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 13 ˙ HERNANI;441754,41;4474567,95;ETRS89 / UTM  Zona 30N;ago.-22;-3.6865739;40.4197015
FB_01_000003;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 12 ˙ EL POVAR;441760,56;4474463,47;ETRS89 / UTM  Zona 30N;ago.-22;-3.6864919;40.4187607
FB_01_000004;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 12 ˙ EL POVAR;441846,65;4474411,3;ETRS89 / UTM  Zona 30N;ago.-22;-3.6854724;40.4182968
FB_01_000005;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 13 ˙ HERNANI;441950,94;4474644,87;ETRS89 / UTM  Zona 30N;ago.-22;-3.6842645;40.4204082
FB_01_000006;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 16 ˙ PLAZA DE GALICIA;442106,93;4474673,63;ETRS89 / UTM  Zona 30N;ago.-22;-3.6824285;40.4206781
FB_01_000007;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 1 ˙ RESERVADO;442288,37;4474580,86;ETRS89 / UTM  Zona 30N;ago.-22;-3.6802814;40.419855
FB_01_000008;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 14 ˙ ESTANQUE;442211,32;4474497,8;ETRS89 / UTM  Zona 30N;ago.-22;-3.6811821;40.4191014
FB_01_000009;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 1 ˙ RESERVADO;442316,72;4474449,84;ETRS89 / UTM  Zona 30N;ago.-22;-3.6799354;40.4186767
FB_01_000010;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 10 ˙ CAMPANILLAS;441579,4;4474202,51;ETRS89 / UTM  Zona 30N;ago.-22;-3.6886032;40.4163972
FB_01_000011;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 8 ˙ BOSQUE DEL RECUERDO Y ENTORNO;441607,814;4473929,64;ETRS89 / UTM  Zona 30N;ago.-22;-3.6882433;40.413941
FB_01_000012;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 8 ˙ BOSQUE DEL RECUERDO Y ENTORNO;441731,93;4473678,09;ETRS89 / UTM  Zona 30N;ago.-22;-3.6867574;40.4116836
FB_01_000013;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 7 ˙ CEMENTERIO;441668,34;4473616,57;ETRS89 / UTM  Zona 30N;ago.-22;-3.6875012;40.411125
FB_01_000014;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 6 ˙ HUERTO DEL FRANCêS;441772,89;4473453,5;ETRS89 / UTM  Zona 30N;ago.-22;-3.6862541;40.4096633
FB_01_000015;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 6 ˙ HUERTO DEL FRANCêS;442026,83;4473570,27;ETRS89 / UTM  Zona 30N;ago.-22;-3.6832721;40.4107329
FB_01_000016;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 4 ˙ LA ROSALEDA Y ENTORNO;442221,31;4473614,46;ETRS89 / UTM  Zona 30N;ago.-22;-3.6809841;40.4111445
FB_01_000017;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 4 ˙ LA ROSALEDA Y ENTORNO;442302,77;4473637,63;ETRS89 / UTM  Zona 30N;ago.-22;-3.6800262;40.4113589
FB_01_000018;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 17 ˙ µREA CANINA;442256,56;4473420,36;ETRS89 / UTM  Zona 30N;ago.-22;-3.680551;40.4093984
FB_01_000019;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 5 ˙ ENCINAR;442420,89;4473318,61;ETRS89 / UTM  Zona 30N;ago.-22;-3.6786052;40.4084932
FB_01_000020;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 15 ˙ CAMPO GRANDE;442187,9;4473865,75;ETRS89 / UTM  Zona 30N;ago.-22;-3.6814007;40.413406
FB_01_000021;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 2 ˙ HERRERO PALACIOS;442387,6;4474051,82;ETRS89 / UTM  Zona 30N;ago.-22;-3.6790639;40.415096
FB_01_000022;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 15 ˙ CAMPO GRANDE;442074,96;4473948,49;ETRS89 / UTM  Zona 30N;ago.-22;-3.6827393;40.4141435
FB_01_000023;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 14 ˙ ESTANQUE;441965,89;4474101,4;ETRS89 / UTM  Zona 30N;ago.-22;-3.6840387;40.4155134
FB_01_000024;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 14 ˙ ESTANQUE;442009,79;4474130,89;ETRS89 / UTM  Zona 30N;ago.-22;-3.683524;40.4157821
FB_01_000025;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 14 ˙ ESTANQUE;442131,71;4474269,14;ETRS89 / UTM  Zona 30N;ago.-22;-3.6820996;40.417036
FB_01_000026;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 14 ˙ ESTANQUE;442235,03;4474305,95;ETRS89 / UTM  Zona 30N;ago.-22;-3.6808852;40.4173748
FB_01_000027;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 14 ˙ ESTANQUE;442185,98;4474194,19;ETRS89 / UTM  Zona 30N;ago.-22;-3.6814531;40.4163646
FB_01_000028;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 15 ˙ CAMPO GRANDE;442226,83;4474114,37;ETRS89 / UTM  Zona 30N;ago.-22;-3.6809644;40.4156484
FB_01_000029;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 2 ˙ HERRERO PALACIOS;442303,58;4474229,66;ETRS89 / UTM  Zona 30N;ago.-22;-3.6800703;40.4166923
FB_01_000030;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 2 ˙ HERRERO PALACIOS;442376,95;4474279,26;ETRS89 / UTM  Zona 30N;ago.-22;-3.67921;40.4171442
FB_01_000031;ZV;RETIRO;JARDINES DEL BUEN RETIRO;A. 2 ˙ HERRERO PALACIOS;442432,11;4474225,04;ETRS89 / UTM  Zona 30N;ago.-22;-3.678555;40.4166595
FUE_04_0001;ZV;SALAMANCA;PARQUE BREOGAN;AVENIDA DE BRASILIA Nß 2;443998,7149;4476480,083;ETRS89 / UTM  Zona 30N;ago.-22;-3.6602892;40.4370811
FUE_04_0002;ZV;SALAMANCA;PARQUE BREOGAN;AVENIDA DE BRASILIA Nß 2, JUNTO ZONA INFANTIL;443963,8733;4476409,623;ETRS89 / UTM  Zona 30N;ago.-22;-3.6606938;40.436444
FUE_04_0003;ZV;SALAMANCA;PARQUE DE LAS AVENIDAS;;444002,4647;4476648,213;ETRS89 / UTM  Zona 30N;ago.-22;-3.6602598;40.4385959
FUE_04_0004;ZV;SALAMANCA;PARQUE DE LAS AVENIDAS;CERCA DE µREA CANINA;444032,2026;4476747,194;ETRS89 / UTM  Zona 30N;ago.-22;-3.6599179;40.4394896
FUE_04_0005;ZV;SALAMANCA;PARQUE DE LAS AVENIDAS;AVENIDA BRASILIA CV AVDA DE BADAJOZ;444002,4864;4476816,504;ETRS89 / UTM  Zona 30N;ago.-22;-3.6602743;40.440112
FUE_04_0006;ZV;SALAMANCA;PARQUE DE LAS AVENIDAS;FRENTA AL Nß 42 DE AVENIDA DE BRASILIA, JUNTO ZONA INFANTIL;444031,1522;4476994,095;ETRS89 / UTM  Zona 30N;ago.-22;-3.6599521;40.4417138
FUE_04_0007;ZV;SALAMANCA;JARDINES GREGORIO ORDO•EZ;C/PRINCIPE DE VERGARA C/V C/ MALDONADO;442427,7633;4476067,583;ETRS89 / UTM  Zona 30N;ago.-22;-3.6787731;40.4332578
FUE_04_0008;ZV;SALAMANCA;JARDINES GREGORIO ORDO•EZ;C/PRINCIPE DE VERGARA C/V C/ MALDONADO;442407,6831;4476045,523;ETRS89 / UTM  Zona 30N;ago.-22;-3.6790078;40.4330577
FUE_04_0009;ZV;SALAMANCA;PARQUE DE MARIA EVA DUARTE DE PERON;JUNTO A ZONA DEPORTIVA;443338,6917;4475751,348;ETRS89 / UTM  Zona 30N;ago.-22;-3.6680058;40.4304716
FUE_04_0010;ZV;SALAMANCA;PARQUE DE MARIA EVA DUARTE DE PERON;C/DEL DOCTOR G‡MEZ ULLA 22;443362,7178;4475772,518;ETRS89 / UTM  Zona 30N;ago.-22;-3.6677244;40.4306639
FUE_04_0011;ZV;SALAMANCA;PZA. DE PE•ASCALES;;443399,1438;4475022,394;ETRS89 / UTM  Zona 30N;ago.-22;-3.6672283;40.4239088
FUE_04_0012;ZV;SALAMANCA;PZA. AMERICA ESPA•OLA;PARQUE SANCHO DAVILA, JUNTO ZONA INFANTIL;443847,2765;4475622,16;ETRS89 / UTM  Zona 30N;ago.-22;-3.6619988;40.4293423
FUE_04_0014;ZV;SALAMANCA;PARQUE SANCHO DAVILA;C/SANCHO DµVILA Nß 21 POSTERIOR;443919,7938;4475387,598;ETRS89 / UTM  Zona 30N;ago.-22;-3.6611233;40.4272341
FUE_04_0015;ZV;SALAMANCA;PZA. DE BURDEOS;;443621,568;4476638,599;ETRS89 / UTM  Zona 30N;ago.-22;-3.6647497;40.4384836
FUE_04_0016;ZV;SALAMANCA;PZA.  SAN CAYETANO;C/ERASO Nß14;443122,1179;4476167,314;ETRS89 / UTM  Zona 30N;ago.-22;-3.6705961;40.434204
FUE_04_0017;VP;SALAMANCA;CALLE VELAZQUEZ 75;C/V CALLE PADILLA 22;442005,49;4475876,12;ETRS89 / UTM  Zona 30N;ago.-22;-3.6837338;40.4315037
FUE_04_0018;ZV;SALAMANCA;DIEGO DE LEON, 56;C/DIEGO DE LEON Nß56;442530,1003;4476198,842;ETRS89 / UTM  Zona 30N;ago.-22;-3.6775785;40.4344473
FUE_04_0019;ZV;SALAMANCA;LANUZA;;443553,5891;4475197,972;ETRS89 / UTM  Zona 30N;ago.-22;-3.6654233;40.425501
