gis_x;gis_y;distrito;barrio;calle;num_finca;color;bateria_linea;num_plazas
440349,86;4472014,24;02  ARGANZUELA;02-03 CHOPERA;CHOPERA, PASEO, DE LA;S/N;077214010 Verde;Línea;19
440521;4471906,11;02  ARGANZUELA;02-03 CHOPERA;CHOPERA, PASEO, DE LA;S/N;077214010 Verde;Batería;7
440443,28;4471948,16;02  ARGANZUELA;02-03 CHOPERA;CHOPERA, PASEO, DE LA;S/N;077214010 Verde;Línea;2
440499,77;4471882,12;02  ARGANZUELA;02-03 CHOPERA;CHOPERA, PASEO, DE LA;S/N;043000255 Azul;Línea;1
440881,6;4471986,65;02  ARGANZUELA;02-03 CHOPERA;DIVINO VALLES, CALLE, DEL;16;077214010 Verde;Línea;5
440873,41;4471984,34;02  ARGANZUELA;02-03 CHOPERA;DIVINO VALLES, CALLE, DEL;16;077214010 Verde;Línea;2
440854,53;4471988,76;02  ARGANZUELA;02-03 CHOPERA;DIVINO VALLES, CALLE, DEL;18;077214010 Verde;Línea;3
440813,99;4471989,43;02  ARGANZUELA;02-03 CHOPERA;DIVINO VALLES, CALLE, DEL;19;077214010 Verde;Batería;35
440823,54;4471992,1;02  ARGANZUELA;02-03 CHOPERA;DIVINO VALLES, CALLE, DEL;22;077214010 Verde;Línea;1
440791,46;4471995,05;02  ARGANZUELA;02-03 CHOPERA;DIVINO VALLES, CALLE, DEL;28;077214010 Verde;Línea;11
440681,54;4472002,34;02  ARGANZUELA;02-03 CHOPERA;DIVINO VALLES, CALLE, DEL;29;077214010 Verde;Batería;8
440715,86;4471999,16;02  ARGANZUELA;02-03 CHOPERA;DIVINO VALLES, CALLE, DEL;30;077214010 Verde;Batería;13
440726,58;4472001,85;02  ARGANZUELA;02-03 CHOPERA;DIVINO VALLES, CALLE, DEL;30;077214010 Verde;Línea;3
440661,43;4472008,24;02  ARGANZUELA;02-03 CHOPERA;DIVINO VALLES, CALLE, DEL;31;077214010 Verde;Línea;2
440691,49;4472005,09;02  ARGANZUELA;02-03 CHOPERA;DIVINO VALLES, CALLE, DEL;32;077214010 Verde;Línea;10
440635,13;4472006,55;02  ARGANZUELA;02-03 CHOPERA;DIVINO VALLES, CALLE, DEL;33;077214010 Verde;Batería;17
440622,35;4472011,46;02  ARGANZUELA;02-03 CHOPERA;DIVINO VALLES, CALLE, DEL;40;077214010 Verde;Línea;4
440926,09;4471693,7;02  ARGANZUELA;02-03 CHOPERA;DOMINGO PEREZ DEL VAL, CALLE, DE;1;077214010 Verde;Línea;5
440922,5;4471695,66;02  ARGANZUELA;02-03 CHOPERA;DOMINGO PEREZ DEL VAL, CALLE, DE;2;077214010 Verde;Línea;4
440928,73;4471665,5;02  ARGANZUELA;02-03 CHOPERA;DOMINGO PEREZ DEL VAL, CALLE, DE;2;077214010 Verde;Línea;4
440933,54;4471657,94;02  ARGANZUELA;02-03 CHOPERA;DOMINGO PEREZ DEL VAL, CALLE, DE;3;077214010 Verde;Línea;8
440933,09;4471644,86;02  ARGANZUELA;02-03 CHOPERA;DOMINGO PEREZ DEL VAL, CALLE, DE;4;077214010 Verde;Línea;2
440688,18;4472402,08;02  ARGANZUELA;02-03 CHOPERA;EMBAJADORES, CALLE, DE;116;043000255 Azul;Línea;3
440704,48;4472370,71;02  ARGANZUELA;02-03 CHOPERA;EMBAJADORES, CALLE, DE;120;043000255 Azul;Línea;9
440735,08;4472312,6;02  ARGANZUELA;02-03 CHOPERA;EMBAJADORES, CALLE, DE;126;077214010 Verde;Línea;6
440746,33;4472290,95;02  ARGANZUELA;02-03 CHOPERA;EMBAJADORES, CALLE, DE;128;077214010 Verde;Línea;3
440806,03;4472178,79;02  ARGANZUELA;02-03 CHOPERA;EMBAJADORES, CALLE, DE;136;043000255 Azul;Línea;2
440816,41;4472158,48;02  ARGANZUELA;02-03 CHOPERA;EMBAJADORES, CALLE, DE;138;043000255 Azul;Línea;6
440829,41;4472133,08;02  ARGANZUELA;02-03 CHOPERA;EMBAJADORES, CALLE, DE;142;043000255 Azul;Línea;3
440873,57;4472048,06;02  ARGANZUELA;02-03 CHOPERA;EMBAJADORES, CALLE, DE;152;043000255 Azul;Línea;12
440895,21;4472007,29;02  ARGANZUELA;02-03 CHOPERA;EMBAJADORES, CALLE, DE;160;043000255 Azul;Línea;3
440914,62;4471970,44;02  ARGANZUELA;02-03 CHOPERA;EMBAJADORES, CALLE, DE;162;043000255 Azul;Línea;1
440919,87;4471960,36;02  ARGANZUELA;02-03 CHOPERA;EMBAJADORES, CALLE, DE;164;043000255 Azul;Línea;1
440931,02;4471939,2;02  ARGANZUELA;02-03 CHOPERA;EMBAJADORES, CALLE, DE;166;043000255 Azul;Línea;3
440948,94;4471904,39;02  ARGANZUELA;02-03 CHOPERA;EMBAJADORES, CALLE, DE;168;043000255 Azul;Línea;3
440942,74;4471916,33;02  ARGANZUELA;02-03 CHOPERA;EMBAJADORES, CALLE, DE;168;043000255 Azul;Línea;1
440967,39;4471868,83;02  ARGANZUELA;02-03 CHOPERA;EMBAJADORES, CALLE, DE;172;043000255 Azul;Línea;12
440991,92;4471822,68;02  ARGANZUELA;02-03 CHOPERA;EMBAJADORES, CALLE, DE;176;077214010 Verde;Línea;3
440855,75;4472083,05;02  ARGANZUELA;02-03 CHOPERA;EMBAJADORES, CALLE, DE;146 D;043000255 Azul;Línea;1
440844,83;4472104,05;02  ARGANZUELA;02-03 CHOPERA;EMBAJADORES, CALLE, DE;146 D;043000255 Azul;Línea;4
440998,59;4471562,2;02  ARGANZUELA;02-03 CHOPERA;ENRIQUE TROMPETA, CALLE, DE;2;077214010 Verde;Línea;3
440995,99;4471565,85;02  ARGANZUELA;02-03 CHOPERA;ENRIQUE TROMPETA, CALLE, DE;2;077214010 Verde;Línea;2
440971,4;4471565,17;02  ARGANZUELA;02-03 CHOPERA;ENRIQUE TROMPETA, CALLE, DE;3;077214010 Verde;Línea;2
440970,01;4471568,7;02  ARGANZUELA;02-03 CHOPERA;ENRIQUE TROMPETA, CALLE, DE;4;077214010 Verde;Línea;3
440947,09;4471550,76;02  ARGANZUELA;02-03 CHOPERA;ENRIQUE TROMPETA, CALLE, DE;7;077214010 Verde;Línea;7
440944,94;4471553,89;02  ARGANZUELA;02-03 CHOPERA;ENRIQUE TROMPETA, CALLE, DE;10;077214010 Verde;Línea;8
440921,41;4471523,99;02  ARGANZUELA;02-03 CHOPERA;ENRIQUE TROMPETA, CALLE, DE;13;077214010 Verde;Línea;5
440917,64;4471525,35;02  ARGANZUELA;02-03 CHOPERA;ENRIQUE TROMPETA, CALLE, DE;14;077214010 Verde;Línea;2
440700,65;4471931,83;02  ARGANZUELA;02-03 CHOPERA;EUGENIO SELLES, CALLE, DE;1;077214010 Verde;Batería;19
440718,42;4471934,35;02  ARGANZUELA;02-03 CHOPERA;EUGENIO SELLES, CALLE, DE;2;077214010 Verde;Línea;3
440664,45;4471935,96;02  ARGANZUELA;02-03 CHOPERA;EUGENIO SELLES, CALLE, DE;3;077214010 Verde;Batería;4
440705,88;4471935,78;02  ARGANZUELA;02-03 CHOPERA;EUGENIO SELLES, CALLE, DE;4;077214010 Verde;Línea;1
440682,71;4471938,27;02  ARGANZUELA;02-03 CHOPERA;EUGENIO SELLES, CALLE, DE;6;077214010 Verde;Línea;5
440649,05;4471938,05;02  ARGANZUELA;02-03 CHOPERA;EUGENIO SELLES, CALLE, DE;10;077214010 Verde;Batería;1
440652,24;4471941,27;02  ARGANZUELA;02-03 CHOPERA;EUGENIO SELLES, CALLE, DE;10;077214010 Verde;Línea;2
440633,26;4471939,64;02  ARGANZUELA;02-03 CHOPERA;EUGENIO SELLES, CALLE, DE;12;077214010 Verde;Batería;3
440635,36;4471943,25;02  ARGANZUELA;02-03 CHOPERA;EUGENIO SELLES, CALLE, DE;12;077214010 Verde;Línea;5
440615,85;4471941,57;02  ARGANZUELA;02-03 CHOPERA;EUGENIO SELLES, CALLE, DE;14;077214010 Verde;Batería;7
440612,36;4471945,74;02  ARGANZUELA;02-03 CHOPERA;EUGENIO SELLES, CALLE, DE;14;077214010 Verde;Línea;3
440645,54;4472325,93;02  ARGANZUELA;02-03 CHOPERA;FERNANDO POO, CALLE, DE;7;077214010 Verde;Línea;2
440639,65;4472305,57;02  ARGANZUELA;02-03 CHOPERA;FERNANDO POO, CALLE, DE;8;077214010 Verde;Batería;17
440642,17;4472298,14;02  ARGANZUELA;02-03 CHOPERA;FERNANDO POO, CALLE, DE;11;077214010 Verde;Línea;8
440630,13;4472231,36;02  ARGANZUELA;02-03 CHOPERA;FERNANDO POO, CALLE, DE;14;077214010 Verde;Batería;17
440635,69;4472245,45;02  ARGANZUELA;02-03 CHOPERA;FERNANDO POO, CALLE, DE;15;077214010 Verde;Línea;5
440632,63;4472224,91;02  ARGANZUELA;02-03 CHOPERA;FERNANDO POO, CALLE, DE;17;077214010 Verde;Línea;3
440629,32;4472200,87;02  ARGANZUELA;02-03 CHOPERA;FERNANDO POO, CALLE, DE;19;077214010 Verde;Línea;5
440624,93;4472195,67;02  ARGANZUELA;02-03 CHOPERA;FERNANDO POO, CALLE, DE;19;077214010 Verde;Batería;3
440624,23;4472161,19;02  ARGANZUELA;02-03 CHOPERA;FERNANDO POO, CALLE, DE;20;077214010 Verde;Línea;4
440620,97;4472161,5;02  ARGANZUELA;02-03 CHOPERA;FERNANDO POO, CALLE, DE;20;077214010 Verde;Batería;7
440614,5;4472079,39;02  ARGANZUELA;02-03 CHOPERA;FERNANDO POO, CALLE, DE;21;077214010 Verde;Línea;3
440619,88;4472124,28;02  ARGANZUELA;02-03 CHOPERA;FERNANDO POO, CALLE, DE;22;077214010 Verde;Línea;6
440615,29;4472116,49;02  ARGANZUELA;02-03 CHOPERA;FERNANDO POO, CALLE, DE;22;077214010 Verde;Batería;5
440610,91;4472050,71;02  ARGANZUELA;02-03 CHOPERA;FERNANDO POO, CALLE, DE;23;077214010 Verde;Línea;5
440607,32;4472024,04;02  ARGANZUELA;02-03 CHOPERA;FERNANDO POO, CALLE, DE;25;077214010 Verde;Línea;2
440598,61;4471978,31;02  ARGANZUELA;02-03 CHOPERA;FERNANDO POO, CALLE, DE;29;077214010 Verde;Batería;17
440608,47;4472063,6;02  ARGANZUELA;02-03 CHOPERA;FERNANDO POO, CALLE, DE;30;077214010 Verde;Batería;21
440599,98;4471966,8;02  ARGANZUELA;02-03 CHOPERA;FERNANDO POO, CALLE, DE;31;077214010 Verde;Línea;5
440595,69;4471929,44;02  ARGANZUELA;02-03 CHOPERA;FERNANDO POO, CALLE, DE;33;077214010 Verde;Línea;3
440589,91;4471909,8;02  ARGANZUELA;02-03 CHOPERA;FERNANDO POO, CALLE, DE;35;077214010 Verde;Batería;29
440603,2;4472018,32;02  ARGANZUELA;02-03 CHOPERA;FERNANDO POO, CALLE, DE;36;077214010 Verde;Batería;7
440590,22;4471885,79;02  ARGANZUELA;02-03 CHOPERA;FERNANDO POO, CALLE, DE;37;077214010 Verde;Línea;7
440584,66;4471841,9;02  ARGANZUELA;02-03 CHOPERA;FERNANDO POO, CALLE, DE;41;077214010 Verde;Línea;4
440585,12;4471818,13;02  ARGANZUELA;02-03 CHOPERA;FERNANDO POO, CALLE, DE;43;077214010 Verde;Línea;1
440581,92;4471849,17;02  ARGANZUELA;02-03 CHOPERA;FERNANDO POO, CALLE, DE;54;077214010 Verde;Batería;6
440863,52;4471596,47;02  ARGANZUELA;02-03 CHOPERA;GASOMETRO, CALLE, DEL;S/N;077214010 Verde;Línea;10
440677,45;4471729,47;02  ARGANZUELA;02-03 CHOPERA;GENERAL MAROTO, PLAZA, DEL;7;077214010 Verde;Línea;3
440685,32;4471721,98;02  ARGANZUELA;02-03 CHOPERA;GENERAL MAROTO, PLAZA, DEL;7;077214010 Verde;Línea;1
440731,95;4471901,29;02  ARGANZUELA;02-03 CHOPERA;GENERAL MAROTO, PLAZA, DEL;S/N;077214010 Verde;Línea;3
440631,33;4472340,82;02  ARGANZUELA;02-03 CHOPERA;GENERAL PALANCA, CALLE, DEL;6:00 AM;077214010 Verde;Batería;4
440592,04;4472346,68;02  ARGANZUELA;02-03 CHOPERA;GENERAL PALANCA, CALLE, DEL;4;077214010 Verde;Batería;7
440617,16;4472347,9;02  ARGANZUELA;02-03 CHOPERA;GENERAL PALANCA, CALLE, DEL;5;077214010 Verde;Línea;9
440683,9;4472339,38;02  ARGANZUELA;02-03 CHOPERA;GENERAL PALANCA, CALLE, DEL;7;077214010 Verde;Línea;10
440653,95;4472343,1;02  ARGANZUELA;02-03 CHOPERA;GENERAL PALANCA, CALLE, DEL;10;077214010 Verde;Línea;2
440665,52;4472337,62;02  ARGANZUELA;02-03 CHOPERA;GENERAL PALANCA, CALLE, DEL;10;077214010 Verde;Batería;5
440700,99;4472333,21;02  ARGANZUELA;02-03 CHOPERA;GENERAL PALANCA, CALLE, DEL;14;077214010 Verde;Batería;6
440962,24;4471735,73;02  ARGANZUELA;02-03 CHOPERA;GUILLERMO DE OSMA, CALLE, DE;4;043000255 Azul;Línea;3
440940,05;4471731,22;02  ARGANZUELA;02-03 CHOPERA;GUILLERMO DE OSMA, CALLE, DE;8;043000255 Azul;Línea;6
440934,09;4471717,92;02  ARGANZUELA;02-03 CHOPERA;GUILLERMO DE OSMA, CALLE, DE;9;077214010 Verde;Batería;3
440841,25;4471710,98;02  ARGANZUELA;02-03 CHOPERA;GUILLERMO DE OSMA, CALLE, DE;10;043000255 Azul;Línea;8
440887,07;4471707,94;02  ARGANZUELA;02-03 CHOPERA;GUILLERMO DE OSMA, CALLE, DE;15;077214010 Verde;Batería;11
440773,9;4472161,17;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;3;077214010 Verde;Línea;6
440762,16;4472186,13;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;8;043000255 Azul;Línea;6
440768,4;4472105,7;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;9;077214010 Verde;Línea;7
440758,73;4472154,63;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;10;043000255 Azul;Línea;2
440755,68;4472127,77;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;10;043000255 Azul;Línea;3
440752,77;4472099,09;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;12;043000255 Azul;Línea;4
440760,97;4472038,27;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;15;077214010 Verde;Línea;11
440755,25;4471987,09;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;19;077214010 Verde;Línea;1
440749,53;4472067,74;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;20;043000255 Azul;Línea;2
440748,16;4472056,45;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;20;043000255 Azul;Línea;2
440750,91;4471949,94;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;21;077214010 Verde;Línea;8
440747,03;4472042,61;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;22;043000255 Azul;Línea;2
440745,19;4472026,29;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;24;043000255 Azul;Línea;1
440744,21;4471886,26;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;25;077214010 Verde;Línea;3
440741,52;4471860,26;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;29;077214010 Verde;Línea;6
440734,26;4471789,84;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;31;077214010 Verde;Línea;3
440737,45;4471952,12;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;32;077214010 Verde;Línea;2
440732,74;4471774,33;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;33;077214010 Verde;Línea;1
440736,53;4471942,07;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;34;077214010 Verde;Línea;2
440730,71;4471753,95;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;35;077214010 Verde;Línea;1
440729,51;4471743,14;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;37;077214010 Verde;Línea;3
440728,14;4471867,87;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;42;043000255 Azul;Línea;4
440726,11;4471849,07;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;46;043000255 Azul;Línea;1
440725,08;4471837,02;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;46;043000255 Azul;Línea;1
440722,72;4471818,1;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;48;043000255 Azul;Línea;5
440719,12;4471784,68;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;50;043000255 Azul;Línea;4
440715,87;4471752,46;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;52;043000255 Azul;Línea;6
440835,81;4471786,36;02  ARGANZUELA;02-03 CHOPERA;JOSE DE VILLARREAL, PLAZA, DE;1;077214010 Verde;Batería;6
440833,18;4471795,45;02  ARGANZUELA;02-03 CHOPERA;JOSE DE VILLARREAL, PLAZA, DE;4;077214010 Verde;Batería;5
440924,99;4471616,01;02  ARGANZUELA;02-03 CHOPERA;JOSE MIGUEL GORDOA, CALLE, DE;1;077214010 Verde;Línea;4
440918,84;4471614,41;02  ARGANZUELA;02-03 CHOPERA;JOSE MIGUEL GORDOA, CALLE, DE;4;077214010 Verde;Línea;4
440899,34;4471589,68;02  ARGANZUELA;02-03 CHOPERA;JOSE MIGUEL GORDOA, CALLE, DE;7;077214010 Verde;Línea;6
440897,79;4471592,49;02  ARGANZUELA;02-03 CHOPERA;JOSE MIGUEL GORDOA, CALLE, DE;10;077214010 Verde;Línea;6
440872,8;4471566,63;02  ARGANZUELA;02-03 CHOPERA;JOSE MIGUEL GORDOA, CALLE, DE;S/N;077214010 Verde;Línea;4
440875,44;4471564,1;02  ARGANZUELA;02-03 CHOPERA;JOSE MIGUEL GORDOA, CALLE, DE;S/N;077214010 Verde;Línea;4
440722,1;4472081,48;02  ARGANZUELA;02-03 CHOPERA;PARROCO JULIO MORATE, CALLE, DEL;1;077214010 Verde;Batería;15
440682,24;4472091,35;02  ARGANZUELA;02-03 CHOPERA;PARROCO JULIO MORATE, CALLE, DEL;3;077214010 Verde;Línea;25
440694,13;4472084,43;02  ARGANZUELA;02-03 CHOPERA;PARROCO JULIO MORATE, CALLE, DEL;3;077214010 Verde;Batería;1
440699,09;4472084,05;02  ARGANZUELA;02-03 CHOPERA;PARROCO JULIO MORATE, CALLE, DEL;3;077214010 Verde;Batería;2
440648,25;4472089,2;02  ARGANZUELA;02-03 CHOPERA;PARROCO JULIO MORATE, CALLE, DEL;5;077214010 Verde;Batería;5
440669;4472087,06;02  ARGANZUELA;02-03 CHOPERA;PARROCO JULIO MORATE, CALLE, DEL;5;077214010 Verde;Batería;9
440632,35;4472091,21;02  ARGANZUELA;02-03 CHOPERA;PARROCO JULIO MORATE, CALLE, DEL;7;077214010 Verde;Batería;8
440908,26;4471753,25;02  ARGANZUELA;02-03 CHOPERA;RUTILIO GACI, PLAZA, DE;6;077214010 Verde;Batería;13
440915,3;4471743,46;02  ARGANZUELA;02-03 CHOPERA;RUTILIO GACI, PLAZA, DE;7;077214010 Verde;Línea;3
440897,39;4471677,56;02  ARGANZUELA;02-03 CHOPERA;SAN DANIEL, CALLE, DE;2;077214010 Verde;Línea;9
440847,84;4471667,51;02  ARGANZUELA;02-03 CHOPERA;SAN DANIEL, CALLE, DE;S/N;077214010 Verde;Línea;4
440989,47;4471594,89;02  ARGANZUELA;02-03 CHOPERA;SAN EVARISTO, CALLE, DE;3;077214010 Verde;Línea;9
440907,56;4471554,63;02  ARGANZUELA;02-03 CHOPERA;SAN FELIX, CALLE, DE;1;077214010 Verde;Línea;9
440913,07;4471910,35;02  ARGANZUELA;02-03 CHOPERA;TOMAS BORRAS, CALLE, DE;1;077214010 Verde;Línea;9
440915,47;4471917,23;02  ARGANZUELA;02-03 CHOPERA;TOMAS BORRAS, CALLE, DE;2;077214010 Verde;Línea;6
440890,82;4471898,66;02  ARGANZUELA;02-03 CHOPERA;TOMAS BORRAS, CALLE, DE;3;077214010 Verde;Línea;2
440863,52;4471884,16;02  ARGANZUELA;02-03 CHOPERA;TOMAS BORRAS, CALLE, DE;5;077214010 Verde;Línea;4
440878,59;4471897,94;02  ARGANZUELA;02-03 CHOPERA;TOMAS BORRAS, CALLE, DE;6;077214010 Verde;Línea;2
440849,57;4471882,85;02  ARGANZUELA;02-03 CHOPERA;TOMAS BORRAS, CALLE, DE;8;077214010 Verde;Línea;8
440819,3;4471867,29;02  ARGANZUELA;02-03 CHOPERA;TOMAS BORRAS, CALLE, DE;9;077214010 Verde;Línea;4
440797,04;4471849,12;02  ARGANZUELA;02-03 CHOPERA;TOMAS BORRAS, CALLE, DE;11;077214010 Verde;Línea;23
440780,83;4471847,01;02  ARGANZUELA;02-03 CHOPERA;TOMAS BORRAS, CALLE, DE;14;077214010 Verde;Línea;13
440730,41;4472166,7;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;2;077214010 Verde;Línea;8
440707,33;4472173,99;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;6;077214010 Verde;Batería;29
440671,41;4472172,19;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;10;077214010 Verde;Línea;15
440646,95;4472178,46;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;12;077214010 Verde;Batería;6
440611,13;4472181,76;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;15;077214010 Verde;Batería;1
440582,05;4472184,42;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;16;077214010 Verde;Batería;3
440592,09;4472147,25;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;17;077214010 Verde;Batería;11
440594,16;4472179,66;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;17;077214010 Verde;Línea;4
440594,83;4472183,33;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;17;077214010 Verde;Batería;1
440571,61;4472181,81;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;19;077214010 Verde;Línea;3
440571,06;4472148,92;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;19;077214010 Verde;Batería;4
440557,2;4472187,4;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;20;077214010 Verde;Batería;3
440547,2;4472184,17;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;21;077214010 Verde;Línea;3
440500,89;4472193,17;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;26;077214010 Verde;Línea;5
440482,95;4472203,64;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;28;077214010 Verde;Línea;3
440479,55;4472200,25;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;28;077214010 Verde;Batería;5
440475,46;4472181,88;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;28;077214010 Verde;Línea;2
440591,48;4472139,78;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;S/N;077214010 Verde;Batería;11
440998,44;4471626,57;02  ARGANZUELA;02-03 CHOPERA;VOLUNTARIOS MACABEBES, CALLE, DE LOS;2;077214010 Verde;Línea;4
440966,19;4471626,84;02  ARGANZUELA;02-03 CHOPERA;VOLUNTARIOS MACABEBES, CALLE, DE LOS;5;077214010 Verde;Línea;7
440966,43;4471629,78;02  ARGANZUELA;02-03 CHOPERA;VOLUNTARIOS MACABEBES, CALLE, DE LOS;6;077214010 Verde;Línea;7
441069,92;4471150,21;02  ARGANZUELA;02-04 LEGAZPI;ALGETE, CALLE, DE;3;077214010 Verde;Línea;8
441064,55;4471152,06;02  ARGANZUELA;02-04 LEGAZPI;ALGETE, CALLE, DE;4;077214010 Verde;Línea;6
441066,56;4471119,34;02  ARGANZUELA;02-04 LEGAZPI;ALGETE, CALLE, DE;7;077214010 Verde;Línea;2
441064,62;4471103,1;02  ARGANZUELA;02-04 LEGAZPI;ALGETE, CALLE, DE;11;077214010 Verde;Línea;2
441058,23;4471088,46;02  ARGANZUELA;02-04 LEGAZPI;ALGETE, CALLE, DE;12;077214010 Verde;Línea;5
441062,76;4471086,11;02  ARGANZUELA;02-04 LEGAZPI;ALGETE, CALLE, DE;13;077214010 Verde;Línea;1
441060,97;4471069,68;02  ARGANZUELA;02-04 LEGAZPI;ALGETE, CALLE, DE;15;077214010 Verde;Línea;3
441053,7;4471046,27;02  ARGANZUELA;02-04 LEGAZPI;ALGETE, CALLE, DE;17;077214010 Verde;Línea;3
441062,39;4471051,92;02  ARGANZUELA;02-04 LEGAZPI;ALGETE, CALLE, DE;17;077214010 Verde;Línea;2
441108,59;4471251,71;02  ARGANZUELA;02-04 LEGAZPI;ANDRES DE URDANETA, CALLE, DE;1;077214010 Verde;Línea;3
441125;4471234,15;02  ARGANZUELA;02-04 LEGAZPI;ANDRES DE URDANETA, CALLE, DE;1;077214010 Verde;Línea;2
441105,55;4471245,71;02  ARGANZUELA;02-04 LEGAZPI;ANDRES DE URDANETA, CALLE, DE;1;077214010 Verde;Línea;10
441145,91;4471202,01;02  ARGANZUELA;02-04 LEGAZPI;ANDRES DE URDANETA, CALLE, DE;6;077214010 Verde;Línea;2
441238,6;4471111,37;02  ARGANZUELA;02-04 LEGAZPI;ANDRES DE URDANETA, CALLE, DE;7;077214010 Verde;Línea;1
441214,42;4471128,64;02  ARGANZUELA;02-04 LEGAZPI;ANDRES DE URDANETA, CALLE, DE;7;077214010 Verde;Línea;3
441224,42;4471117,88;02  ARGANZUELA;02-04 LEGAZPI;ANDRES DE URDANETA, CALLE, DE;7;077214010 Verde;Línea;2
441221,28;4471130,25;02  ARGANZUELA;02-04 LEGAZPI;ANDRES DE URDANETA, CALLE, DE;7;077214010 Verde;Línea;6
441163,41;4471192,27;02  ARGANZUELA;02-04 LEGAZPI;ANDRES DE URDANETA, CALLE, DE;8;077214010 Verde;Línea;10
441202,97;4471140,81;02  ARGANZUELA;02-04 LEGAZPI;ANDRES DE URDANETA, CALLE, DE;10;077214010 Verde;Línea;3
441165,97;4471180,27;02  ARGANZUELA;02-04 LEGAZPI;ANDRES DE URDANETA, CALLE, DE;6 B;077214010 Verde;Línea;5
441095,58;4471265,87;02  ARGANZUELA;02-04 LEGAZPI;ANDRES DE URDANETA, CALLE, DE;S/N;077214010 Verde;Línea;2
441319,19;4471266,3;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;1:00 AM;077214010 Verde;Batería;10
441467,98;4471330,32;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;3;077214010 Verde;Batería;5
