X,Y,IDPTOVENTA,Municipio,Provincia,Código_Postal,Dirección,Latitud,Longitud
-3.36740999999995,40.4763100000001,FB_0386EF,Alcalá de Henares,MADRID,28803,"CL LOS MOLINOS, 7",40.47631,-3.36741
-3.37249999999995,40.47216,FB_03674E,Alcalá de Henares,MADRID,28803,"CL SAN VIDAL, 30",40.47216,-3.3725
-3.36250999999993,40.4785000000001,FB_0289E7,Alcalá de Henares,MADRID,28804,"CL SAN MARCOS, 7 ESQ. CL PUENTE RIA",40.4785,-3.36251
-3.33998999999994,40.4859500000001,FB_03556D,Alcalá de Henares,MADRID,28804,"CL CUENCA, S/N LOCAL 11",40.48595,-3.33999
-3.35149999999993,40.4861100000001,FB_03466E,Alcalá de Henares,MADRID,28804,"CL LOPE DE FIGUEROA, 31",40.48611,-3.3515
-3.35219999999993,40.48267,FB_037113,Alcalá de Henares,MADRID,28804,"AV VIRGEN DEL VAL, 11",40.48267,-3.3522
-3.34608999999995,40.50019,FB_033DDA,Alcalá de Henares,MADRID,28805,"CL BARBERAN Y COLLAR, S/N",40.50019,-3.34609
-3.35598999999996,40.4888500000001,FB_0361B5,Alcalá de Henares,MADRID,28805,"CL VIA COMPLUTENSE, 91",40.48885,-3.35599
-3.35969999999998,40.48677,FB_039D4E,Alcalá de Henares,MADRID,28805,"CAMPUS UNIVERSIDAD, S/N",40.48677,-3.3597
-3.34827999999993,40.5105300000001,FB_034993,Alcalá de Henares,MADRID,28805,"CTRA. ALCALA-MECO, S/N",40.51053,-3.34828
-3.35552999999993,40.4882200000001,FB_029378,Alcalá de Henares,MADRID,28805,"PL CARLOS I, 1",40.48822,-3.35553
-3.36064999999996,40.48481,FB_029B4F,Alcalá de Henares,MADRID,28805,"CL TENIENTE RUIZ, 2",40.48481,-3.36065
-3.36427999999995,40.50843,FB_0298D5,Alcalá de Henares,MADRID,28805,"CL PIO BAROJA, 11 B LOCAL 2",40.50843,-3.36428
-3.35782999999998,40.4857200000001,FB_039AD8,Alcalá de Henares,MADRID,28805,"CL MARQUES ALONSO MARTINEZ, 6",40.48572,-3.35783
-3.36364999999995,40.4926,FB_037283,Alcalá de Henares,MADRID,28806,"CL BELVIS DEL JARAMA, 3 LOCAL 4",40.4926,-3.36365
-3.37415999999996,40.4962800000001,FB_0353B0,Alcalá de Henares,MADRID,28806,"CL JORGE LUIS BORGES, 25",40.49628,-3.37416
-3.35915999999997,40.4903100000001,FB_038B6B,Alcalá de Henares,MADRID,28806,"CL JOSE MARIA PEREDA, 11",40.49031,-3.35916
-3.37182999999993,40.4894400000001,FB_0289DC,Alcalá de Henares,MADRID,28806,"CL ALCOR, 8 (TORRE A)",40.48944,-3.37183
-3.38018999999997,40.4898000000001,FB_0390CA,Alcalá de Henares,MADRID,28806,"CR AJALVIR, 4",40.4898,-3.38019
-3.39304999999996,40.4805200000001,FB_03997F,Alcalá de Henares,MADRID,28806,GTA FERNANDO VII EST. CERCANIAS S/N,40.48052,-3.39305
-3.36198999999993,40.4892100000001,FB_0397B7,Alcalá de Henares,MADRID,28807,"CL FERRAZ, 15",40.48921,-3.36199
-3.36666999999994,40.4886900000001,FB_0380D2,Alcalá de Henares,MADRID,28807,"CL PASEO DE LA ESTACION, 2",40.48869,-3.36667
-3.36813999999993,40.4877700000001,FB_039BAC,Alcalá de Henares,MADRID,28807,"CL INFANTADO, 3",40.48777,-3.36814
-3.64051999999998,40.5434900000001,FB_039945,Alcobendas,MADRID,28100,"CL MARQUES DE LA VALDAVIA, 72",40.54349,-3.64052
-3.64316999999994,40.5438800000001,FB_039467,Alcobendas,MADRID,28100,"AV DE ESPA?A, 6",40.54388,-3.64317
-3.64594999999997,40.5484900000001,FB_038A17,Alcobendas,MADRID,28100,"CL CONSTITUCION, 114",40.54849,-3.64595
-3.63568999999995,40.54292,FB_028A5A,Alcobendas,MADRID,28100,"CL ISABEL ROSILLO, 10",40.54292,-3.63569
-3.63941999999997,40.5421900000001,FB_03830E,Alcobendas,MADRID,28100,"CL MARQUES DE LA VALDAVIA, 46",40.54219,-3.63942
-3.65621999999996,40.5468900000001,FB_029854,Alcobendas,MADRID,28100,"CL MARQUES DE VALDAVIA, 123",40.54689,-3.65622
-3.63256999999993,40.5409100000001,FB_03587F,Alcobendas,MADRID,28100,"PZ FELIPE ALVAREZ GADEA, 8",40.54091,-3.63257
-3.64714999999995,40.5448200000001,FB_029FF6,Alcobendas,MADRID,28100,"PS CHOPERA, 110",40.54482,-3.64715
-3.63163999999995,40.5416700000001,FB_02ACCB,Alcobendas,MADRID,28100,"CL MARQUESA VDA. ALDAMA, 29",40.54167,-3.63164
-3.64640999999995,40.5474300000001,FB_039C83,Alcobendas,MADRID,28100,"CL DE DOLORES IBARRURI, 13 L-4",40.54743,-3.64641
-3.63658999999996,40.53585,FB_039DD4,Alcobendas,MADRID,28108,"AVENIDA OLIMPICA, 26 LOCAL 7",40.53585,-3.63659
-3.62042999999994,40.5265000000001,FB_028A6E,Alcobendas,MADRID,28109,"PS ALCOBENDAS, 10 (BULEVAR)",40.5265,-3.62043
-3.65122999999994,40.51557,FB_0389F5,Alcobendas,MADRID,28109,"PLAZA DE LA MORALEJA, S/N",40.51557,-3.65123
-3.83095999999995,40.3475700000001,FB_0360D9,Alcorcón,MADRID,28921,"CL BADAJOZ, 12",40.34757,-3.83096
-3.82349999999997,40.3444700000001,FB_034110,Alcorcón,MADRID,28921,"CL POLVORANCA, 52",40.34447,-3.8235
-3.82794999999993,40.3486100000001,FB_0294CC,Alcorcón,MADRID,28921,"CL MAYOR, 4",40.34861,-3.82795
-3.82522999999998,40.3513600000001,FB_029326,Alcorcón,MADRID,28921,"AV CARABANCHELES, 21",40.35136,-3.82523
-3.83183999999994,40.33727,FB_02A994,Alcorcón,MADRID,28922,"AV RETAMAS, 20",40.33727,-3.83184
-3.82650999999993,40.34698,FB_03968C,Alcorcón,MADRID,28922,"AVDA LAS RETAMAS, 54 LOCAL 3B",40.34698,-3.82651
-3.82775999999996,40.34457,FB_028A28,Alcorcón,MADRID,28922,"CL MAYOR, 70",40.34457,-3.82776
-3.83060999999998,40.3541500000001,FB_0372A5,Alcorcón,MADRID,28922,"CL LIVERPOOL, 1 LOCAL 5",40.35415,-3.83061
-3.82963999999993,40.3417700000001,FB_029388,Alcorcón,MADRID,28922,"CL VALLADOLID, 14",40.34177,-3.82964
-3.82175999999993,40.34779,FB_029ACE,Alcorcón,MADRID,28923,"PL SIERRA DE GREDOS, 2",40.34779,-3.82176
-3.81973999999997,40.3421700000001,FB_028A2C,Alcorcón,MADRID,28923,"CL POLVORANCA, 66",40.34217,-3.81974
-3.81457999999998,40.3447,FB_039B9A,Alcorcón,MADRID,28923,"CL SAPPORO, 22",40.3447,-3.81458
-3.82009999999997,40.35279,FB_028A29,Alcorcón,MADRID,28924,"CL PORTO CRISTO, 2",40.35279,-3.8201
-3.81685999999996,40.3509100000001,FB_037EBC,Alcorcón,MADRID,28924,"CL PORTO CRISTO, 9-POST",40.35091,-3.81686
-3.81882999999993,40.3532900000001,FB_03719C,Alcorcón,MADRID,28924,"AV LISBOA, 8",40.35329,-3.81883
-3.81121999999993,40.3475300000001,FB_038801,Alcorcón,MADRID,28924,"CL TIMANFAYA, 14",40.34753,-3.81122
-3.81241999999997,40.3538500000001,FB_034C74,Alcorcón,MADRID,28925,"PL CONSTITUCION, 29",40.35385,-3.81242
-3.80910999999998,40.3529600000001,FB_038725,Alcorcón,MADRID,28925,"CL VENUS, 13",40.35296,-3.80911
-3.83326999999997,40.3516300000001,FB_034AAF,Alcorcón,MADRID,28925,"AV VILLAVICIOSA, S/N",40.35163,-3.83327
-4.20433999999995,40.3240200000001,FB_028A46,Aldea del Fresno,MADRID,28620,"CR DE MADRID, 11",40.32402,-4.20434
-3.50216999999998,40.59781,FB_029897,Algete,MADRID,28110,"CL VALDEAMOR, 20 C/V CARRACHEL",40.59781,-3.50217
-3.49798999999996,40.5974600000001,FB_03515C,Algete,MADRID,28110,"CL LA PALOMA, 13",40.59746,-3.49799
-3.58298999999994,40.6286000000001,FB_02A134,Algete,MADRID,28120,"AVDA GUADALIX, 35 LOCAL 4",40.6286,-3.58299
-3.58297999999996,40.6294500000001,FB_0388DB,Algete,MADRID,28120,"AV. GUADALIX, 37 L-9",40.62945,-3.58298
-2.98390999999998,40.29691,FB_03939A,Almoguera,GUADALAJARA,19115,"AV CASTILLA LA MANCHA, 32",40.29691,-2.98391
-4.39020999999997,40.2327900000001,FB_028FF9,Almorox,TOLEDO,45900,"CL SAN ROQUE, 2",40.23279,-4.39021
-3.25345999999996,40.6054800000001,FB_039809,Alovera,GUADALAJARA,19208,"CL RONDA DEL NORTE, 21",40.60548,-3.25346
-4.02407999999997,40.66002,FB_037155,Alpedrete,MADRID,28430,"CL COLLADO MEDIANO, 7",40.66002,-4.02408
-4.02392999999995,40.63838,FB_03591F,Alpedrete,MADRID,28430,"AV REINA VICTORIA, 24",40.63838,-4.02393
-3.76544999999993,39.98753,FB_028FFC,Añover de Tajo,TOLEDO,45250,"CL ESPARTEROS, 6",39.98753,-3.76545
-3.76691999999997,39.98875,FB_028FFB,Añover de Tajo,TOLEDO,45250,"CL MANUEL ESCRIBANO, 6",39.98875,-3.76692
-3.59363999999994,40.0316700000001,FB_03719E,Aranjuez,MADRID,28300,"CL INFANTAS, 78 LOCAL 5 DE LA CL FO",40.03167,-3.59364
-3.60546999999997,40.02795,FB_03574D,Aranjuez,MADRID,28300,"AVDA PLAZA DE TOROS, 1",40.02795,-3.60547
-3.59786999999994,40.03385,FB_038995,Aranjuez,MADRID,28300,CL FOSO CL ALMANSA,40.03385,-3.59787
-3.60317999999995,40.0299600000001,FB_038C7D,Aranjuez,MADRID,28300,"CL ALMIBAR, 124",40.02996,-3.60318
-3.61541999999997,40.0252,FB_037A52,Aranjuez,MADRID,28300,"PS DEL DELEITE, 40",40.0252,-3.61542
-3.60622999999993,40.03378,FB_0390FC,Aranjuez,MADRID,28300,"CL FLORIDA, 8",40.03378,-3.60623
-3.61542999999995,40.02808,FB_039271,Aranjuez,MADRID,28300,AV DE LOYOLA 19 (LOCAL),40.02808,-3.61543
-3.60269999999997,40.0334700000001,FB_0289EC,Aranjuez,MADRID,28300,"CL ALMIBAR, 45",40.03347,-3.6027
-3.60458999999997,40.0318600000001,FB_0289EF,Aranjuez,MADRID,28300,"CL POSTAS, 27",40.03186,-3.60459
-3.59267999999997,40.03272,FB_029D65,Aranjuez,MADRID,28300,"CL PRIMERO DE MAYO, 1 - L-F",40.03272,-3.59268
-3.59753999999998,40.03662,FB_02A936,Aranjuez,MADRID,28300,"CL DE ABASTOS, 188",40.03662,-3.59754
-3.60271999999998,40.0318600000001,FB_034C7D,Aranjuez,MADRID,28300,"CL VALERAS, 19",40.03186,-3.60272
-3.59906999999993,40.0280500000001,FB_0351D2,Aranjuez,MADRID,28300,"AV PLAZA TOROS, 61",40.02805,-3.59907
-3.60882999999995,40.0304100000001,FB_0351D4,Aranjuez,MADRID,28300,"CL VALERAS, 23",40.03041,-3.60883
-3.59744999999998,40.0355900000001,FB_035582,Aranjuez,MADRID,28300,"CL MORERAS, 3",40.03559,-3.59745
-4.11712999999997,40.05605,FB_038ED9,Arcicóllar,TOLEDO,45182,"CL CERVANTES, 22",40.05605,-4.11713
-3.45711999999997,40.2967200000001,FB_039E24,Arganda del Rey,MADRID,28500,"RONDA DEL SUR, 10 - HOSP.UNIVERSITA",40.29672,-3.45712
-3.43675999999994,40.3000500000001,FB_0289F2,Arganda del Rey,MADRID,28500,"CL EUSEBIO VILLALVILLA, 2",40.30005,-3.43676
-3.48007999999993,40.3165100000001,FB_0289F9,Arganda del Rey,MADRID,28500,"CL MONTES PIRINEOS, 2",40.31651,-3.48008
-3.44293999999996,40.30125,FB_029CFA,Arganda del Rey,MADRID,28500,"AV EJERCITO, 5",40.30125,-3.44294
-3.44257999999996,40.30375,FB_033855,Arganda del Rey,MADRID,28500,"CL MIRALPARQUE, 13",40.30375,-3.44258
-3.44541999999996,40.30319,FB_03434B,Arganda del Rey,MADRID,28500,"CL MISERICORDIA, 9 L-2",40.30319,-3.44542
-3.44763999999998,40.3027900000001,FB_035555,Arganda del Rey,MADRID,28500,"AV DEL EJERCITO, 38",40.30279,-3.44764
-3.44393999999994,40.3036300000001,FB_035556,Arganda del Rey,MADRID,28500,"CR LOECHES, 5",40.30363,-3.44394
-3.43809999999996,40.3009500000001,FB_036148,Arganda del Rey,MADRID,28500,"PL CONSTITUCION, 6",40.30095,-3.4381
-3.92218999999994,40.2815400000001,FB_03946F,Arroyomolinos,MADRID,28939,"AV FRANCIA, 112",40.28154,-3.92219
-3.92083999999994,40.2695800000001,FB_0293B1,Arroyomolinos,MADRID,28939,"CL EL ALAMO, 1",40.26958,-3.92084
-3.91946999999993,40.2749200000001,FB_039273,Arroyomolinos,MADRID,28939,"CL ANDALUCIA, 21",40.27492,-3.91947
-3.26346999999993,40.56647,FB_029A5E,Azuqueca de Henares,GUADALAJARA,19200,"AV GUADALAJARA, 6",40.56647,-3.26347
-3.26393999999993,40.5685800000001,FB_03437A,Azuqueca de Henares,GUADALAJARA,19200,"CL TRINIDAD TORTUERO, 7",40.56858,-3.26394
-3.26553999999993,40.56411,FB_0286B3,Azuqueca de Henares,GUADALAJARA,19200,"AV TORRELAGUNA, 31",40.56411,-3.26554
-3.98818999999997,40.71567,FB_028A13,Becerril de la Sierra,MADRID,28490,"CL VAQUEROS, 5",40.71567,-3.98819
-3.33826999999997,40.13359,FB_0396B1,Belmonte de Tajo,MADRID,28390,"CL GLORIETA DE VALENCIA, 5",40.13359,-3.33827
-3.56146999999993,40.8884200000001,FB_0358EC,El Berrueco,MADRID,28192,"CL REAL, 35",40.88842,-3.56147
-3.87877999999995,40.4065200000001,FB_03941A,Boadilla del Monte,MADRID,28660,"CARRETERA MAJADAHONDA, 32",40.40652,-3.87878
-3.89529999999996,40.4077600000001,FB_03949C,Boadilla del Monte,MADRID,28660,"CL INFANTE DON LUIS, 5 LOCAL 6",40.40776,-3.8953
-3.89565999999996,40.4056200000001,FB_03929B,Boadilla del Monte,MADRID,28660,"AV SIGLO XXI, 6 (KIOSCO)",40.40562,-3.89566
-3.87597999999997,40.40588,FB_033689,Boadilla del Monte,MADRID,28660,"AV. ADOLFO SUAREZ, 21",40.40588,-3.87598
-3.89507999999995,40.40513,FB_0373BA,Boadilla del Monte,MADRID,28660,"AV SIGLO XXI, 9 LOCAL-18",40.40513,-3.89508
-3.88012999999995,40.40502,FB_0356F2,Boadilla del Monte,MADRID,28669,"CL SANTILLANA DEL MAR, 14 LOCAL 2",40.40502,-3.88013
-3.93720999999994,40.69798,FB_028A09,El Boalo,MADRID,28412,"AV JOSE ANTONIO, 17",40.69798,-3.93721
-3.92017999999996,40.7172800000001,FB_039BEF,El Boalo,MADRID,28413,"PL CONSTITUCION, 11",40.71728,-3.92018
-3.94717999999995,40.7352700000001,FB_028A0B,El Boalo,MADRID,28492,"AV DE LOS LINARES, 11",40.73527,-3.94718
-3.74070999999998,40.06908,FB_034212,Borox,TOLEDO,45222,"CL MANUEL VALDES, 3",40.06908,-3.74071
-3.64142999999996,41.03986,FB_035624,Braojos,MADRID,28737,"CL CALVO SOTELO, 5",41.03986,-3.64143
-3.10882999999995,40.2301600000001,FB_0289F4,Brea de Tajo,MADRID,28596,"CL MAYOR, 1",40.23016,-3.10883
-3.99716999999993,40.4059100000001,FB_036316,Brunete,MADRID,28690,"CL ORIENTE, 3",40.40591,-3.99717
-3.99541999999997,40.40101,FB_029A89,Brunete,MADRID,28690,"CL REAL DE S.SEBASTIAN, 43",40.40101,-3.99542
-3.63631999999996,40.9942600000001,FB_02980C,Buitrago del Lozoya,MADRID,28730,"CL REAL, 6",40.99426,-3.63632
-3.70996999999994,40.8579800000001,FB_035290,Bustarviejo,MADRID,28720,"CL CERRILLO, S/N",40.85798,-3.70997
-3.70939999999996,40.8575000000001,FB_028A08,Bustarviejo,MADRID,28720,"CL MAYOR, 21",40.8575,-3.7094
-3.23740999999995,40.6362800000001,FB_029BA1,Cabanillas del Campo,GUADALAJARA,19171,"CL BENALAQUE, 16 LOCAL 1",40.63628,-3.23741
-3.94743999999997,40.0080400000001,FB_03995F,Cabañas de la Sagra,TOLEDO,45592,"CL TOLEDO, 36",40.00804,-3.94744
-3.60610999999994,40.87316,FB_039E25,La Cabrera,MADRID,28751,"AV DE LA CABRERA, 96 - CENTRO COMAR",40.87316,-3.60611
-3.61346999999995,40.8651100000001,FB_033CDF,La Cabrera,MADRID,28751,"CL CARLOS RUIZ, 16",40.86511,-3.61347
-4.44100999999995,40.3016200000001,FB_038DBF,Cadalso de los Vidrios,MADRID,28640,"CL LA PAZ, 2",40.30162,-4.44101
-4.93101999999993,39.9105300000001,FB_0371A9,Calera y Chozas,TOLEDO,45695,"CL CENTRAL, S/N",39.91053,-4.93102
-4.11873999999995,40.0935500000001,FB_02A96F,Camarena,TOLEDO,45180,"CL PINTOR BLAS DE PRADO, 1",40.09355,-4.11874
-4.11860999999993,40.0931900000001,FB_0371DB,Camarena,TOLEDO,45180,"CL GENERAL VARELA, 5",40.09319,-4.11861
-3.37838999999997,40.5492,FB_02ABF3,Camarma de Esteruelas,MADRID,28816,"CL SOLEDAD, 22",40.5492,-3.37839
-3.38118999999995,40.33885,FB_037298,Campo Real,MADRID,28510,"PL CHICA, 9 LOCAL",40.33885,-3.38119
-3.38059999999996,40.33874,FB_029446,Campo Real,MADRID,28510,"TR SAN JUAN, 2",40.33874,-3.3806
-3.74071999999995,40.9067700000001,FB_02AE50,Canencia,MADRID,28743,"CL REAL, 83",40.90677,-3.74072
-3.23885999999993,40.2575400000001,FB_035660,Carabaña,MADRID,28560,"CL SIERRA, 14",40.25754,-3.23886
-3.89962999999995,40.1698000000001,FB_028FFD,Carranque,TOLEDO,45216,"PL LAS ERAS, 34",40.1698,-3.89963
-4.52377999999993,40.0464900000001,FB_03831B,El Casar de Escalona,TOLEDO,45542,"CL SAN ROQUE, 5",40.04649,-4.52378
-3.42988999999994,40.70144,FB_038DEB,El Casar,GUADALAJARA,19170,"CRTRA. FUENTEELSAZ, 32 (L-3)",40.70144,-3.42989
-4.03714999999994,40.18409,FB_029007,Casarrubios del Monte,TOLEDO,45950,"PZ ESPA?A, 16",40.18409,-4.03715
-3.83127999999994,40.17042,FB_0346A6,Casarrubuelos,MADRID,28977,"CL PLAZUELA DE CONCEJO, S/N",40.17042,-3.83128
-3.92315999999994,40.11605,FB_0295C9,Cedillo del Condado,TOLEDO,45214,"CL CALLOSO CIRUJEDA, 32",40.11605,-3.92316
-4.46868999999998,40.2640900000001,FB_038E76,Cenicientos,MADRID,28650,"CL LARGA, 45",40.26409,-4.46869
-4.06651999999997,40.73785,FB_028A14,Cercedilla,MADRID,28470,"CL EMILIO SERRANO, 28",40.73785,-4.06652
-4.05587999999995,40.7411700000001,FB_0296A2,Cercedilla,MADRID,28470,"CL MAYOR, 19",40.74117,-4.05588
-4.05161999999996,40.74211,FB_036744,Cercedilla,MADRID,28470,"AV SIERRA GUADARRAMA, 31",40.74211,-4.05162
-4.20910999999995,40.3786000000001,FB_038347,Chapinería,MADRID,28694,"PL PRUDENCIO MELO, 18",40.3786,-4.20911
-3.42073999999997,40.1408300000001,FB_0336D5,Chinchón,MADRID,28370,"CL CONVENTO, 3",40.14083,-3.42074
-3.61843999999996,40.15948,FB_0346C1,Ciempozuelos,MADRID,28350,"CL CAPITAN ANTONIO ORO, 1",40.15948,-3.61844
-3.61812999999995,40.15923,FB_0394B5,Ciempozuelos,MADRID,28350,"PZ CONSTITUCION, 16",40.15923,-3.61813
-3.62112999999994,40.1579600000001,FB_039321,Ciempozuelos,MADRID,28350,"CL MAYOR, 38",40.15796,-3.62113
-3.62221999999997,40.16398,FB_02AE62,Ciempozuelos,MADRID,28350,"PZ VENTURA RODRIGUEZ, 3",40.16398,-3.62222
-3.85861999999997,40.02558,FB_028FFE,Cobeja,TOLEDO,45291,"CL ARENA ALTA, 8",40.02558,-3.85862
-3.50819999999993,40.56467,FB_035662,Cobeña,MADRID,28863,"CL MADRID, 3",40.56467,-3.5082
-4.02458999999993,40.69332,FB_0358E6,Collado Mediano,MADRID,28450,"CL REAL, 1",40.69332,-4.02459
-4.01503999999994,40.63172,FB_039D72,Collado Villalba,MADRID,28400,"CL SANTA TERESA JESUS, 10",40.63172,-4.01504
-4.00811999999996,40.6486800000001,FB_039ADC,Collado Villalba,MADRID,28400,CRTA NAVACERRADA M-601 KM 1.3,40.64868,-4.00812
-4.01192999999995,40.6217500000001,FB_035291,Collado Villalba,MADRID,28400,"CL ISLA DE LA TOJA, 12",40.62175,-4.01193
-4.00426999999996,40.6305400000001,FB_0355B4,Collado Villalba,MADRID,28400,"AV HONORIO LOZANO, 11",40.63054,-4.00427
-4.01288999999997,40.6314300000001,FB_02A835,Collado Villalba,MADRID,28400,"CL RAFAEL ALBERTI 1, LOCAL 1",40.63143,-4.01289
-4.00532999999996,40.6547,FB_0387BE,Collado Villalba,MADRID,28400,CTRA. M-608 KM 41 - HALL PRINCIPAL,40.6547,-4.00533
-3.99126999999993,40.64509,FB_029B93,Collado Villalba,MADRID,28400,"CL ANACLETO LOPEZ, 4",40.64509,-3.99127
-4.01996999999994,40.6269,FB_0297AE,Collado Villalba,MADRID,28400,"CL AZUELA,33 C.C. OLIVOS",40.6269,-4.01997
-4.00445999999994,40.63307,FB_037442,Collado Villalba,MADRID,28400,"AV JUAN CARLOS I, 20 LOC-2",40.63307,-4.00446
-4.00966999999997,40.63253,FB_029772,Collado Villalba,MADRID,28400,"CL BATALLA DE BAILEN, 21",40.63253,-4.00967
-4.00805999999994,40.6281700000001,FB_029447,Collado Villalba,MADRID,28400,"AV REAL, 22",40.62817,-4.00806
-3.38667999999996,40.1072600000001,FB_03429C,Colmenar de Oreja,MADRID,28380,"PL MAYOR, 24",40.10726,-3.38668
-3.38999999999993,40.10758,FB_035661,Colmenar de Oreja,MADRID,28380,"CL JOSE CORTINA, 25",40.10758,-3.39
-3.38956999999994,40.1109300000001,FB_029C82,Colmenar de Oreja,MADRID,28380,"CL ARCO, 30",40.11093,-3.38957
-4.19906999999995,40.41842,FB_028A47,Colmenar del Arroyo,MADRID,28213,"CL FILOMENA PEREZ, 5",40.41842,-4.19907
-3.77318999999994,40.6702500000001,FB_0372FD,Colmenar Viejo,MADRID,28770,"CL PINTOR SOROLLA, 8 (KIOSCO)",40.67025,-3.77319
-3.76578999999992,40.65905,FB_0355C3,Colmenar Viejo,MADRID,28770,"PL DEL PUEBLO, 14",40.65905,-3.76579
-3.76602999999994,40.66207,FB_028A06,Colmenar Viejo,MADRID,28770,"AV LIBERTAD, 21",40.66207,-3.76603
-3.77760999999992,40.66815,FB_029A66,Colmenar Viejo,MADRID,28770,"AV MEDITERRANEO, 1",40.66815,-3.77761
-3.76815999999997,40.6622800000001,FB_038494,Colmenar Viejo,MADRID,28770,"CL SAN SEBASTIAN, 3",40.66228,-3.76816
-3.76709999999997,40.65824,FB_02949A,Colmenar Viejo,MADRID,28770,"CL MAESTRO GREG. BAUDOT, 9",40.65824,-3.7671
-3.75479999999993,40.6589200000001,FB_039904,Colmenar Viejo,MADRID,28770,"AVD TEJERA, 2 CC EL VENTANA ADMON L",40.65892,-3.7548
-3.76769999999993,40.6593,FB_0399AD,Colmenar Viejo,MADRID,28770,"CL MARQUES DE SANTILLANA, 9",40.6593,-3.7677
-3.77148999999997,40.66335,FB_037E78,Colmenar Viejo,MADRID,28770,"CL CARRILEJOS, 60",40.66335,-3.77149
-3.77258999999998,40.66934,FB_028A0E,Colmenar Viejo,MADRID,28770,"CL ISLA DEL REY, 1",40.66934,-3.77259
-4.01532999999995,40.5590100000001,FB_039BCE,Colmenarejo,MADRID,28270,"CL CARACOL, 2 LOCAL 1",40.55901,-4.01533
-4.01784999999995,40.5608100000001,FB_028A15,Colmenarejo,MADRID,28270,"CL REVUELTA, 1",40.56081,-4.01785
-3.26295999999996,40.42564,FB_0289E1,Corpa,MADRID,28811,"CL MAYOR, 33",40.42564,-3.26296
-3.15873999999997,39.7516400000001,FB_029D01,Corral de Almaguer,TOLEDO,45880,"CL REAL, 97",39.75164,-3.15874
-3.16575999999998,39.7599000000001,FB_029800,Corral de Almaguer,TOLEDO,45880,"CL HERMANO RAFAEL, 3",39.7599,-3.16576
-3.17509999999993,39.7635900000001,FB_038FF1,Corral de Almaguer,TOLEDO,45880,"CL REAL, 145",39.76359,-3.1751
-3.54144999999994,40.41862,FB_02977F,Coslada,MADRID,28820,"AV BERLIN, 8 LOC. 6",40.41862,-3.54145
-3.56910999999997,40.42044,FB_038A2E,Coslada,MADRID,28820,"CL MAR CANTABRICO, 3",40.42044,-3.56911
-3.54053999999996,40.4282700000001,FB_038BAD,Coslada,MADRID,28820,"CL PERU, 21",40.42827,-3.54054
-3.53792999999996,40.4262600000001,FB_028A5E,Coslada,MADRID,28820,"CL LA CA?ADA, 15",40.42626,-3.53793
-3.56763999999993,40.4241900000001,FB_036825,Coslada,MADRID,28820,"CL RIVAS, 5 L-4",40.42419,-3.56764
-3.56085999999993,40.4287400000001,FB_029796,Coslada,MADRID,28821,"AV PLANTIO, 3 LOCAL 1",40.42874,-3.56086
